APN,Entitlement,BESTSTAT,BESTDATE,NAMEADDR,Alias,PLN_CASENO,BP_APPLNO,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,SECTION415,TENURE_TYPE,COST,PROPUSE,TOTAL_GSF,NET_GSF,CIE,NET_CIE,MED,NET_MED,MIPS,NET_MIPS,PDR,NET_PDR,RET,NET_RET,VISIT,NET_VISIT,FirstFiled,PLN_DESC,BP_DESC,PLANNER,SPONSOR,SP_CONTACT,SP_CONTACTPH,NEIGHBORHOOD,PLAN_AREA,PLAN_DISTRICT,HEIGHT_DISTRICT,ZONING_SIM,ZONING_DISTRICT,SUPE_DISTRICT,Location
APN 1781033,0,BP FILED,4/22/15,1354 27TH AV,,,2.01504E+11,2,1,0,0,,,"$35,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/22/15,,"LEGALIZE 1ST FLOOR UNIT PER ZONING PERMITTED. RENOVATION: 1ST FLOOR - ENTRANCE DOOR & KITCHEN RELOCATION.  2ND FLOOR:  FILL LIGHTWELL, ADD FULL BATH. REBUILD REAR STAIR.",TKENNEDY,,,,Outer Sunset,,Outer Sunset,40-X,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",SUPERVISORIAL DISTRICT 4,"(37.76216341720, -122.48529817600)"
APN 0187036,1,BP FILED,8/6/15,1355 JACKSON ST,,2015-010888PRJ,2.01508E+11,3,1,0,0,,,"$13,100.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/6/15,,"LEGALIZE EXISTING MANAGER UNIT PER SF ORDINANCE #43-14, BRING INTO COMPLIANCE PER EQUIVALENCIES ALLOWED UNDER ORDINANCE, PROVIDE 1 HOUR RATED PARTITION AT EXTERIOR WALLS LESS THAN 5' FROM PROPERTY LINE & AT CEILING, ADD R-13 INSULATION @ EXTERIOR WALLS &",JIMENEZS,Closed,Closed,Closed,Nob Hill,,Northeast,65-A,RM-3,"RESIDENTIAL- MIXED, MEDIUM DENSITY",SUPERVISORIAL DISTRICT 3,"(37.79439413080, -122.41718901200)"
APN 0516028A,1,CONSTRUCTION,1/29/13,136 PIXLEY ST,,2011,2.01009E+11,4,4,0,0,,,"$790,175.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/8/10,,"TO ERECT 4 STORIES, 2 UNITS CONDOMINIUM BUILDING.(REAR BUILDING)",GCABRERO,Closed,Closed,Closed,Marina,,Marina,40-X,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",SUPERVISORIAL DISTRICT 2,"(37.79882591780, -122.43480319800)"
APN 3775063,1,BP ISSUED,6/19/15,136 SOUTH PARK ST,,2005,2.00504E+11,1,1,0,0,,,"$1,308,800.00 ",1 FAMILY DWELLING,3861,2431,0,0,0,0,3861,3861,0,-1430,0,0,0,0,4/28/05,Demolition of one-story light industrial building and construction of 3-story building--two floors of commercial space with residential unit above.,ERECT 3-STORY WITH 1 BASEMENT BUILDING. COMMERCIAL SPACE @ GROUND FLOOR WITH MEZZANINE ABOVE; OFFICE/STORAGE @ 2ND FLOOR; AND SINGLE FAMILY DWELLING UNIT @ 3RD FLOOR.,WHASTIE,Closed,Closed,Closed,South of Market,Central SoMa; East SoMa (EN); South of Market,South of Market,40-X,SPD,SOMA- SOUTH PARK,SUPERVISORIAL DISTRICT 6,"(37.78149976180, -122.39467508700)"
APN 0155020,1,BP APPROVED,6/29/16,1364 PACIFIC AV,,,2.01408E+11,1,1,0,0,,,"$953,600.00 ",1 FAMILY DWELLING,0,-168,0,0,0,0,0,0,0,0,0,-168,0,0,8/12/14,,"TO ERECT 4 STORIES, 1 BASEMENT, SINGLE FAMILY RESIDENTIAL & BUSINESS.",NFOSTER,,,,Nob Hill,,Northeast,40-X,NCD,PACIFIC AVENUE NEIGHBORHOOD COMMERCIAL,SUPERVISORIAL DISTRICT 3,"(37.79569077050, -122.41769908500)"
APN 1763027,1,BP ISSUED,1/8/16,1366 09TH AV,,,2.01504E+11,2,1,0,0,,,"$22,200.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/3/15,,"LEGALIZE (E) UNIT & KITCHEN PER ORD-43-14. ADD TWO LAYERS OF TYPE ""X"" GYPSUM BOARD TO CEILING BELOW UNIT.",NKWIATKO,,,,Inner Sunset,,Inner Sunset,40-X,NCD,INNER SUNSET NEIGHBORHOOD COMMERCIAL,SUPERVISORIAL DISTRICT 5,"(37.76281324140, -122.46589598700)"
APN 1784001O,0,BP FILED,4/18/16,1369 29TH AV,,2016-005322PRJ,2.01604E+11,2,1,0,0,,,"$5,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/18/16,,LEGALIZATION OF DWELLING UNIT @ GROUND FLOOR PER ORDINANCE# 43-14. 2 BEDROOMS & 2 BATHS.,GORDON-J,Withdrawn,Withdrawn,Withdrawn,Outer Sunset,,Outer Sunset,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 4,"(37.76178616830, -122.48807654700)"
APN 1194006,0,BP FILED,6/1/16,137 CLAYTON ST,,2015-018150PRJ,2.01606E+11,3,2,0,0,,,"$1,000,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/22/15,Proposed demolition of (E) SFH to construct (N) 3-family dwelling. Excavation for (N) basement/storage.,"CONSTRUCT NEW 4-STORY, 1 BASEMENT, 3-FAMILY DWELLING UNIT.",CMAY,Application Accepted,Application Accepted,Application Accepted,Haight Ashbury,,Western Addition,40-X,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",SUPERVISORIAL DISTRICT 5,"(37.77388681390, -122.44971766900)"
APN 0155021,1,BP APPROVED,6/10/16,1370 PACIFIC AV,,2013,2.01408E+11,1,1,0,0,,,"$851,200.00 ",1 FAMILY DWELLING,0,252,0,0,0,0,0,0,0,0,0,252,0,0,8/12/14,"Demo existing structure and construct new mixed-use, commercial/residential building with parking.","ERECT 4-STORY, 1 BASEMENT, SINGLE FAMILY DWELLING UNIT BUILDING.",NFOSTER,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Nob Hill,,Northeast,40-X,NCD,PACIFIC AVENUE NEIGHBORHOOD COMMERCIAL,SUPERVISORIAL DISTRICT 3,"(37.79568260090, -122.41776315400)"
APN 5237013,1,BP ISSUED,10/5/15,1375 EVANS AV,,,2.01309E+11,1,1,0,0,,,"$1,090,000.00 ",WORKSHOP COMMERCIAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/30/13,,"ERECT 2-STORY, TYPE 5, WORKSHOP COMMERCIAL AND 1 DWELLING UNIT BUILDING. N/A FOR MAHER ORDINANCE NO. 155-13.",JSPEIRS,,,,Bayview,Bayview Hunters Point,South Bayshore,40-X,PDR-2,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR",SUPERVISORIAL DISTRICT 10,"(37.74040827400, -122.38445161100)"
APN 4260014,0,BP FILED,6/14/16,1379 KANSAS ST,,2016-008251PRJ,2.01606E+11,2,1,0,0,,,"$175,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/14/16,,"EXCAVATE (E) GROUND FL TO CONVERT GRD FLR STORAGE TO HABITABLE STUDIO VERTICAL & HORIZONTAL ADDITION TO ENLARGE (E) KITCHEN & BEDROOM. REMODEL BATH, RELOCATE (E) ENTRY STAIRS & EXCAVATE FOR OFF STREET BIKE STORAGE.",SIROISDA,Under Review,Under Review,Under Review,Potrero Hill,Showplace Square/Potrero Hill (EN),South of Market,40-X,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",SUPERVISORIAL DISTRICT 10,"(37.75223822540, -122.40207109900)"
APN 4761039,0,BP FILED,11/23/15,1380 REVERE AV,,,2.01511E+11,2,2,0,0,,,"$550,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/23/15,,TO ERECT A 3 STORY 2 FAMILY DWLLING RESIDENTIAL BUILDING,JIMENEZS,,,,Bayview,Bayview Hunters Point,South Bayshore,40-X,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",SUPERVISORIAL DISTRICT 10,"(37.72951334540, -122.38583144800)"
APN 5879040,0,BP FILED,4/22/15,139 SWEENY ST,,,2.01504E+11,2,1,0,0,,,"$5,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/22/15,,"COMPLY W/ COMPLAINT #201051068, 201401781, 201540913 & 201540932. LEGALIZE DWELLING UNIT AT FIRST FLOOR PER ORDINANCE NO. 43-14.",NKWIATKO,,,,Excelsior,,South Central,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 9,"(37.73271354660, -122.40809803500)"
APN 3519017,0,BP FILED,8/19/15,1394 HARRISON ST,,2014,2.01508E+11,68,68,0,0,,,"$5,900,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/19/15,,ERECT SIX STORY 68 RESIDENTIAL UNITS AND COMMERCIAL BUILDING. MAHER ORDINANCE-EXTENDED REQUIRED.,DVU,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,South of Market,Western SoMa (EN); South of Market,South of Market,55-X,RCD,REGIONAL COMMERCIAL,SUPERVISORIAL DISTRICT 6,"(37.77190640680, -122.41129830400)"
APN 4167011,1,BP FILED,12/14/15,1395 22ND ST,,2011,2.01512E+11,256,256,0,0,Fee Payment,,"$80,000,000.00 ",APARTMENTS,47575,47575,0,0,0,0,0,0,47575,47575,0,0,0,0,6/27/11,"The proposed project includes the construction of a mixed-use building with 251 dwelling units, 29,780 sq.ft of PDR, and 205 off-street parking spaces.","TO ERECT 8 STORIES, 1 BASEMENT, 256 RESIDNETIAL, INDUSTRIAL BUILDING. 
(R-2,A-3,F-1,S-2)
** MAHER: N/A **",RSUCRE,Closed,Closed,Closed,Potrero Hill,Showplace Square/Potrero Hill (EN),South of Market,40-X,PDR-1-G,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL",SUPERVISORIAL DISTRICT 10,"(37.75620342420, -122.39359366900)"
APN 4791025,0,BP FILED,11/20/15,1395 SHAFTER AV,,,2.01511E+11,2,1,0,0,,,"$5,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/20/15,,"LEGALIZE (E) KITCHEN TO ADD (1)(N) RESIDENTIAL UNIT UNDER UNIT LEGALIZATION PROGRAM. COMPLY WITH NOV #201569101, #201569671, #201567612.
** MAHER: N/A **",YEUNGMIN,,,,Bayview,Bayview Hunters Point,South Bayshore,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 10,"(37.72863673460, -122.38702273100)"
APN 4761036,0,BP FILED,6/23/16,1396 REVERE AV,,2016-008896PRJ,2.01606E+11,3,1,0,0,,,"$10,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/23/16,,LEGALIZE 3RD UNIT CONSTRUCTED AS PART OF A DUPLEX PER ORD #43-14 INCLUDING KITCHEN,KCONNER,Application Accepted,Application Accepted,Application Accepted,Bayview,Bayview Hunters Point,South Bayshore,40-X,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",SUPERVISORIAL DISTRICT 10,"(37.72967318080, -122.38611215100)"
APN 3502024,0,PL FILED,9/11/14,140 DUBOCE AV,,2014,,17,2,0,0,,,"$200,000.00 ",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/11/14,"Variance request to the rear yard, open space, and exposure requirements to permit an addition that creates two additional dwelling units.",,AA CONV,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Mission,Market and Octavia,Mission,50-X,RTO,RESIDENTIAL TRANSIT ORIENTED DISTRICT,SUPERVISORIAL DISTRICT 8,"(37.77001322080, -122.42349678300)"
APN 3775064,0,BP FILED,4/11/16,140 SOUTH PARK ST,,2016-005034PRJ,2.01604E+11,0,0,0,0,,,"$30,000.00 ",OFFICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/11/16,,"CHANGE OF USE FROM INDUSTRIAL TO 1ST FLOOR RETAIL & 2ND FLOOR OFFICE / BUSINESS. INTERIOR RENOVATION. NEW STORFRONT WINDOWS ON SOUTH ELEVATION. NEW WINDOW REPLACEMENT IN KIND. MEP UPGRADE.
** MAHER: N/A **",YEUNGMIN,Under Review,Under Review,Under Review,South of Market,Central SoMa; East SoMa (EN); South of Market,South of Market,40-X,SPD,SOMA- SOUTH PARK,SUPERVISORIAL DISTRICT 6,"(37.78145710800, -122.39472900400)"
APN 3517035,1,BP ISSUED,1/27/15,1401 HOWARD ST,,2011,2.01501E+11,0,0,0,0,,,$1.00 ,CHURCH,22060,5000,0,-17060,0,0,18260,18260,0,0,3800,3800,0,0,8/25/11,"The project involves a change of use from a church to office and restaurant, and a seismic upgrade for the entire building.","CHANGE OF USE. FROM CHURCH TO 18,260 SQ FT OF OFFICE SPACE. 1300SF OF RETAIL SPACE AND 2500SF OF ASSEMBLY SPACE. MAHER ORD N/A.

NO CFC TO BE ISSUED UNTIL ALL REQUIRED ACCESSIBILITY UPGRADES HAVE BEEN COMPLETED UNDER A SEPERATE TENANT IMPROVEMENT PERMIT",RSUCRE,Closed,Closed,Closed,South of Market,Western SoMa (EN); South of Market,South of Market,55/65-X,RCD,REGIONAL COMMERCIAL,SUPERVISORIAL DISTRICT 6,"(37.77356200410, -122.41429882500)"
APN 1824001A,0,BP FILED,5/13/15,1407 29TH AV,,,2.01505E+11,3,1,0,0,,,"$60,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/13/15,,"LEGALIZE AS BUILT UNIT ON 1ST FLOOR PER PLANS (LIVING ROOM, KITCHEN, ONE BATHROOM AND ONE BEDROOM - UNIT LEGALIZATION ORDINANCE 43-14",SETYDIPU,,,,Outer Sunset,,Outer Sunset,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 4,"(37.76100630560, -122.48791461700)"
APN 6566027,0,BP FILED,6/4/12,1411 CHURCH ST,,,2.01206E+11,2,1,0,0,,,"$120,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/4/12,,ADD NEW DWELLING UNIT AT GROUND FLOOR. INTERIOR REMODEL AT 2ND FLOOR REAR. ADD NEW BATH & RECONFIGURE BEDROOM ON 3RD FLOOR. NEW 3 STORY ADDITION AT REAR.,JLOOK,,,,Noe Valley,,Central,40-X,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",SUPERVISORIAL DISTRICT 8,"(37.74825524280, -122.42678970200)"
APN 4829020A,0,BP FILED,6/23/16,1413 VAN DYKE AV,,,2.01606E+11,0,0,0,0,,,"$100,000.00 ","WAREHOUSE, FURNITURE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/23/16,,CONSTRUCT (N) 1-STORY WAREHOUSE.,,,,,Bayview,Bayview Hunters Point,South Bayshore,40-X,PDR-1-B,PDR LIGHT INDUSTRIAL BUFFER,SUPERVISORIAL DISTRICT 10,"(37.72704121200, -122.38921034100)"
APN 1840002,0,BP FILED,7/1/14,1419 FUNSTON AV,,,2.01407E+11,2,1,0,0,,,"$200,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/1/14,,REMODEL 2ND LEVEL & ADD 2ND UNIT ON 3RD FLOOR INCLUDING KITCHEN AND BATHROOM.,APERRY,,,,Inner Sunset,,Inner Sunset,40-X,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",SUPERVISORIAL DISTRICT 7,"(37.76155436780, -122.47076478500)"
APN 5323015A,1,BP ISSUED,5/11/15,1425 MENDELL ST,,2007,2.00705E+11,0,0,0,0,,,"$777,000.00 ",OFFICE,8156,6281,0,0,0,0,6750,4875,0,0,1406,1406,0,0,2/6/07,Demolish existing commercial building and construct a new 5-story commercial office building with retail on the first floor.,TO ERECT 5 STORIES OFFICE BUILDING.,BFU,Closed,Closed,Closed,Bayview,Bayview Hunters Point,South Bayshore,55-X,NC-3,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",SUPERVISORIAL DISTRICT 10,"(37.73427011200, -122.39034461100)"
APN 1805006,1,CONSTRUCTION,6/30/16,1433 48TH AV,,,2.01309E+11,2,1,0,0,,,"$391,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/19/13,,CONVERT THE (E) TWO STORY SINGLE FAMILY DWELLING INTO TWO NEW DWELLING UNITS. ADD 3RD STORY WITH ROOF DECK @ REAR. ADDITION BEHIND THE (E) AREA @ 1ST & 2ND STORIES. ADD ROOD DECK @2ND FLOOR. RECONFIGARING THE INTERIOR.,JLOOK,,,,Outer Sunset,Western Shoreline,Outer Sunset,40-X,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",SUPERVISORIAL DISTRICT 4,"(37.75965832690, -122.50834941700)"
APN 0670024,0,PL FILED,9/22/15,1433 BUSH ST,,2015-009279PRJ,,47,47,6,6,On-site BMR Project,Ownership,$0.00 ,,2200,-4400,0,0,0,0,0,0,0,0,2200,-4400,0,0,9/22/15,"The proposed project is to demolish an existing one-story commercial building containing an automotive rental use and new construction of a 128-foot tall, 10-soty mixed-use building containing 34 dwelling units, 20 residential parking spaces and 1357 squ",,AHUISMAN,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Downtown/Civic Center,Van Ness Corridor,Downtown,130-V,RC-4,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY",SUPERVISORIAL DISTRICT 3,"(37.78836325390, -122.42084130500)"
APN 0645014,1,PL APPROVED,10/16/15,1436 & 1498 POLK ST/ 1567 CALIFORNIA ST,,2014,,63,63,8,8,On-site BMR Project,Ownership,$0.00 ,,8000,-3746,0,0,0,0,0,0,0,0,8000,-3746,0,0,2/19/14,"The proposed project would demolish an existing two (2) story retail building and associated surface parking area and construct a seven-story, 80 -foot tall mixed-use building with retail shops at ground level and forty-seven (47) dwelling units on 2nd t",,AA CONV,Closed,Closed,Closed,Nob Hill,,Northeast,80-A,NCD,POLK STREET NEIGHBORHOOD COMMERCIAL,SUPERVISORIAL DISTRICT 3,"(37.79026564810, -122.42029936300)"
APN 4710084,0,BP FILED,3/16/16,144 CASHMERE ST,40 DEDMAN CT,2015-003067PRJ,2.01603E+11,0,0,0,0,,,"$108,000.00 ",OFFICE,900,900,0,0,0,0,900,900,0,0,0,0,0,0,11/10/15,New construction of a 900 gsf office building with 2 off-street parking spaces.,"ERECT 1 STORY, TYPE V-B, OFFICE BUILDING.",JDISALVO,CUA PENDING,CUA PENDING,CUA PENDING,Bayview,Bayview Hunters Point,South Bayshore,40-X,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",SUPERVISORIAL DISTRICT 10,"(37.73747041090, -122.38482340600)"
APN 3794024,1,CONSTRUCTION,6/13/16,144 KING ST,,2004,2.01306E+11,0,0,0,0,,,"$17,495,000.00 ",TOURIST HOTEL/MOTEL,70000,70000,0,0,0,0,0,0,0,0,0,0,70000,70000,6/21/05,To demolish a non-contributing building in South End HD and construct new 131-room hotel with ground floor retail and no off-street parking. Seeking variances for parking and for restrictions on bay window dimensions (Sections 151 and 136).,ERECT 12 STORIES OF HOTEL for 149 GUESTROOMS & 11 lockoff guest rooms,WHASTIE,Closed,Closed,Closed,South of Market,East SoMa (EN),South of Market,105-F,MUO,MIXED USE-OFFICE,SUPERVISORIAL DISTRICT 6,"(37.77932129600, -122.39094442600)"
APN 3589091,1,BP FILED,10/23/14,144 LEXINGTON ST,,2014,2.0141E+11,3,1,0,0,,,"$300,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/11/14,"Variance request to rear yard, substandard lot, and front setback requirements to permit the addition of a third story on an existing two unit residential structure to add an addition one unit.","NEW THIRD FLOOR ADDITION, 2 BEDROOM WITH 1 BATHROOM. EXPANSION OF SECOND FLOOR, AND ROOF DECK ADDITION.",KDURANDE,Closed,Closed,Closed,Mission,Mission (EN),Mission,55-X,NCT,VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT,SUPERVISORIAL DISTRICT 9,"(37.76098620830, -122.42122984600)"
APN 3788009A,0,PL FILED,12/18/15,144 TOWNSEND ST,,2015-017998PRJ,,0,0,0,0,,,$0.00 ,,42510,-2817,0,0,0,0,42510,39505,0,0,0,-42322,0,0,12/18/15,"The project proposes to convert and change the existing legal use of the building from 42,322 gsf of self-storage and 3,005 gsf of office space into 100% office building with 42510 gsf of office use of which 3,005 gsf is pre-existing office and 39,505 is",,AHUISMAN,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,South of Market,Central SoMa; East SoMa (EN); South of Market,South of Market,65-X,MUO,MIXED USE-OFFICE,SUPERVISORIAL DISTRICT 6,"(37.78015132710, -122.39198650300)"
APN 0103021,0,PL FILED,6/24/13,146  JASPER PL,,2013,,4,2,0,0,,,$0.00 ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/24/13,Construction of a new two unit residential building,,TSHEYNER,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,North Beach,,Northeast,40-X,RM-2,"RESIDENTIAL- MIXED, MODERATE DENSITY",SUPERVISORIAL DISTRICT 3,"(37.80125557920, -122.40879053800)"
APN 6941059,1,PL APPROVED,12/23/15,1441 - 1443 OCEAN AV,,2015-014461PRJ,,0,0,0,0,,,$0.00 ,,4665,1995,0,0,4665,4665,0,0,0,0,0,-2670,0,0,10/29/15,Proposed change of use from (E) restaurant to (N) medical clinic. To include upgrades and renovations. Vertical addition of (N) 2nd and 3rd levels.,,VFLORES,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Ocean View,Balboa Park,Ingleside,45-X,NCT,OCEAN AVENUE NEIGHBORHOOD COMMERCIAL TRANSIT,SUPERVISORIAL DISTRICT 7,"(37.72399918360, -122.45793987200)"
APN 1841007,0,BP FILED,1/28/13,1443 12TH AV,,,2.01301E+11,2,1,0,0,,,"$9,950.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/28/13,,TO COMPLY WITH NOV 201281241 OF VIOLATION. COMPLIANCE/FIRE/EGRESS. ESTABLISHING 1ST FLOOR UNIT. LEGALIZE GROUND FLOOR UNIT.,CNOEL,,,,Inner Sunset,,Inner Sunset,40-X,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",SUPERVISORIAL DISTRICT 7,"(37.76119009020, -122.46966471400)"
APN 5324020,0,BP FILED,3/23/16,1447 OAKDALE AV,,,2.01603E+11,2,1,0,0,,,"$15,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/23/16,,UNIT LEGALIZATION ORDINANCE 43-14.NEW BATHROOM TO REPLACE (E) BATHROOM TO CORRECT CODE VIOLATION. VENT (E) KITCHEN. OTHER WORK POSSIBLE TO MAKE (E) IN LAW UNIT BUILDT W/O PERMITS CONFORM TO CODE.AS A LEGAL RENTAL IN LAW. PROVIDE (N) FINANCE FOR IN LAW UN,CLARKECO,,,,Bayview,Bayview Hunters Point,South Bayshore,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 10,"(37.73279355950, -122.38768223300)"
APN 6526030,0,PL FILED,3/24/16,1449 SOUTH VAN NESS AV,,2016-003875PRJ,,6,2,0,0,,,$0.00 ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/24/16,Change of use of structure located at the rear of the property (along Virgil St) from garage to residential.  Vertical addition expands the second story residential of the same building creating a two (2) new dwelling units.,,JBANALES,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Mission,Mission (EN),Mission,50-X,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",SUPERVISORIAL DISTRICT 9,"(37.74999183770, -122.41568987800)"
APN 3549064,1,CONSTRUCTION,6/6/16,1450 15TH ST,,2013,2.01306E+11,23,23,0,0,Fee Payment,,"$5,750,000.00 ",APARTMENTS,0,-8224,0,0,0,0,0,0,0,-8224,0,0,0,0,6/28/13,"The proposed project would demolish an existing 6,088  sq. vacant industrial building on irregular ""L"" shaped parcel and  construct a new multi-family residential structure with 23 dwelling units. The project would also include 16 off-street parking spac","TO ERECT 5 STORIES, NO BASEMENT, 23 UNITS RESIDENTIAL & PARKING BUILDING. ** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **",JPURVIS,Closed,Closed,Closed,Mission,Mission (EN),Mission,50-X,UMU,URBAN MIXED USE,SUPERVISORIAL DISTRICT 9,"(37.76709156440, -122.41683342200)"
APN 0671006,1,CONSTRUCTION,6/28/16,1450 FRANKLIN ST,,2013,2.00809E+11,69,69,9,9,On-site BMR Project,,"$30,860,000.00 ",APARTMENTS,0,-24000,0,0,0,0,0,0,0,0,0,-24000,0,0,9/25/08,,"ERECT A 13 STORIES, 1 BASEMENT WITH 69 RESIDENTIAL UNIT & COMMERCIAL BUILDING WITH PARKING",,,,,Western Addition,,Western Addition,130-E,NC-3,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",SUPERVISORIAL DISTRICT 2,"(37.78805629120, -122.42325307500)"
APN 0526014,0,BP FILED,4/28/16,1450 UNION ST,,2016-006589PRJ,2.01604E+11,4,2,0,0,,,"$900,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/28/16,,"VERTICAL ADDITION. ADD 2 UNITS, 2 STORY. FILL IN LIGHTWELL, NEW FOUNDATION, INTERIOR RECONFIGURATION & REMODEL, NEW KITCHENS/BATH, FACADE REMODEL, ALL NEW WINDOWS ON FACADE, ALL NEW ELECTRICAL/PLUMBING. SPRINKLER UNDER SEPARATE PERMIT. ** MAHER: N/A **",NORTHEAS,Under Review,Under Review,Under Review,Russian Hill,Van Ness Corridor,Northeast,65-A,RM-3,"RESIDENTIAL- MIXED, MEDIUM DENSITY",SUPERVISORIAL DISTRICT 2,"(37.79893322250, -122.42324312100)"
APN 4004034,1,CONSTRUCTION,2/26/16,1451 MARIPOSA ST,,,2.01302E+11,3,1,0,0,,,"$66,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/25/13,,"LEGALIZE (E) DWELLING UNIT. CHANGE OF USE FROM R-3 TO R-2. PROVIDE (N) SMOKE DETECTORS. REPLACE (E) OUTLETS IN KITCHEN, REPLACE (E) LIGHT FIXTURE IN KITCHEN.  PROVIDE (N) SPRINKLER SYSTEM THROUGHOUT PER NFPA 13.",EJACKSON,,,,Potrero Hill,Showplace Square/Potrero Hill (EN),South of Market,40-X,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",SUPERVISORIAL DISTRICT 10,"(37.76356714860, -122.39812496000)"
APN 1835010,0,BP FILED,10/16/15,1453 18TH AV,,,2.0151E+11,3,1,0,0,,,"$75,500.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/15,,LEGALIZE EXISTING RESIDENTIAL UNIT INSTALLED BEHIND GARAGE WITHOUT PERMIT PER ORDINANCE 43-14. 146-15,ALEXANDE,,,,Inner Sunset,,Inner Sunset,40-X,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",SUPERVISORIAL DISTRICT 7,"(37.76076710660, -122.47618795500)"
