Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,building_type_id,Units,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,TAZ,Total GSF (Commercial),Office,"Cult, Inst, Educ",Medical,"Prod, Dist, Rep","Ret, Ent",Visitor,Planning ID,DBI Permit,Planning Filed,DBI Filed,HEIGHTLIMIT,ZONING,FirstFiled,Longitude,Latitude,ObjectID,LANDUSE,EntitlementStatus,sort,ACTION_SEQ,Net Added Units,Net Added SF,"Net Cult, Inst, Educ",Net Medical,Net Office,"Net Prod, Dist, Rep","Net Ret, Ent",Net Visitor,TempSelect,SiteArea,BLOCK,LOT,PARKING,PARKINGNET,SUPDIST,Sponsor Firm,Sponsor Name,CONTACTPHONE,FULLNAME,CONTACTCITY,CONTACTADD
3554027,411 Valencia St,Mission,CONSTRUCTION,3-Jul-12,4,16,"Construction 24-du bldg, with 1+ 16 stacked parking spaces on ground floor accessed from Caledonia Street, with two ground floor retail spaces of 620-gsf and 700-gsf on Valencia Street; six stories plus roof deck, 16,800-gsf total, on existing vacant lot.","ERECT A 4 STORY, EIGHT UNIT RESIDENTIAL STRUCTURE",Neighborhood Commercial,Valencia Street,223,1400,,,,,1400,,2009.018,200510135500,25-Aug-09,13-Oct-05,55-X,Valencia St NCT,13-Oct-05,-122.421838,37.76633,1537,Mixres,-1,Construction,13,16,1400,,,,,1400,,,4962,3554,27,17,17,6,B & B Contractors Services,Linda Beattie,415-816-1594,Linda Beattie 415-816-1594,"Pacifica, CA 94044",903 Serena Drive
3557062,200 Dolores St,Market Octavia,BP Filed,19-Aug-08,4,13,"The proposed project (revised per Dept) involves renovation of the existing 3-story fire-damaged rectory structure and construction of a 4-story 19,083 gsf residential building containing 13 dwelling units and 16 off-street parking spaces. M-O Plan Area. ",ERECT A FOUR STORY THIRTEEN UNIT RESIDENTIAL BLDG,Residential,RTO,231,0,,0,,,,,2008.0992,200311180506,15-Jan-09,18-Nov-03,40-X,RTO,18-Nov-03,-122.426658,37.766192,1544,Resident,-1,BP Filed,6,13,-8463,-8463,0,,0,,0,,10395,3557,62,16,16,8,Corvorn LLC,Michael Mamone,235-2975,Michael Mamone 235-2975,"San Francisco, CA 94103",1875 Mission Street
3560001,2210 Market St,Market Octavia,BP ISSUED,14-Mar-12,4,22,"The proposed project would demolish the existing 3,000 sq. ft. restaurant and construct a new six story over garage builidng consisting of 20 residential units, 5,000 sq. ft. of retail, and 15 parking spaces. The building would be approximately 30,000 sq.",TO DEMOLISH 1 STORY RESTAURANT.,Neighborhood Commercial,UPR MARKET NCT,565,5000,0,0,0,0,5000,0,2006.1409,200810023278,7-Nov-08,2-Oct-08,40-X/60/65-X,UPR MARKET NCT,2-Oct-08,-122.431436,37.765723,1546,Mixres,-1,BP Approved/Issued/Re-Instated,11,22,2000,0,0,0,0,2000,0,,8532,3560,1,15,15,8,SIA Consutlting,Reza Khoshnevisan,922-0200,Reza Khoshnevisan 922-0200,"San Francisco, CA  94103",1256 Howard Street
3575063,3249 17th St,Mission,BP Filed,24-Mar-10,9,3,"Project would require a rezoning from RH-2 to NC-3. Proposed project construct a three-story addition to the existing one building on the project site. The new building would be four-story, 50-feet in height consisting of 1,996 sq. ft. ground floor restau","SITE PERMIT-REMODEL OF (E) 1 STORY STRUCTURE. ALTERED BUILDING WILL CONTAIN 4 STORIES, CONSISTING OF",Residential,RTO,205,1996,0,0,0,0,1996,0,2005.1155,201003248891,15-Dec-05,24-Mar-10,55-X,RTO-Mission,15-Dec-05,-122.418102,37.763376,1571,Mixres,0,BP Filed,2,2,1996,0,0,0,0,1996,0,,2000,3575,63,,,6,Amadeo Figueroa Gonzales,Amadeo  Gonzales,415-794-8555,Amadeo  Gonzales 415-794-8555,San Francisco CA 94110,3349 18th Street
3580035,265 Dorland St,Central,PL Approved,24-Nov-09,4,5,Construction of a new 4-story 3/4 unit residential structure in front of existing structure.,,Residential,RM-1,533,0,,,,,,,2008.1171,,19-Mar-09,,40-X,RM-1,19-Mar-09,-122.42981,37.761953,1583,Resident,-1,PL Approved,5,4,0,,,,,,,,4186,3580,35,,,8,Y.A. Studio,Yakuh  Askew,415.920.1839,Yakuh  Askew 415.920.1839,"San Francisco, CA 94110","2407 Harrison Street, Suite 2"
3583082,4035 18th St,Central,BP ISSUED,29-Jul-09,14,2,"Addition to existing 2-story, 1,260 sqft single-family residence over commercial. Proposed addition to include 4-story, 5,000 sqft building with 2 residential units over commercial.",REMODEL & VERTICAL/HORIZONTAL ADDITION TO TRANSFORM (E) 2-STORY TO 3-STORY; (ADD ONE UNIT) 2-UNIT RE,Neighborhood Commercial,CASTRO,201,0,,,,,,,2007.1481,200805192371,3-Jul-08,19-May-08,40-X,CASTRO,19-May-08,-122.433493,37.760836,1593,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,1903,3583,82,,,8,Kerman Morris Architects,Edward Morris,415-749-0302,Edward Morris 415-749-0302,"San Francisco, CA 94133",69A Water Street
3584007,530 Sanchez St,Central,BP ISSUED,20-Aug-12,14,2,"To demolish the existing structures on the lot and construct a new 4-story, 2-unit residential building in an RH-3 district.",ERECT  4 STORIES OF 2 SWELLING UNITS.,Residential,RH-3,201,0,0,0,0,0,0,0,2006.04,200505031415,9-Feb-06,3-May-05,40-X,RH-3,3-May-05,-122.430683,37.760651,1595,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,0,0,0,0,0,0,,2625,3584,7,,,8,Louis Felthouse Architect Inc.,Louis Felthouse,922-5668,Louis Felthouse 922-5668,"S.F., CA  94103","1663 Mission, Suite 520"
3591024,793 South Van Ness Av,Mission,PL Filed,14-Aug-12,4,,"Demolition of an existing gas station and construction of a five-story mixed-use building with 22 dwelling units, 7,795 GSF of ground floor retail use, and 49 off street parking spaces.   ",,Mixed Use,NC-3,537,0,-1966,0,0,0,1966,0,2004.0914,,18-Aug-05,,55-X,NC-3,18-Aug-05,-122.416911,37.760617,1616,Resident,0,Planning Filed,7,29,5829,0,0,0,0,5829,0,,17702,3591,24,49,49,9,Reuben & Junius LLP,John Kevlin,415.567.9000,John Kevlin 415.567.9000,"San Francisco, CA 94104","1 Bush Street, Ste 600"
3594009,2374 Folsom St,Mission,CONSTRUCTION,10-May-12,1,4,CONVERT EXISTING 3-STORY 2-UNIT RESIDENTIAL BUILDING W/ 2 OFF-STREET PARKING SPACES TO 4-STORY 4-UNIT RESIDENTIAL BUILDING W/ 4 OFF-STREET PARKING SPACES.,VERTICAL AND HORIZONTAL EXTENSION TO CONVERT A 3 STORY 2 UNIT RESIDENTIAL BUILDING INTO A 4 STORY 4 UNTS CONDEMINIUM BLDG WITH INTERNAL REMODELING,Residential,RM-1,188,0,0,0,0,0,0,0,2007.1209,200701292823,16-Oct-07,29-Jan-07,55-X,RM-1,29-Jan-07,-122.414891,37.759361,1617,Resident,-1,Construction,13,2,0,0,0,0,0,0,0,,3663,3594,9,,,9,Dickson Consulting Group,John Lau,415 831-7180,John Lau 415 831-7180,"San Francisco, CA  94121","3900 Geary Boulevard, Suite #201"
3594016,3360 20th St,Mission,BP APPROVED,21-Oct-10,4,6,"Conversion of an automotive garage to six 3-BR, 2-BA units on two floors above garage.",TO ERECT 4 STORY 6 DWELLING UNITS,Mixed Use,NC-2,188,0,0,0,0,0,0,0,2005.037,200512200747,23-Aug-05,20-Dec-05,45-X,NC-2,23-Aug-05,-122.416099,37.758952,1619,Resident,-1,BP Approved/Issued/Re-Instated,9,6,-4750,0,0,0,-4750,0,0,,4750,3594,16,,,9,Reuben & Junius LLP,John Kevlin,415.567.9000,John Kevlin 415.567.9000,"San Francisco, CA 94104","1 Bush Street, Ste 600"
3596113,899 Valencia St,Mission,PL Approved,26-May-11,4,18,"The proposed project is demolition of a 1,800-gsf gas station and construction of a 5-story 50,141-gsf mixed use residential structure with 18 dwelling units, 22 parking spaces, and two ground-floor retail units at the corner of Valencia and 20th Streets ",,Neighborhood Commercial,Valencia Street,185,4705,0,0,0,0,4705,0,2004.0891,,11-Aug-05,,55-X,Valencia St NCT,11-Aug-05,-122.421167,37.758616,1627,Mixres,-1,PL Approved,5,18,4705,0,0,0,0,4705,0,,11105,3596,113,22,22,9,Reuben & Junius LLP,John Kevlin,415.567.9000,John Kevlin 415.567.9000,"San Francisco, CA 94104","1 Bush Street, Ste 600"
3601073,3927 19th St,Central,BP Filed,13-Aug-08,14,1,Addition to single-family residence to create an additional unit and three off-street parking spaces.,ERECT 5 STORY SINGLE FAMILY DWELLING. (3 STORY OCCUPANCY & 2 BASEMENTS),Residential,RH-2,181,0,,,,,,,2007.1264,200808139076,1-Nov-07,13-Aug-08,40-X,RH-2,1-Nov-07,-122.431086,37.759399,1637,Resident,0,BP Filed,6,1,0,,,,,,,,2853,3601,73,,,8,SIA Consutlting,Reza Khoshnevisan,922-0200,Reza Khoshnevisan 922-0200,"San Francisco, CA  94103",1256 Howard Street
3613018B,2986 22nd St,Mission,BP APPROVED,31-Dec-08,14,3,"Construct  two stories vertical  and  four stories  horizontal addition to the rear of  the existing two-story, single-family house. The  proposal would also add two dwelling units and an underground parking garage.  A rear yard variance is sought for the","ALTERATION OF (E) 1ST AND 2ND FLOORS, CONSTRUCTION OF 3RD & 4TH FLOOR, BASEMENT, ADDING TWO ADDT'L",Residential,RH-3,170,0,0,0,0,0,0,0,2005.1059,200507147539,10-Nov-05,14-Jul-05,40-X,RH-3,14-Jul-05,-122.414062,37.755873,1657,Resident,-1,BP Approved/Issued/Re-Instated,9,2,0,0,0,0,0,0,0,,1616,3613,018B,,,9,,Mel Murphy,415-821-7800,Mel Murphy 415-821-7800,"San Francisco, CA  94114",4153 24th Street
3615026,2525 Mission St,Mission,BP ISSUED,26-Aug-09,10,0,"The project is to demolish the existing single-story retail building and construct a new building that would be three-stories tall and would contain retail on the ground floor and offices on the second and third floors.
6/15/05 - Environmental Exemption",ERECT A 3 STORY COMMERCIAL SHOP & OFFICE,Mixed Use,Mission Street,176,4999,4999,0,0,0,0,0,2003.0159,200302218059,7-Aug-03,21-Feb-03,65-B,Mission St NCT,21-Feb-03,-122.418695,37.756561,1663,MIPS,-1,BP Approved/Issued/Re-Instated,11,0,4999,0,0,4999,0,0,0,,3675,3615,26,,,9,,Ernest Shrayber,668-3517,Ernest Shrayber 668-3517,"San Francisco, CA  94121",600 28th Avenue
3617008,1050 Valencia St,Mission,BP Filed,27-Dec-10,9,15,"New Construction of 16-du Res Mixed Use bldg, w/25,000-gsf residential, 2,000-gsf retail, and 2,800 full basement storage, totalling 30,480 with one loading space retained.  Demolition of 1970-constrone-story SPORK restaurant bldg and parking, and replace","ERECT 5 STORIES OF 15 DWELLING UNITS, WITH COMMERCIAL,TYPE 5.",Neighborhood Commercial,Valencia Street,165,2000,,,,,2000,,2007.1457,201012277437,12-Mar-10,27-Dec-10,55-X,Valencia St NCT,12-Mar-10,-122.421124,37.756003,1671,Mixres,0,BP Filed,2,15,400,,,,,400,,,3274,3617,8,1,-2,8,Stephen Antonaros Architect,Stephen Antonaros,415.864.2261,Stephen Antonaros 415.864.2261,"SF, CA 94114","2261 Market Street, #324"
3628014,1090 Church St,Central,BP Filed,9-Feb-06,14,2,,ERECT 2 STORIES 2 DWELLING UNITS BLDG.,Residential,RM-1,164,0,0,0,0,0,0,0,,200602094307,,9-Feb-06,40-X,RM-1,9-Feb-06,-122.427786,37.753555,1694,Resident,0,BP Filed,6,2,0,0,0,0,0,0,0,,7867,3628,14,,,8,,,,,,
3639002,2652 Harrison St,Mission,BP ISSUED,24-Oct-12,4,20,Demolition and new construction 30-unit residential building over basement level parking,ERECT 4 STORY 20 UNITS APARTMENT BUILDING WITH GARAGE.,Mixed Use,UMU,170,0,0,0,0,0,0,0,2006.0054,201111038222,6-May-10,3-Nov-11,40-X,UMU,6-May-10,-122.41228,37.754996,1706,Resident,-1,BP Approved/Issued/Re-Instated,11,20,-7250,0,0,0,-7250,0,0,,8644,3639,2,30,30,9,Kerman/Morris Architects LLP,Toby  Morris,415-749-0302,Toby  Morris 415-749-0302,"San Francisco, CA 94133",69A Water Street
3639004A,2660 Harrison St,Mission,BP ISSUED,6-Oct-11,14,3,"The project is the demolition of a vacant 11,423-sf industrial building constructed in 1935 and the lot subdivision and construction of two residential buildings to total 43,649-sf and 62 units, in an Eastern Neighborhoods C-M zoning district.  Twelve per",1 STORY ADDITION OVER PART OF (E) 2 STORIES BUILDING NEW RESIDENTIAL AT 2ND & 3RD FLOOR. (3 UNITS) E,Mixed Use,UMU,170,0,0,0,0,0,0,0,2004.0672,201012307638,16-Sep-04,30-Dec-10,40-X,UMU,16-Sep-04,-122.412271,37.754893,1708,Resident,-1,BP Approved/Issued/Re-Instated,11,3,-11423,0,0,0,-11423,0,0,,13625,3639,004A,62,62,9,Hauser Architects,George Hauser,415.519.5398,George Hauser 415.519.5398,"San Francisco, CA 94114",313 Eureka Street
3639028,953 Treat Av,Mission,PL Approved,22-May-08,9,5,The project includes minor improvements to a single family dwelling and construction of a new warehouse building with four residential units above.  ,,Mixed Use,UMU,170,1150,,,,1150,,,2007.0981,,20-Mar-08,,40-X,UMU,20-Mar-08,-122.41303,37.754948,1709,Mixres,-1,PL Approved,3,4,1150,,,,1150,,,,3698,3639,28,,,9,Kennerly Architecture & Planning,Owen Kennerly,285-2880,Owen Kennerly 285-2880,"San Francisco, CA 94110","375 Alabama St, Suite 440"
3731003,226 06th St,East SoMa,BP APPROVED,19-Oct-12,4,76,Vertical addition of 4th floor to existing hotel.,"VERTICAL ADDITION AND REVONATION OF A HOTEL. MECH, ELEC,PLUMBING, FIRE SPRINKLER UNDER SEPARATE PERMIT",Neighborhood Commercial,SoMa NCT,627,16425,,,,,,16425,2009.0089,200806164548,6-Oct-11,16-Jun-08,65-X,SoMa NCT,16-Jun-08,-122.406813,37.779331,1860,Mixres,-1,BP Approved/Issued/Re-Instated,9,37,5445,,,,,,5445,123,3933,3731,3,,,6,Best Design & Construction Co.,Alex Nie,415-656-3528,Alex Nie 415-656-3528,"Brisbane, CA 94005",100 Old Country Road Ste 100C
3731087,190 Russ St,East SoMa,BP Filed,20-Jan-06,4,8,"Demolish  existing 2500 sf PDR bldg & construct 40 foot high, 16,000 sf bldg with 8 dwelling units and 8 parking spaces.","TO ERECT 5 STORIES, 8 DWELLING UNITS OF RESIDENTIAL BUILDING.",Mixed Use,RED,627,0,0,0,0,0,0,0,2006.0521,200601202701,4-Dec-06,20-Jan-06,65-X,RED,20-Jan-06,-122.407112,37.777758,1863,Resident,0,BP Filed,6,8,-2500,0,0,0,-2500,0,0,72,4558,3731,87,8,8,6,reza@siaconsulting.com,Reza Knoshnevisan,922-0200,Reza Knoshnevisan 922-0200,"San Francisco, CA 94103",1256 Howard Street
3703086,570 Jessie St,Downtown,BP Filed,2-Feb-06,4,47,"Demolish existing 15,000 sq. ft. office/printing shop and construct 47 dwelling units and 24 parking spaces. Total sq. footage of new struction would be 31,135 (36,973, as of 3-28-2007) sq. ft. and building would be approximately 80' (74' 10"", as of 2-28-","TO ERECT 8 STORY, 47 CONDO UNITS",Commercial,C-3-G,666,0,,,,,,,2005.1018,200602023710,11-Sep-08,2-Feb-06,120-F,C-3-G,2-Feb-06,-122.409809,37.781122,1731,Resident,-1,BP Filed,6,47,-15000,,,,-15000,,,72,5850,3703,86,24,24,6,Linea built ,Andrew Greene,415-8648,Andrew Greene 415-8648,"SF, CA 94110",2595 Mission St
3704015,942 Mission St,Downtown,BP ISSUED,9-Nov-11,6,,"Demolition of 17,000 square feet of commercial (film) use, construction of a 13-story hotel  w/165 tourist hotel rooms, 63,286 sfhotel space and 7,840 sf of retail and public space. Project is 46,126 gsf and building height 103 feet.
gross square footage ",ERECT A 15 STORY 174 GUEST ROOM HOTEL.,Commercial,C-3-G,667,71126,0,,,0,7840,63286,2008.0197,201105136051,11-Mar-09,13-May-11,160-F,C-3-G,11-Mar-09,-122.407563,37.782072,1734,Visitor,-1,BP Approved/Issued/Re-Instated,11,,53514,,,0,-17612,7840,63286,12,8019,3704,15,,,6,Michael Stanton Architecture,Michael Stanton,865-9600,Michael Stanton 865-9600,"San Francisco, CA  94107-2351",555 DeHaro Street - #300
3704069,973 Market St,Downtown,CONSTRUCTION,14-Aug-08,4,100,69 new construction/mixed use (67 RES. AND 2 COMM.),,Commercial,C-3-G,667,5700,0,0,0,0,5700,0,2007.0368,200712211199,17-Nov-04,,120-X,C-3-G,17-Nov-04,-122.409745,37.782644,1735,Mixres,-1,Construction,9,100,-52750,0,0,-58450,0,5700,0,12,8338,3704,69,,,6,DPW Bureau of Subdivisions,DPW Bureau of Subdivisions, 554-5827,DPW Bureau of Subdivisions  554-5827,"San Francisco, CA  94102","City Hall, Room 352"
3704071,949 Market Street,Downtown,PL Approved,8-Nov-10,3,0,"Section 309 Review Required with one exception (freight loading) request. Conditional Use Authorization request to exceed allowable accessory parking per Section 303, 157 and 158.  Variances requested per Section 102.11 to allow modification of gross floo",,Commercial,C-3-G,667,367000,0,,,,367000,,2008.0217,,22-Feb-08,,120-X,C-3-G,22-Feb-08,-122.409146,37.782982,1736,Retail/Ent,-1,PL Approved,5,0,237300,,,-74700,,312000,,12,45758,3704,71,240,,6,"Gibson Dunn & Crutcher, LLP",Jim Abrams,393-8370,Jim Abrams 393-8370,"San Francisco, CA  94105","555 Mission Street, Suite 3000"
3706093,706 Mission St,Downtown,PL Filed,11-Sep-08,4,220,"706 Mission Street: 605' residential tower, includes some YBC parcels, includes Mexican Museum, would create new access to share Jessie Square garage.",,Commercial,C-3-R,744,35000,,35000,,,,,2008.1084,,11-Sep-08,,400-I,C-3-R,11-Sep-08,-122.402378,37.786159,1746,Mixres,0,Planning Filed,2,220,35000,35000,,,,,,123,85890,3706,93,260,0,6,Millennium Partners,Sean Jeffries,415-593-1100,Sean Jeffries 415-593-1100,"San Francisco, CA 94103","735 Market St, 4th Fl"
3710017,350 Mission St,TB Combo,BP ISSUED,5-Sep-12,10,0,"The project site is occupied by a four-story building with approximately 95,000 sq. ft. of office, retail, and acessory uses. The proposed project would demolish the existing building and construct a 28-story, 455' ft high office tower consisting of 503,0","TO ERECT 27 STORIES, OFFICE, RETAIL & PARKING BUILDING.",Commercial,C-3-O,774,510300,503000,,,,7300,,2006.1524,201108011461,19-Nov-08,1-Aug-11,550-S,C-3-O,19-Nov-08,-122.396374,37.790809,1762,MIPS,-1,BP Approved/Issued/Re-Instated,11,0,415603,,,431303,0,-15700,0,72,18910,3710,17,129,129,6,Reuben & Junius,Daniel Frattin,415 567 9000,Daniel Frattin 415 567 9000,"San Francisco, CA  94104","1 Bush Street, Suite 600"
3725101,474 Natoma Street,Downtown,CONSTRUCTION,9-Oct-12,4,55,"New construction of 58 ownership dwelling units, 100% affordable, over ground-floor parking (17 spaces)",,Commercial,C-3-S,668,0,,,,,,,2007.1383,200810063512,5-Dec-07,,120-F,C-3-S,5-Dec-07,-122.407222,37.780724,1803,Resident,-1,Construction,13,55,0,,,,,,,123,11902,3725,101,,,6,BRIDGE Housing Corporation,Donald Lusty,321-3522,Donald Lusty 321-3522,"San Francisco, CA  94105","345 Spear Street, Seventh Floor"
3726075,574 Natoma St,East SoMa,BP Filed,25-Sep-08,4,10,"Demolish existing 1,875 sqft, 19'-0"" single-story warehouse. Proposed 6,525 sqft, 4-story multi-unit residence with 2 off-street parking spaces.",TO DEMOLISH A VACANT STORAGE,Mixed Use,RED,669,0,,,,,,,2008.0795,200809252699,25-Sep-08,25-Sep-08,45-X,RED,25-Sep-08,-122.409466,37.778944,1804,Resident,-1,BP Filed,6,10,-1875,0,0,0,-1875,0,0,72,1817,3726,75,,,6,"Mary DeVries Cohn, Architect",Mary DeVries ,415 307 6122,Mary DeVries  415 307 6122,San Francisco 94117,291 Edgewood Ave
3726103,114 07th Street,Downtown,PL Filed,14-Aug-12,9,119,"A new 8-story residential development consisting of 48 dwelling units, 1 level of below-grade parking with 15 spaces, and 2,795 sf of ground floor retail.",,Mixed Use,MUG,623,2795,,,,,2795,,2012.0673,,14-Aug-12,,85-X,MUG,14-Aug-12,-122.410813,37.778948,1806,Mixres,0,Planning Filed,4,119,-29605,,,,,2795,-32400,,30036,3726,103,,,6,Reuben & Junius LLP,John Kevlin,415.567.9000,John Kevlin 415.567.9000,"San Francisco, CA 94104","1 Bush Street, Ste 600"
3746001,201 Folsom St,Rincon Hill,BP Filed,12-Jul-12,4,669,"Residential & Retail uses, and parking. Remove an existing US Postal Service surface parking lot and construct a new 38-40 story building with 806 residential units, ground floor retail, 806 off-street parking spaces for the residential use, 16 retail par",Multiple Permits,Mixed Use,RC-4,765,0,0,0,0,0,0,0,2000.1073,201207124717,11-Jul-02,12-Jul-12,400-W,RC-4,11-Jul-02,-122.391823,37.789186,1808,Resident,-1,BP Filed,9,669,0,0,0,0,0,0,0,,151167,3746,1,1085,1085,6,"TST-Folsom, LLC"," c/o Tishman Speyer Properties,",536-1850," c/o Tishman Speyer Properties, 536-1850","SF, CA 94105","525 Market Street, Suite 3720"
3747320,399 Fremont St,Rincon Hill,PL Approved,4-Aug-06,4,432,"The proposal is to demolish the existing structure and construct a new structure that would include a 400-foot tower, 450 dwelling units, and 450 off-street parking spaces.",ERECT 41 STORIES 432 DWELLING RESIDENTIAL/PARKING BLDG.,High Density Residential,RH DTR,767,33000,24500,0,0,0,8500,0,2006.0358,200605161774,18-Apr-06,16-May-06,85/400-R,RH DTR,18-Apr-06,-122.39218,37.787361,1809,Mixres,-1,PL Approved,2,432,-2256,0,0,24500,-35256,8500,0,23,36931,3747,001E,359,359,6,Archdiocese of San Francisco,Les Mc Donald,415-614-5550,Les Mc Donald 415-614-5550,"San Francisco, CA  94109",One Peter York Way
3747012,325 Fremont St,Rincon Hill,BP ISSUED,17-Dec-10,4,69,CU to amend previous approval to rearrange the interior space to create more units.  VZ to reduce the required parking spaces from 70 to 51.  No change to buildig envelope.,PERMIT TO RECOMMENCE WORK ON PERMIT APPLICATIONS 9913300S AND 200507208180S - BUILD 69 UNIT RESIDENT,High Density Residential,RH DTR,767,0,0,0,0,0,0,0,2004.0636,201012086338,8-Jul-04,8-Dec-10,85/250-R,RH DTR,8-Jul-04,-122.393033,37.787693,1811,Resident,-1,BP Approved/Issued/Re-Instated,11,69,0,0,0,0,0,0,0,,6434,3747,12,,,6,,Jeff Wieland,415-716-1953,Jeff Wieland 415-716-1953,"San Francisco, CA 94107",1000 Mariposa St
4152016,1076 Hampshire St,Mission,CONSTRUCTION,21-Feb-12,14,2,Demolish existing single-story storage building built in 1922 and construct a 4-story 2-unit building.,ERECT 4 STORIES 2 DWELLING UNITS BLDG.,Residential,RH-2,171,0,,,,0,,,2008.0015,200709193092,7-Jan-08,19-Sep-07,40-X,RH-2,19-Sep-07,-122.407686,37.754966,1819,Resident,-1,Construction,13,1,-920,,,,-920,,,,4969,4152,16,,,9,,Donald David,415-225-7714,Donald David 415-225-7714,"San Francisco, CA 94109",1356 Vallejo Street
4154001,1001 Potrero Av,Showpl/Potrero,CONSTRUCTION,15-Dec-10,8,0,"Rebuild of SF General Hospital (SFGH) to new requirements, part of IMP: new 419,070-sf acute acre hospital building, 105-ft in height, and reuse of 129,706-sf Building 5, equivalent to existing hospital use capacity, with no proposed parking.",,Public,P,189,548776,,548776,,,,,2007.0603,200901230738,18-Sep-08,,105-E,P,18-Sep-08,-122.406606,37.756762,1821,CIE,-1,Construction,13,0,419070,419070,,,,,,,655225,4154,1,,,10,CCSF Department of Public Health,Kathryn Jung,415 206-8530,Kathryn Jung 415 206-8530,"San Francisco, CA 94110","1001 Potrero Ave Bldg 10, Rm 1118"
4167004,1 Turner Tr,Showpl/Potrero,PL Filed,30-Jun-10,1,1700,"Replace 606 units of public housing with 1,400-1,700 units of mixed-income, mixed-tenure housing, including 1-to1 replacement of public housing. Project will also include neighborhood serving retail, community facilities, parks and open space, and a new s",,Residential,RM-2,519,30000,10000,,,,20000,,2010.0515,,30-Jun-10,,40-X,RM-2,30-Jun-10,-122.395102,37.756165,1828,Mixres,0,Planning Filed,14,1094,30000,,,10000,,20000,,,233209,4167,4,,,10,Curtis Development and Consulting,Charmaine Curtis,415-647-1898,Charmaine Curtis 415-647-1898,"San Francisco, CA 94131",3934 Cesar Chavez Street
4172053,1179 Tennessee St,Central Waterfront,BP REINSTATED,3-Nov-09,4,8,,ERECT A FOUR STORY EIGHT UNIT RESIDENTIAL BLDG WITH COML,Mixed Use,NCT-2,521,0,0,0,0,0,0,0,2001.0451,9902819,26-Apr-01,11-Feb-99,40-X,NCT-2,11-Feb-99,-122.388969,37.756751,1830,Resident,-1,BP Approved/Issued/Re-Instated,8,8,0,0,0,0,0,0,0,,6090,4172,53,,,10,,Carroll Regan,415 826-1230,Carroll Regan 415 826-1230,"San Francisco , Ca 94107-3416",1155 Tennessee St.
