Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,Units,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,TAZ,Total GSF (Commercial),Office,"Cult, Inst, Educ",Medical,"Prod, Dist, Rep","Ret, Ent",Visitor,Planning ID,DBI Permit,Planning Filed,DBI Filed,Expr1022,Expr1023,FirstFiled,Longitude,Latitude,ObjectID,Expr1028,LANDUSE,EntitlementStatus,sort,ACTION_SEQ,Net Added Units,Net Added SF,"Net Cult, Inst, Educ",Net Medical,Net Office,"Net Prod, Dist, Rep","Net Ret, Ent",Net Visitor,TempSelect,SiteArea,BLOCK,LOT,PARKING,PARKINGNET,ZONING,HEIGHTLIMIT
6356063,1461 Sunnydale Av,"South Central, Other",BP Filed,7/5/05,3,,ERECT 4 STORIES OF 3 DWELLING UNITS,Mixed Use,NC-1,5,0,0,0,0,0,0,0,,2.00507E+11,,7/5/05,40-X,NC-1,5-Jul-05,-122.41583,37.711727,2770,,Resident,0,BP Filed,6,3,0,0,0,0,0,0,0,,2300,6356,63,,,NC-1,40-X
6356062,1481 Sunnydale Av,"South Central, Other",BP Filed,7/5/05,4,,ERECT 4 STORIES OF 3 DWELLING UNITS,Mixed Use,NC-1,5,0,0,0,0,0,0,0,,2.00507E+11,,7/5/05,40-X,NC-1,5-Jul-05,-122.415907,37.711768,2769,,Resident,0,BP Filed,6,4,0,0,0,0,0,0,0,,2300,6356,62,,,NC-1,40-X
3640066,3086 24th St,Mission,BP Filed,7/19/05,2,,CHANGE OF USE AT 1ST FL-COMMERICAL TO RESIDENTIAL. NO WORK UNDER THIS PERMIT.,Mixed Use,NCT,146,0,0,0,0,0,0,0,,2.00507E+11,,7/19/05,55-X,24th St-Mission,19-Jul-05,-122.413837,37.752658,1710,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,5358,3640,66,,,24th St-Mission,55-X
1726006,1235 24th Av,Outer Sunset,BP Filed,7/19/05,2,,"TO EXTEND (E) BLDG AT REAR, ADD A STORY ON TOP & A 2ND DWELLING UNIT PER PLANS.",Residential,RH-2,555,0,0,0,0,0,0,0,,2.00507E+11,,7/19/05,40-X,RH-2,19-Jul-05,-122.482742,37.764469,1095,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,3002,1726,6,,,RH-2,40-X
3732071,468 Clementina St,East SoMa,BP Filed,7/20/05,25,"New construction of two four-story residential buildings on Lot to be subdivided, with 13-unit building fronting Tehama and 12-unit building fronting Clementina (468 Clementina).  Existing building to be demolished.",TO ERECT 4 STORY 12 UNIT DWELLING,Mixed Use,MUR,628,0,0,0,0,0,0,0,2005.0424,2.00507E+11,1/5/06,7/20/05,45-X,MUR,20-Jul-05,-122.405496,37.779669,1876,,Resident,-1,BP Filed,6,25,-500,0,0,0,-500,0,0,,7271,3732,71,,,MUR,45-X
3726047,537 Natoma St,East SoMa,BP Filed,9/1/05,14,Demolish existing structure and construct 14 residential dwelling units and 14 parking spaces. ,TO ERECT 14 DWELLING UNIT WITH 4 STORY BLDG,Residential,RED,669,"5,425",0,0,0,"5,425",0,0,2005.099,2.00509E+11,10/20/05,9/1/05,45-X,RED,1-Sep-05,-122.408324,37.779476,1374,,Mixres,0,BP Filed,6,14,"-5,425",0,0,0,"-5,425",0,0,,5399,3726,47,14,14,RED,45-X
2625007A,70 Douglass St,Buena Vista,BP Filed,3/3/06,2,Renovation and rehabilitation of an existing residential building constructe c. 1900.,ERECT 4 STORIES OF 2 DWELLING  UNITS.,Residential,RH-2,563,0,0,0,0,0,0,0,2006.0336,2.00509E+11,3/3/06,9/2/05,40-X,RH-2,2-Sep-05,-122.439699,37.762618,1264,,Resident,-1,BP Filed,6,1,0,0,0,0,0,0,0,,3768,2625,007A,,,RH-2,40-X
3642027,2751 Mission St,Mission,BP Filed,9/9/05,5,,"TO ERECT 4 STORIES, 5 DWELLING UNIT OF RESIDENTIAL APARTMENTS & COMMERCIAL (RETAIL).",Mixed Use,NCT,158,0,0,0,0,0,0,0,,2.00509E+11,,9/9/05,80-B,Mission St NCT,9-Sep-05,-122.418373,37.75304,1714,,Resident,0,BP Filed,6,5,0,0,0,0,0,0,0,,3064,3642,27,,,Mission St NCT,80-B
2696015,4226 20th St,Central,BP Filed,9/13/05,3,,LEGALIZE 3RD UNIT AT BASEMENT LEVEL PER BOARD OF APPEALS# V91-033 & SATISFY,Residential,RH-3,190,0,0,0,0,0,0,0,,2.00509E+11,,9/13/05,40-X,RH-3,13-Sep-05,-122.435056,37.757802,1308,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,2750,2696,15,,,RH-3,40-X
5438022,2591 San Bruno Av,"South Central, Other",BP Filed,9/14/05,3,,VERTICAL EXTENSION. ADD NEW STORY & CONSTRUCT 1 NEW UNIT & EXPAND 1 RESIDENTIAL UNIT.,Mixed Use,NC-2,79,0,0,0,0,0,0,0,,2.00509E+11,,9/14/05,40-X,NC-2,14-Sep-05,-122.404049,37.729093,2453,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,2442,5438,22,,,NC-2,40-X
3748006,340 Fremont St,Rincon Hill,BP Filed,9/19/05,384,"Demolition of two existing building and construction of two residential buildings with up to 355 dwelling units, 2,335 GSF, and 336 off-street parking spaces.  ",ERECT 40 STORY RESIDENTIAL WITH 384 DWELLING UNITS,High Density Residential,RH DTR,767,"2,350",0,0,0,0,"2,350",0,2004.0552,2.00509E+11,5/12/06,9/19/05,85/200-R/ 85/,RH DTR,19-Sep-05,-122.39304,37.787364,1922,,Mixres,-1,BP Filed,6,384,"-42,650",0,0,"-45,000",0,"2,350",0,,31434,3748,6,336,336,RH DTR,85/200-R/ 85/
1803026,1366 La Playa *,Outer Sunset,BP Filed,11/23/05,3,"The proposal is to 1) replace the front facade with a new facade; 2) extend the existing first and second floors toward the rear of the lot; 3) add a third floor vertical addition; and 4) add a third dwelling unit in Zoning District RH-3.
The existing bui",ADD THIRD STORY AND EXTEND TO REAR. REMODEL (E) TWO UNITS INTO THREE UNITS AND ADD TWO PARKING SPACES. CHANGE OF OCCUPANCY.,Residential,RH-3,206,0,0,0,0,0,0,0,2006.1429,2.00511E+11,11/28/06,11/23/05,40-X,RH-3,23-Nov-05,-122.509017,37.760963,1150,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,3021,1803,26,,,RH-3,40-X
2623028,4126 17th St,Buena Vista,BP Filed,12/8/05,5,"5 unit residential building over garage, residential demo over 1.2 milion",ERECT 5 STORIES 5 DWELLING BLDG.,Residential,RH-3,563,0,,,,,,,2006.1154,2.00512E+11,4/23/08,12/8/05,40-X,RH-3,8-Dec-05,-122.437894,37.762376,1263,,Resident,0,BP Filed,6,4,0,,,,,,,,5550,2623,28,,,RH-3,40-X
3576070,50 Sycamore St,Mission,BP Filed,12/9/05,3,,"UPGRADE BUILDING STRUCTURE, ELECTRICAL SYSTEM AND PLUMBING. CONSTRUCT OVER (E) STRUCTURE. 2 LEVEL OF DWELLING SPACE. CONSTRUCT 1 ADDITIONAL UIT - SPRINKLER WORK WILL BE UNDER SEPARATE PERMIT. HORIZONTAL & VERTICAL ADDITION.",Residential,RTO-M,205,0,0,0,0,0,0,0,,2.00512E+11,,12/9/05,45-X,RTO-Mission,9-Dec-05,-122.420534,37.762779,1578,,Resident,0,BP Filed,6,2,0,0,0,0,0,0,0,,2461,3576,70,,,RTO-Mission,45-X
3575063,3249 17th St,Mission,BP Filed,3/24/10,3,"Project would require a rezoning from RH-2 to NC-3. Proposed project construct a three-story addition to the existing one building on the project site. The new building would be four-story, 50-feet in height consisting of 1,996 sq. ft. ground floor restau","SITE PERMIT-REMODEL OF (E) 1 STORY STRUCTURE. ALTERED BUILDING WILL CONTAIN 4 STORIES, CONSISTING OF",Residential,RTO-M,205,"1,996",0,0,0,0,"1,996",0,2005.1155,2.01003E+11,12/15/05,3/24/10,55-X,RTO-Mission,15-Dec-05,-122.418102,37.763376,1571,,Mixres,0,BP Filed,2,2,"1,996",0,0,0,0,"1,996",0,,2000,3575,63,,,RTO-Mission,55-X
3754039,1075 Folsom St,East SoMa,BP Filed,12/22/05,31,,"TO ERECT 5 STROIES, 31 DWELLING UNITS OF RESIDENTIAL / COMMERCIAL UNITS.",Mixed Use,NCT,630,0,0,0,0,0,0,0,,2.00512E+11,,12/22/05,65-X,SoMa NCT,22-Dec-05,-122.407315,37.77709,1949,,Resident,0,BP Filed,6,31,"5,000",0,0,0,0,"5,000",0,,6774,3754,39,,,SoMa NCT,65-X
3598028,651 Dolores St,Central,BP Filed,1/12/06,8,"Conditional use authorization to allow construction of a new church  (Second Church of Christ, Scientist) pursuant to Section 209.3(j), eight new dwelling units pursuant to Section 209.1(h), and off-street parking for up to 42 cars for the church use purs",DEMOLITION OF A ONE STORY CHURCH,Residential,RH-3,183,"24,000",0,"24,000",0,0,0,0,2006.0144,2.00601E+11,2/2/06,1/12/06,40-X,RH-3,12-Jan-06,-122.425726,37.759023,1631,,Mixres,0,BP Filed,6,8,"2,000","2,000",0,0,0,0,0,,14891,3598,28,48,39,RH-3,40-X
2752024,331 Collingwood St,Central,BP Filed,1/13/06,1,,ERECT 2 STORIES SINGLE FAMILY DWELLING,Residential,RH-2,179,0,0,0,0,0,0,0,,2.00601E+11,,1/13/06,40-X,RH-2,13-Jan-06,-122.435594,37.75715,1335,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,3716,2752,24,,,RH-2,40-X
3731087,190 Russ St,East SoMa,BP Filed,1/20/06,8,"Demolish  existing 2500 sf PDR bldg & construct 40 foot high, 16,000 sf bldg with 8 dwelling units and 8 parking spaces.","TO ERECT 5 STORIES, 8 DWELLING UNITS OF RESIDENTIAL BUILDING.",Residential,RED,627,0,0,0,0,0,0,0,2006.0521,2.00601E+11,12/4/06,1/20/06,65-X,RED,20-Jan-06,-122.407112,37.777758,1863,,Resident,0,BP Filed,6,8,"-2,500",0,0,0,"-2,500",0,0,,4558,3731,87,8,8,RED,65-X
3703086,570 Jessie St,Downtown,BP Filed,2/2/06,47,"Demolish existing 15,000 sq. ft. office/printing shop and construct 47 dwelling units and 24 parking spaces. Total sq. footage of new struction would be 31,135 (36,973, as of 3-28-2007) sq. ft. and building would be approximately 80' (74' 10"", as of 2-28-","TO ERECT 8 STORY, 47 CONDO UNITS",Commercial,C-3-G,666,0,,,,,,,2005.1018,2.00602E+11,9/11/08,2/2/06,120-F,C-3-G,2-Feb-06,-122.409809,37.781122,1731,,Resident,-1,BP Filed,6,47,"-15,000",,,,"-15,000",,,,5850,3703,86,24,24,C-3-G,120-F
3628014,1090 Church St,Central,BP Filed,2/9/06,2,,ERECT 2 STORIES 2 DWELLING UNITS BLDG.,Residential,RM-1,164,0,0,0,0,0,0,0,,2.00602E+11,,2/9/06,40-X,RM-1,9-Feb-06,-122.427786,37.753555,1694,,Resident,0,BP Filed,6,2,0,0,0,0,0,0,0,,7867,3628,14,,,RM-1,40-X
691008,1285 Sutter St,Downtown,BP Filed,12/6/07,107,"Demolition of an existing movie theater and construction of 13-story mixed-use building with 120 dwelling units, appx. 180 off-street parking spaces, and appx. 16,500 gsf of ground floor commercial use.","TO ERECT 13 STORIES, 107 CONDOS AND GROUND FLOOR COMMERICIAL WITH 4 BASEMENTS.",Mixed Use,RC-4,319,"16,500",,,,,"16,500",,2005.0298,2.00712E+11,2/28/06,12/6/07,130-V,RC-4,28-Feb-06,-122.42135,37.787456,485,,Mixres,-1,BP Filed,5,107,"-8,308",,,,,"-8,308",,,21797,691,8,180,180,RC-4,130-V
3588012,3500 19th St,Mission,BP Filed,5/1/06,17,17 NEW DWELLING UNITS OVER GROUND FLOOR RETAIL (2900 SF) AND 17-CAR PARKING GARAGE ,"TO ERECT 5 STORY RESIDENTIAL, RETAIL, AND GARAGE",Mixed Use,NCT,204,"2,950",0,0,0,0,"2,950",0,2005.049,2.00605E+11,10/12/06,5/1/06,55-X,Valencia St NCT,1-May-06,-122.421507,37.760168,1606,,Mixres,-1,BP Filed,2,17,"2,950",0,0,0,0,"2,950",0,,10026,3588,12,17,17,Valencia St NCT,55-X
5992A060,495 Cambridge St,"South Central, Other",BP Filed,12/22/10,35,The proposed project would demolish the four two-story buildings and construct 56 dwelling units on 33 newly subdivided lots in a new PUD development. Ten lots would contain single-family homes and 23 lots would contain duplexes. Acces would be provided v,Multiple Permits,Residential,RH-1,900,0,0,0,0,0,0,0,2006.0587,2.01012E+11,5/4/06,12/22/10,40-X,RH-1,4-May-06,-122.417816,37.72543,2648,,Resident,0,BP Filed,4,35,0,0,0,0,0,0,0,,86068,5992A,60,,,RH-1,40-X
1571015C,622 29th Av,Richmond,BP Filed,5/22/06,2,,TWO FAMILY RESIDENCES. VERTIVCAL AND HORIZONTAL ADDITION AND REMODELING,Residential,RH-2,274,0,0,0,0,0,0,0,,2.00605E+11,,5/22/06,40-X,RH-2,22-May-06,-122.488659,37.777454,976,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,2992,1571,015C,,,RH-2,40-X
1726003,1223 24th Av,Outer Sunset,BP Filed,5/25/06,2,,ADD 3RD FLOOR TO EXISTING BLDG. (ADD 2ND UNIT),Residential,RH-2,555,0,0,0,0,0,0,0,,2.00605E+11,,5/25/06,40-X,RH-2,25-May-06,-122.482755,37.76465,1094,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,3002,1726,3,,,RH-2,40-X
3727168,1145 Mission St,Downtown,BP Filed,6/9/06,25,"Construction of 25-unit, 6-story, residential building with common roof deck, ground floor retail and basement parking (possibly stacker), totalling 30,914-gsf. Previous FMND 2000.531E.  Existing excavation /shoring permit 2006.1086D.
",TEMPORARY SHORING FOR EXCAVATION AT 1145 MISSION ST.REVISION TO FOUNDATION PERMIT APP# 200007145147,Industrial,SLR,623,"5,745",,,,,"5,745",,2007.0604,2.00606E+11,7/19/07,6/9/06,65-X,SLR,9-Jun-06,-122.411708,37.778401,1841,,Mixres,0,BP Filed,6,25,"1,996",,,,,"1,996",,,6748,3727,168,22,22,SLR,65-X
2042012,1710 08th Av,Inner Sunset,BP Filed,6/19/06,1,REAR YARD ENCROACHMENT AND REDUCED PARKING.,CREATE NEW 2ND DWELLING UNIT. REMODEL EXISTING UNIT AT 2ND & 3RD FLOOR. CREATE NEW ROOF DECK. BUILD NEW STAIR AT REAR OF HOUSE. BUILD NEW DECKS AT REAR OF HOUSE.,Residential,RH-2,513,0,0,0,0,0,0,0,2006.0754,2.00606E+11,6/15/06,6/19/06,40-X,RH-2,15-Jun-06,-122.464535,37.756288,1212,,Resident,-1,BP Filed,6,1,0,0,0,0,0,0,0,,2500,2042,12,,,RH-2,40-X
5395065,47 Ledyard St,Other S Bayshore,BP Filed,6/20/06,1,,ERECT 3 STORIES 1 DWELLING UNIT,Residential,RH-1,89,0,0,0,0,0,0,0,,2.00606E+11,,6/20/06,40-X,RH-1,20-Jun-06,-122.401974,37.733382,2431,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,5000,5395,65,,,RH-1,40-X
6048005,2742 San Bruno Av,"South Central, Other",BP Filed,6/27/06,1,Convert Residential to Commercial unit in an NC-2 district.  Mandatory DR,CHANGE RESIDENTIAL TO COMMERCIAL ON GROUNDFLOOR BY REPLACING WINDOW WITH SLIDING ENTRANCE DOOR IN THE FRORNT BUILDING; ADDING AN ACCESS RESTROOM AND REMOVING 21 FT SUB-FLOORING,Mixed Use,NC-2,57,"1,340",0,0,0,0,"1,340",0,2006.0894,2.00606E+11,7/27/06,6/27/06,40-X,NC-2,27-Jun-06,-122.403553,37.727066,2667,,Mixres,0,BP Filed,6,-1,"1,340",0,0,0,0,"1,340",0,,3081,6048,5,,,NC-2,40-X
3752019,870 Harrison St,WSoMa,BP Filed,7/14/06,22,"Demolition of existing one-story 6,120 sq. ft. building and construction of 22 dwelling units, 1,282 sq. ft. of retail and seven parking spaces. The new structure would be 22,515 sq. ft., five-stories, and approximately 50 feet in height. ",TO ERECT A NEW 4 STORY 22 DWELLING UNITS W/ COMMERCIAL BLDNG.,Industrial,RSD,664,"1,282",0,0,0,0,"1,282",0,2006.043,2.00607E+11,5/6/08,7/14/06,40-X/85-B,RSD,14-Jul-06,-122.401244,37.779728,1936,53,Mixres,-1,BP Filed,2,22,"-6,120",0,0,0,"-6,120",0,0,53,5844,3752,19,7,7,RSD,40-X/85-B
1843019,614 Kirkham St,Inner Sunset,BP Filed,7/21/06,2,"The proposal is to construct a three-story rear addition and convert the building to a two-family dwelling in Zoning District RH-2. The addition would measure 27-feet in depth, 31-feet in height, and 25-feet in width. The addition includes new stairs at t",2 FAMILY RESIDENCES HORIZONTAL ADDITION & REMODELING.,Residential,RH-2,203,0,0,0,0,0,0,0,2007.0692,2.00607E+11,7/4/07,7/21/06,40-X,RH-2,21-Jul-06,-122.467382,37.760373,1167,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,2500,1843,19,,,RH-2,40-X
7535102,1710 Diamond St,Central,BP Filed,2/6/07,4,"Demolish existing single-family home, subdivide existing parcel resulting in four new lots, and construct four new single-family homes.",ERECT ONE 3-STORY SINGLE FAMILY DWELLING,Residential,RM-1,462,0,0,0,0,0,0,0,2006.0974,2.00702E+11,8/17/06,2/6/07,40-X,RM-1,17-Aug-06,-122.435778,37.743704,2518,,Resident,-1,BP Filed,6,3,0,0,0,0,0,0,0,,8464,7535,102,,,RM-1,40-X
2987A036,1325 Portola Dr,Inner Sunset,BP Filed,9/6/06,1,The proposal is to construct a new single-family dwelling on a vacant lot in zoning district RH-1(D).,TO ERECT A NEW 2 STORY SINGLE FAMILY DWELLING UNIT,Residential,RH-1(D),103,0,0,0,0,0,0,0,2006.1337,2.00609E+11,10/23/06,9/6/06,40-X,RH-1(D),6-Sep-06,-122.46431,37.739799,1408,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,3700,2987A,36,,,RH-1(D),40-X
3735063,222 02nd St,TB Combo,BP Filed,11/30/07,0,"The proposed project would demolish the existing surface parking lot and construct a 33-story, 432-foot office building. The project would include 6,300 sq. ft. of groundfloor retail, 617,000 sq. ft. of office space, and 75 parking spaces. The gross sq. f","Construction of 25 stories office building with public assembly, food/beverage handling,retail sales",Commercial,C-3-O(SD),690,"400,000","393,700",0,0,0,"6,300",0,2006.1106,2.00711E+11,9/13/06,11/30/07,150-S/350-S,C-3-O(SD),13-Sep-06,-122.398069,37.78645,1893,87,MIPS,0,BP Filed,3,0,"400,000",0,0,"393,700",0,"6,300",0,87,24008,3735,63,80,10,C-3-O(SD),150-S/350-S
1537027,470 08th Av,Richmond,BP Filed,9/18/06,3,"Addition and alteration to existing three unit building built in 1907.  Addition to front, rear and vertically.","REAR, FRONT & VERTICAL ADDITION TO EXISTING BUILDING INCLUDING ALTERATIONS TO EXISTING BUILDING PORTIONS TO REMAIN. ELECTGRICAL & PLUMBING BY SEPERATE PERMIT.",Residential,RM-1,285,0,0,0,0,0,0,0,2007.0316,2.00609E+11,4/2/07,9/18/06,40-X,RM-1,18-Sep-06,-122.466156,37.779622,943,,Resident,-1,BP Filed,6,2,0,0,0,0,0,0,0,,3022,1537,27,,,RM-1,40-X
5577009,195 Brewster St,Bernal Heights,BP Filed,9/25/06,1,,"TO ERECT 4 STORIES, SINGLE FAMILY RESIDENCE.",Residential,RH-1,465,0,0,0,0,0,0,0,,2.00609E+11,,9/25/06,40-X,RH-1,25-Sep-06,-122.407738,37.743127,2493,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,1677,5577,9,,,RH-1,40-X
5577013,29 Joy St,Bernal Heights,BP Filed,9/25/06,1,,"TO ERECT 4 STORIES, SINGLE FAMILY RESIDENCE.",Residential,RH-1,465,0,0,0,0,0,0,0,,2.00609E+11,,9/25/06,40-X,RH-1,25-Sep-06,-122.406711,37.743604,2497,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,2087,5577,13,,,RH-1,40-X
5577010,193 Brewster St,Bernal Heights,BP Filed,9/25/06,1,,"TO ERECT 4 STORIES, SINGLE FAMILY RESIDENCE.",Residential,RH-1,465,0,0,0,0,0,0,0,,2.00609E+11,,9/25/06,40-X,RH-1,25-Sep-06,-122.407688,37.743156,2494,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,1675,5577,10,,,RH-1,40-X
8721012,455 Mission Bay S Blvd,Mission Bay,BP Filed,6/26/08,0,"Section 321 allocation for 202,893 gsf of office development in a new 6-story, 216,491 gsf building with 12,169 sf of ground floor retail and 369 off-street parking spacesto be located in a future garage on adjacent parcels (MB Block 27, Parcels 2 and 3).",ERECT A 6 STORIES OFFICE/LAB/RETAIL BUILDING.,Commercial,MB-RA,649,"333,945","317,248",,,,"16,697",,2006.1536,2.00806E+11,10/5/06,6/26/08,MB-RA,MB-RA,5-Oct-06,-122.386939,37.76898,3147,,MIPS,-1,BP Filed,13,0,"333,945",,,"317,248",,"16,697",,,251220,8721,12,,,MB-RA,MB-RA
3729039,721 Clementina St,WSoMa,BP Filed,12/24/09,1,,REMODEL FIRST TWO FLOORS & ADD 2 ADDITIONAL STORIES OF RESIDENTIAL. CONVERT (E) 2ND FLOOR TO RESIDEN,Industrial,SLR,596,0,,,,,,,2006.1251,2.00912E+11,10/12/06,12/24/09,50-X,SLR,12-Oct-06,-122.41092,37.774969,3283,53,Resident,-1,BP Filed,6,1,0,,,,,,,53,1903,3729,39,1,1,SLR,50-X
1607017A,766 38th Av,Richmond,BP Filed,10/13/06,1,,"VERTICAL AND HORIZONTAL ADDITION (ADD 3RD FLOOR AND REAR ADDITION, FROM SINGLE FAMILY DWELLING TO 2 UNIT. THIS ADDRESS ZONE FOR 2 UNITS",Residential,RH-2,257,0,0,0,0,0,0,0,,2.0061E+11,,10/13/06,40-X,RH-2,13-Oct-06,-122.498116,37.774494,994,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,2907,1607,017A,,,RH-2,40-X
25017,721 Beach St,Northeast,BP Filed,11/29/10,1,"Demolition of an existing 558-sq. ft. one-story warehouse and construction of a new four-unit residential building over 5,589 sq. ft. of groundfloor retail. The new building would be four stories, approximately 40 feet in height, totaling approximately 12","TO ERECT 3 STORIES, 1 UNIT RESIDENTIAL / COMMERCIAL BUILDING.",Commercial,C-2,850,"5,589",0,0,0,0,"5,589",0,2006.0441,2.01011E+11,11/7/06,11/29/10,40-X,C-2,7-Nov-06,-122.420554,37.806808,60,23,Mixres,0,BP Filed,4,1,"5,589",0,0,0,0,"5,589",0,23,3644,25,17,,,C-2,40-X
1934023,1698 10th Av,Inner Sunset,BP Filed,12/1/06,2,The proposal is to construct a horizontal addition to northern side of the subject dwelling in order to incorporate a second dwelling unit and a second parking space in Zoning District RH-2. The addition is two stories and approximately 420 square feet on,HORIZONTAL ADDITION TO CONVERSE A SINGLE FAMILY DWELLING TO 2 UNIT RESIDENCE APPROX 397 SF ON 1/F AND 418 SF ON 2/F),Residential,RH-2,530,0,0,0,0,0,0,0,2007.053,2.00612E+11,6/4/07,12/1/06,40-X,RH-2,1-Dec-06,-122.466704,37.756739,1199,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,2747,1934,23,,,RH-2,40-X
2396036,2416 30th Av,Outer Sunset,BP Filed,12/6/06,2,,"ADD 2 FLOORS ON TOP OF(E)BLDG. & ALSO HORIZONTAL ADDITION TOWARDS REAR YARD. COMPLETED BUILDING TO HAVE: 1/F- 520 SQ.FT. OF OFFICE SPACE & 2 CAR GARAGE.2/F RESIDENT-UNIT#1 WITH LIVING ROOM, DINING ROOM, KITCHEN, SUTDY ROOM, 2 BEDROOM, 2 BATHS.3/F UNIT#2-L",Mixed Use,NC-2,435,0,0,0,0,0,0,0,,2.00612E+11,,12/6/06,50-X,NC-2,6-Dec-06,-122.487281,37.742095,1040,,Resident,0,BP Filed,6,2,0,0,0,0,0,0,0,,1988,2396,36,,,NC-2,50-X
1688001A,4411 Cabrillo St,Richmond,BP Filed,12/13/06,3,,ERECT 4 STORIES 3 DWELLING UNITS BLDG.  PLUS COMMERCIAL,Mixed Use,NC-1,689,0,0,0,0,0,0,0,,2.00612E+11,,12/13/06,40-X,NC-1,13-Dec-06,-122.505954,37.773297,1074,,Resident,0,BP Filed,6,3,0,0,0,0,0,0,0,,2500,1688,001A,,,NC-1,40-X
4098027,749 Wisconsin St,Showpl/Potrero,BP Filed,12/15/06,2,The proposal is to demolish a single-family house and constructing a two-unit structure.,ERECT 4 STORIES OF 2 DWELLING UNITS.,Residential,RH-2,607,0,0,0,0,0,0,0,2006.1506,2.00612E+11,12/14/06,12/15/06,40-X,RH-2,14-Dec-06,-122.398869,37.758092,2148,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,2600,4098,27,,,RH-2,40-X
1098009,1401 Divisadero St,Western Addition,BP Filed,12/21/06,0,"Conditional Use authorization request to allow demolition of existing mixed-use building and construction of a new 75,000 square foot medical office building.",TO DEMOLISH 21 DWELLING UNIT WITH COMMERCIAL SPACE,Mixed Use,NC-2,670,"74,000","74,000",0,0,0,0,0,2007.0094,2.00612E+11,1/24/07,12/21/06,105-E,NC-2,21-Dec-06,-122.439402,37.782505,721,,MIPS,-1,BP Filed,6,-21,"57,000",0,0,"57,000",0,0,0,,23389,1098,9,,,NC-2,105-E
3776092,246 Ritch St,East SoMa,BP Filed,1/5/07,19,"The proposed project would demolish the existing 4,130 sq. ft. storage shed and construct a building consisting of 19 SRO units and five parking spaces. The proposed project would be approx. 16,074 sq. ft. five stories, and 50 feet in height. ",TO ERECT A NEW 5 STORY 19 DWELLING UNIT,Industrial,SLI,641,0,0,0,0,0,0,0,2006.1348,2.00701E+11,8/13/09,1/5/07,55-X,SLI,5-Jan-07,-122.39578,37.780208,1992,,Resident,-1,BP Filed,6,19,"-4,130",0,0,0,"-4,130",0,0,,4330,3776,92,4,4,SLI,55-X
6621030,497 Valley St,Central,BP Filed,1/10/07,1,The proposal is to construct a new three-story over partially underground basement single-family dwelling on the front vacant portion of the lot in Zoning District RH-2. the pedestrian entry is on Castro Street while both garages front on Valley Street.,TO ERECT A NEW 3 STORY SINGLE FAMILY DWELLING UNIT,Residential,RH-2,461,0,0,0,0,0,0,0,2007.0468,2.00701E+11,5/14/07,1/10/07,40-X,RH-2,10-Jan-07,-122.433112,37.744009,2882,,Resident,-1,BP Filed,6,1,0,0,0,0,0,0,0,,2782,6621,30,,,RH-2,40-X
5336048,1911 Quesada Av,Other S Bayshore,BP Filed,1/17/07,1,,TO ERECT 1 DWELLING UNIT WITH 3 STORY NEW BUILDING,Residential,RH-1,398,0,0,0,0,0,0,0,,2.00701E+11,,1/17/07,40-X,RH-1,17-Jan-07,-122.396076,37.735792,2411,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,2273,5336,48,,,RH-1,40-X
5627042,495 Chapman St,Bernal Heights,BP Filed,1/19/07,1,,TO ERECT 3 STORY SINGLE FAMILY DWELLING,Residential,RH-1,432,0,0,0,0,0,0,0,,2.00701E+11,,1/19/07,40-X,RH-1,19-Jan-07,-122.413081,37.741756,2535,,Resident,0,BP Filed,11,1,0,0,0,0,0,0,0,,1730,5627,42,,,RH-1,40-X
1084001B,1 Stanyan Street,Richmond,BP Filed,12/14/07,13,"The proposed project would demolish the existing gas station and construct a new 13-unit residential building with 1,700 sq. ft. of ground floor retail and 14 parking spaces. The building would be approx. 24,256 sq ft, four-stories, and 40 feet in height.","ERECT A NEW 4 STORIES, 13 UNITS MIXED USE BUILDING",Mixed Use,NC-3,288,"1,700",,,,,"1,700",,2007.0113,2.00712E+11,1/30/07,12/14/07,40-X,NC-3,30-Jan-07,-122.456337,37.781257,714,,Mixres,-1,BP Filed,2,13,"-1,807",,,,,"-1,807",,,7603,1084,001B,14,14,NC-3,40-X
