Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,Units,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,TAZ,Total GSF (Commercial),Office,"Cult, Inst, Educ",Medical,"Prod, Dist, Rep","Ret, Ent",Visitor,Planning ID,DBI Permit,Planning Filed,DBI Filed,HEIGHTLIMIT,ZONING,FirstFiled,Longitude,Latitude,ObjectID,TempSelect,LANDUSE,EntitlementStatus,sort,ACTION_SEQ,Net Added Units,Net Added SF
6986040,715 HOLLOWAY AV,"Ingleside, Other",BP Filed,3/6/07,2,Proposal includes: extension of the existing first and second floors toward the rear of the lot; construction of a third floor vertical addition; change the existing single-family dwelling to a two-family dwelling and remove & replace the front entry stai,HORIZONTAL AND VERTICAL EXTENSION TO CONVERT AN EXISTING SINGLE FAMILY DWELLING INTO 2 UNITS. SPRINK,Residential,RH-2,41,0,,,,,,,2008.0942,2.00703E+11,,3/6/07,40-X,RH-2,6-Mar-07,-122.460467,37.721683,2986,,Resident,0,BP Filed,6,1,0
3609082,3547 20TH ST,Mission,BP Filed,3/7/07,2,Project proposes to add a new dwelling unit for a total of two within the existing building without the addition of parking and thus requiring a CU pursuant to Section 161(j).  The project requires a variance for open space.,LEGALIZE ILLEGAL UNI9T & COMPLY NOV 200683271 AT 3RD FLOOR. CONVERT S.F.R. WITH COMMERCIAL SPACE TO ,Mixed Use,NCT,185,0,,,,,,,2007.0308,2.00703E+11,,3/7/07,55-X,Valencia St NCT,7-Mar-07,-122.42007,37.75843,1651,,Resident,-1,BP Filed,6,1,0
0667018A,1529 PINE ST,Northeast,BP Filed,3/19/07,113,"Demolish three existing buildings and construct two buildings, a 14-story building and a six-story building containing a total of 113 dwelling units, 113 parking spaces, and 10,000 sq. ft. of ground floor commercial. The new building would be approximatel",TO DEMOLISH AN OFFICE AND A WAREHOUSE BUILDING,Mixed Use,RC-4,327,0,,,,0,0,,2006.0383,2.00703E+11,,3/19/07,130-V,RC-4,19-Mar-07,-122.42101,37.789431,464,,Resident,0,BP Filed,6,113,"-8,176"
7036012,345 LOUISBURG ST,"Ingleside, Other",BP Filed,3/21/07,1,,TO ERECT 3 STORY SINGLE FAMILY DWELLING,Residential,RH-1,43,0,,,,,,,,2.00703E+11,,3/21/07,40-X,RH-1,21-Mar-07,-122.450965,37.718844,2999,,Resident,0,BP Filed,6,1,0
4263007,1366 SAN BRUNO AV,Showpl/Potrero,BP Filed,3/21/07,3,"Mandatory DR for res. demo.  The proposal would demolish an existing two-unit residential building, constructed in 1905, and construct a new three unit residential building.",DEMOLISH A 3 STORY 3 UNIT RESIDENTIAL BUILDING.,Residential,RH-3,148,0,,,,,,,2008.0614,2.00703E+11,5/21/08,3/21/07,40-X,RH-3,21-Mar-07,-122.404446,37.752305,2214,,Resident,0,BP Filed,2,1,0
6578046,3809 CESAR CHAVEZ ST,Central,BP Filed,3/29/07,2,(1) To legalize an existing lot that does not contain a minimum lot area. (2) To remove an existing porch and stairs in the required rear yard and build a new two-car garage with a roof deck above. The garage is to be used by the existing unit and a propo,"CONSTRUCT A 1 STORY GARAGE WITH DECKS ABOVE ATTACHED TO AN EXISTING SINGLE FAMILY HOUSE THAT WILL BE RECONFIGUREED TO INCLUDE 2 LIVING UNITS. AN EXISTING UNCONDITIONED BASEMENT WILL BE RECONFIGURED, DROPPING THE EXISTING SLAB APPROX 2'0 AND INSTALL NEW FO",Residential,RH-2,123,0,,,,,,,2007.0309,2.00703E+11,,3/29/07,40-X,RH-2,29-Mar-07,-122.425196,37.747714,2844,,Resident,-1,BP Filed,6,1,0
5719023,42 LEESE ST,Bernal Heights,BP Filed,3/30/07,3,,ERECT A NEW 4 STORY 3 DWELLING UNITS BUILDING,Mixed Use,NC-2,90,0,,,,,,,,2.00703E+11,,3/30/07,40-X,NC-2,30-Mar-07,-122.423848,37.736739,2564,,Resident,0,BP Filed,6,3,0
1842004,1427 11TH AV,Inner Sunset,BP Filed,4/11/07,2,"Two-story vertical addition to the existing one-story, 1,368 sqft single-family dwelling, and a three-story horizontal side addition to the south side of existing dwelling. The resulting structure will be three stories in height, 2-dwelling units, a total",2 STORY VERTICAL ADDITON,Residential,RH-2,203,0,,,,,,,2008.0612,2.00704E+11,7/17/08,4/11/07,40-X,RH-2,11-Apr-07,-122.468451,37.7615,1165,,Resident,0,BP Filed,6,1,0
6942046,270 GRANADA AV,"Ingleside, Other",BP Filed,4/24/07,2,"To construct a new four-story, two-unit structure. ;To demolish the existing one-story single-family dwelling.",ERECT 3 STORIES 2 DWELLING UNITS BUILDING,Residential,RH-2,53,0,,,,,,,2008.0752,2.00704E+11,6/25/08,4/24/07,40-X,RH-2,24-Apr-07,-122.456986,37.723345,2966,,Resident,-1,BP Filed,6,1,0
5826003,106 BACHE ST,Bernal Heights,BP Filed,4/27/07,2,,"TO ERECT 3 STORIES, 2 FAMILY RESIDENTIAL BUILDING.",Residential,RH-2,87,0,0,0,0,0,0,0,,2.00704E+11,,4/27/07,40-X,RH-2,27-Apr-07,-122.417637,37.733901,2595,,Resident,0,BP Filed,6,2,0
510029,2157 LOMBARD ST,Marina,BP Filed,5/21/07,3,,"TO COMPLY WITH NOV#200665975 TO ESTABLISH LEGALITY OF UNITS # OF (3) TOTAL, TO ESTABLISH LEGALITY OF",Mixed Use,NC-3,815,0,,,,,,,,2.00705E+11,,5/21/07,40-X,NC-3,21-May-07,-122.436934,37.7996,336,,Resident,0,BP Filed,6,1,0
6250036,101 LELAND AV,VisVal,BP Filed,5/22/07,4,Demolish an existing 1-story 992 sqft cottage and construct a 4-story mixed use building with underground parking for 8 cars.,"DEMOLISH 1 STORY OF 1 DEWELLING UNIT. (200705221924)
TO ERECT 4 STORIES, 4 UNITS OF COMMERCIAL / RESIDENTIAL.",Mixed Use,NC-2,15,0,,,,,0,,2007.1472,2.00705E+11,12/27/07,5/22/07,40-X,NC-2,22-May-07,-122.405791,37.711925,2741,,Resident,0,BP Filed,6,3,0
5323015A,1425 MENDELL ST,"BVHP Area A,B",BP FILED,5/3/07,0,Demolish existing commercial building and construct a new 5-story commercial office building with retail on the first floor.,"TO DEMOLISH 2 STORIES OFFICE BUILDING. (200705030363)
TO ERECT 5 STORIES OFFICE BUILDING.",Mixed Use,NC-3,428,"7,031","5,625",,,,"1,406",,2007.0331,,5/24/07,,105-A,NC-3,24-May-07,-122.390384,37.734332,2400,,MIPS,0,BP Filed,3,0,"3,802"
3756025,56 RINGOLD ST,WSoMa,BP Filed,5/31/07,3,"Addition to existing 2-story, 2800 sqft, 20-feet in height single-family dwelling with 2-car garage. The addition would add a 3rd and 4th story resulting in a 3-unit, 5,300 sqft building with a 3-car parking garage.","ADD TWO FLOORS WITH TWO RESIDENTIAL-NEW UNITS ON 3RD AND 4TH FLOORS, REMODEL (E) 2ND FLOOR UNIT, REM",Industrial,SLR,598,0,,,,,,,2008.0082,2.00705E+11,1/17/08,5/31/07,40-X,SLR,31-May-07,-122.41046,37.773976,1958,,Resident,0,BP Filed,6,2,0
1160005,2000 MCALLISTER ST,Western Addition,BP Filed,5/31/07,3,,"DEMOLISH SINGLE FAMILY DWELLING (200705312677)
ERECT A NEW 4 STORY RESIDENTIAL/RETAIL BUILDING",Residential,RH-3,275,"2,342",,,,,"2,342",,2009.0036,2.00705E+11,,5/31/07,40-X,RH-3,31-May-07,-122.445171,37.777034,623,,Mixres,-1,BP Filed,6,2,"2,342"
6525034,3241 25TH ST,Mission,BP Filed,6/5/07,3,Section 134-Rear Yard Variance,TO ERECT A NEW 4 STORYS 3 DWELLINGS,Residential,RH-3,133,0,,,,,,,2007.0659,2.00706E+11,,6/5/07,40-X,RH-3,5-Jun-07,-122.414798,37.750725,2811,,Resident,0,BP Filed,6,3,0
7551033,2395 DIAMOND ST,Central,BP Filed,6/15/07,1,"SUBDIVISION OF ONE LOT INTO TOW LOTS, VERTICAL ADDITION ON EXISTING 1,025 SF SINGLE-FAMILY RESIDENCE TO TOTAL 2,020 SF, AND NEW CONSTRUCTION OF SINGLE-FAMILY RESIDENCE ON NEW SUBDIVIDED LOT.",ADDITION TO (E) BUILDING PER PLAN.,Residential,RH-1,456,0,,,,,,,2007.1162,2.00706E+11,,6/15/07,40-X,RH-1,15-Jun-07,-122.436138,37.738422,3116,,Resident,0,BP Filed,6,1,0
528008,1662-1664 Union St.,Marina,BP Filed,6/25/07,7,Demo of existing; construction of new 7 unit four-story building.," ERECT: 1 4 STORY, 7 UNIT TYPE 5 RESIDENTIAL STRUCTURE.",Mixed Use,NCD,366,0,,,,,,,2007.0598,2.00706E+11,6/19/07,6/25/07,40-X,UNION,19-Jun-07,-122.426636,37.798352,356,,Resident,-1,BP Filed,6,4,0
6529012B,3424 26TH ST,Mission,BP Filed,6/20/07,3,,"ERECT: ONE 3 DWELLING, 5 STORY RESIDENTIAL STRUCTURE.",Residential,RTO-M,129,0,,,,,,,,2.00706E+11,,6/20/07,55-X,RTO-Mission,20-Jun-07,-122.419314,37.749033,2815,,Resident,0,BP Filed,6,3,0
550004,2237 POLK ST,Northeast,BP Filed,7/2/07,2,,ADD 1 STORY TO MAKE 1 ADDITIONAL RESIDENTIAL UNIT. ADD STRUCUTRAL BRACING ON GROUND FLOOR RESTAURANT,Mixed Use,NCD,367,0,,,,,,,,2.00707E+11,,7/2/07,65-A,POLK,2-Jul-07,-122.422126,37.797416,376,,Resident,0,BP Filed,6,1,0
2901C001,701 PORTOLA DR,Inner Sunset,BP Filed,12/10/08,0,Demolish the existing service station & replace it with a Walgreens convenience store of 7000 sq. ft.,TO ERECT 1 STORY/MEZZANINE RETAIL/PHARMACY,Mixed Use,NC-1,117,"7,200",,,,,"7,200",,2007.067,2.00812E+11,7/3/07,12/10/08,26-X,NC-1,3-Jul-07,-122.45326,37.744306,1389,,Retail/Ent,-1,BP Filed,2,0,"5,575"
1583006,623 40TH AV,Richmond,BP Filed,7/6/07,2,,VERTICAL AND HORIZONTAL ADDITION TO EXISTING 2 LEVEL BUILDING AND ADD 1 UNIT.,Residential,RH-2,271,0,,,,,,,,2.00707E+11,,7/6/07,40-X,RH-2,6-Jul-07,-122.500766,37.77688,980,,Resident,0,BP Filed,6,1,0
491019,3340 STEINER ST,Marina,BP Filed,8/9/07,1,"The project would demolish an existing two-story commercial building and construct a new single family dwelling over commercial use at 33' high at 8,019 square feet with no off-street parking.",DEMOLISH COMMERCIAL BUILDING,Mixed Use,NC-2,815,"3,922",,,,,"3,922",,2007.0978,2.00708E+11,9/21/07,8/9/07,40-X,NC-2,9-Aug-07,-122.437598,37.800071,314,,Mixres,0,BP Filed,6,1,"2,492"
5883002,1395 SILVER AV,"South Central, Other",BP Filed,8/9/07,2,Rear yard variance for stairs,VERTICAL & HORIZONTAL ADDITION OF EXISTING BUILDING AT FRONT AS PER PLAN.,Residential,RH-2,92,0,,,,,,,2007.1438,2.00708E+11,,8/9/07,40-X,RH-2,9-Aug-07,-122.409078,37.731474,2614,,Resident,0,BP Filed,6,1,0
3533165,85 BROSNAN ST,Market Octavia,BP Filed,8/10/07,3,"The proposal is to demolish an existing office building and construct a new residential, four-story building containing three dwelling units.",TO ERECT 4 STORY 3 FAMILY DWELLING,Residential,RTO,232,0,0,,,,,,2007.0984,2.00708E+11,,8/10/07,40-X,RTO,10-Aug-07,-122.423968,37.768534,1496,,Resident,-1,BP Filed,6,3,"-1,640"
0654001F,2429 CALIFORNIA ST,Japantown,BP Filed,8/23/07,0,,"Site Permit. One story vertical addition over existing stucture, and one story horizontal addition to the rear for 2 retail spaces on the 1st floor, and 2 new office spaces on (n) 2nd floor.",Mixed Use,NCD,321,"5,566","2,014",,,,"3,552",,,2.00708E+11,,8/23/07,40-X,FILLMORE,23-Aug-07,-122.434348,37.788711,434,,Mixed,0,BP Filed,7,0,"3,553"
6311008,280 HAHN ST,"South Central, Other",BP Filed,8/29/07,1,,TO ERECT 2 STORY SINGLE FAMILY DWELLING,Residential,RH-1,7,0,,,,,,,,2.00708E+11,,8/29/07,40-X,RH-1,29-Aug-07,-122.416742,37.710673,2758,,Resident,0,BP Filed,6,1,0
2018003,2400 NORIEGA ST,Outer Sunset,BP Filed,12/30/09,0,Demolish and replace existing church,New Construction of a three-story Church ( Lutheran Church of the Holy Spirit). Demo under separate ,Mixed Use,NC-2,510,"16,866",,"16,866",,,,,2007.1019,2.00912E+11,9/6/07,12/30/09,40-X,NC-2,6-Sep-07,-122.489449,37.753739,1205,,CIE,-1,BP Filed,5,0,"12,366"
119025,1812 TAYLOR ST,Northeast,BP Filed,9/19/07,3,,"site plan for alterations on ground level, providing 3 parking spaces in garage, adding a third resi",Residential,RM-2,371,0,,,,,,,,2.00709E+11,,9/19/07,40-X,RM-2,19-Sep-07,-122.413802,37.799113,129,,Resident,0,BP Filed,6,1,0
6631033,461 29TH ST,Central,BP Filed,9/24/07,2,Demolition of SFH and construction of duplex.,"Demolition of two-story, single-family dwelling.",Residential,RH-2,113,0,,,,,,,2008.0023,2.00709E+11,1/8/08,9/24/07,40-X,RH-2,24-Sep-07,-122.430161,37.743354,2885,,Resident,-1,BP Filed,6,1,0
1364008,143 04TH AV,Richmond,BP Filed,9/26/07,2,,ONE UNIT ADDITION TO EXISTING SINGLE FAMILY RESIDENCE. ADDITION OF 4TH FLOOR AND INTERIOR REMODEL.,Residential,RH-2,324,0,,,,,,,,2.00709E+11,,9/26/07,40-X,RH-2,26-Sep-07,-122.46267,37.786092,821,,Resident,0,BP Filed,6,1,0
4352007,1301 CESAR CHAVEZ ST,"BVHP Area A,B",BP Filed,10/15/07,0,,"Erect a two stories builing for maintenance and operations facility with admininstrative offices for SFMuni. A-3 for lunch rm; B for Admin. off, locker rms, training conference, T.V. rm; H-4 for welding shop and elec. shop; S-2 for part storage, equip. rm",Industrial,PDR-2,491,"88,564","88,564",,,0,,,,2.0071E+11,,10/15/07,40-X,PDR-2,15-Oct-07,-122.390032,37.74998,2239,,MIPS,0,BP Filed,9,0,"81,979"
1028028,2829 CALIFORNIA ST,Western Addition,BP Filed,10/31/07,12,"The proposed project would demolish the existing two-story building on the site and construct a four-story consisting of 12 residential units, 4,924 sq. ft. of retail, 2,281 sq. ft. of office, and 18 parking spaces. The building would be approximately 40 ",New 4 story building 12 DWELLING UNITS to be constructed above Basement Garage.,Mixed Use,NC-2,714,"7,205","2,281",,,,"4,924",,2007.0543,2.0071E+11,,10/31/07,40-X,NC-2,31-Oct-07,-122.44096,37.787871,682,,Mixres,-1,BP Filed,6,12,112
1570003C,641 27TH AV,Richmond,BP Filed,11/5/07,2,"To construct a 4-story, 2-unit building on a vacant lot in an RH-2 district.",CONSTUCT NEW 4-STORY TYPE 5 SINGLE FAMILY 2-UNIT BLDG.,Residential,RH-2,274,0,0,0,0,0,0,0,2009.0019,2.00711E+11,,11/5/07,40-X,RH-2,5-Nov-07,-122.48685,37.777259,974,,Resident,0,BP Filed,7,2,0
1456005,435 24TH AV,Richmond,BP Filed,11/6/07,3,"Demlosh existing 2-story, 1,400 sqft single-family residence and construct new 4-story, 6,000 sqft 3-unit residential building at 40-feet in height with 3 off-street parking spaces.","ERECT 4-STORY, 3 DWELLING UNITS BUILDING.",Residential,RM-1,661,0,,,,,,,2008.0017,2.00711E+11,1/7/08,11/6/07,40-X,RM-1,6-Nov-07,-122.48392,37.781356,880,,Resident,-1,BP Filed,6,2,0
5943008,268 MADISON ST,"South Central, Other",BP Filed,11/7/07,2,"The proposal is to demolish a single-family residence, constructed in 1906, split the lot into two lots @3,000 square feet each, and construct a single-family dwelling on each newly created lot.   This DR is for the new construction of the southern buildi",CONSTRUCT 3 STORY SINGLE FAMILY DWELLING,Residential,RH-1,61,"30,000",,,,,"30,000",,2008.1382,2.00711E+11,12/18/08,11/7/07,40-X,RH-1,7-Nov-07,-122.422661,37.725758,2631,,Mixres,-1,BP Filed,6,1,"25,000"
596024,1946 POLK ST,Northeast,BP Filed,11/14/07,43,"The proposed project would demolish the three existing ""L""-shaped buildings and a 15-space surface parking lot and construct a new 43 unit residential building with 2,900 sq. ft. of groundfloor retail, and 45 parking spaces (29 car lifts). The proposed bu",CONSTRUCTION OF TYPE III SIX-STORY THIRTY-EIGHT DEWLLING UNITS/RETAIL SPACE.,Mixed Use,NCD,345,"2,900",,,,,"2,900",,2006.0826,2.00711E+11,,11/14/07,65-A,POLK,14-Nov-07,-122.421312,37.794586,408,,Mixres,-1,BP Filed,5,43,"-9,245"
1642036,658 03RD AV,Richmond,BP Filed,11/19/07,2,,Vertical extension to convert a 2 story + attic single family residential building by adding one sto,Residential,RH-2,637,0,,,,,,,,2.00711E+11,,11/19/07,40-X,RH-2,19-Nov-07,-122.460569,37.77631,1026,,Resident,0,BP Filed,6,1,0
1152017,1870 GOLDEN GATE AV,Western Addition,BP Filed,11/30/07,3,,"TO ERECT 4 STORIES, 3 UNITS APARTMENTS & GARAGE.",Residential,RM-1,278,0,,,,,,,,2.00711E+11,,11/30/07,40-X,RM-1,30-Nov-07,-122.44135,37.778509,735,,Resident,0,BP Filed,6,3,0
3553054,1501 15TH ST,Mission,BP Filed,12/28/07,0,Demolition of vacant gas station structures and construction of a car wash and detailing shop with accessory retail.,"Erect a new type 5-NR building for ""carwash"". Two story to include cashier & retail sales at ground ",Mixed Use,UMU,230,"3,300",,,,,"3,300",,2007.1359,2.00712E+11,12/6/07,12/28/07,58-X,UMU,6-Dec-07,-122.417728,37.766736,1536,,Retail/Ent,-1,BP Filed,4,0,"3,300"
691008,1285 SUTTER ST,Downtown,BP Filed,12/6/07,107,"Demolition of an existing movie theater and construction of 13-story mixed-use building with 120 dwelling units, appx. 180 off-street parking spaces, and appx. 16,500 gsf of ground floor commercial use.","TO ERECT 13 STORIES, 107 CONDOS AND GROUND FLOOR COMMERICIAL WITH 4 BASEMENTS.",Mixed Use,RC-4,319,"16,500",,,,,"16,500",,2005.0298,2.00712E+11,,12/6/07,130-V,RC-4,6-Dec-07,-122.42135,37.787456,485,,Mixres,-1,BP Filed,5,107,"-8,308"
6531022,353 SAN JOSE AV,Mission,BP Filed,12/12/07,4,,CONSTRUCTION OF FOUR-STORY FOUR DWELLING UNITS.,Residential,RM-2,128,0,,,,,,,,2.00712E+11,,12/12/07,40-X,RM-2,12-Dec-07,-122.42118,37.749705,2512,,Resident,0,BP Filed,6,3,0
2716014A,181 YUKON ST,Central,BP Filed,6/20/08,1,Variance request for required rear yard (134) and front setback (132).,CONSTRUCTION OF A NEW TWO-STORY WOOD FRAME ONE HOUR RATED SINGLE FAMILY DEWLLING,Residential,RH-1(S),178,0,,,,,,,2007.1442,2.00806E+11,12/13/07,6/20/08,40-X,RH-1(S),13-Dec-07,-122.442101,37.757175,1323,,Resident,0,BP Filed,2,1,0
1084001B,1 Stanyan Street,Richmond,BP Filed,12/14/07,13,"The proposed project would demolish the existing gas station and construct a new 13-unit residential building with 1,700 sq. ft. of ground floor retail and 14 parking spaces. The building would be approx. 24,256 sq ft, four-stories, and 40 feet in height.","ERECT A NEW 4 STORIES, 13 UNITS MIXED USE BUILDING",Mixed Use,NC-3,288,"1,700",,,,,"1,700",,2007.0113,2.00712E+11,,12/14/07,40-X,NC-3,14-Dec-07,-122.456337,37.781257,714,,Mixres,-1,BP Filed,2,13,"-1,807"
41039,377 BAY ST,Northeast,BP Filed,12/17/07,2,"Variance from parking requirements to allow the addition of two stories with four dwelling units to an existing one-story commercial building, with no parking to be provided. ",Remodel (E) restaurant #1 at ground floor and  convert (E) restaurant #2 space to two car garage. Ad,Commercial,C-2,833,"2,251",,,,,"2,251",,2008.121,2.00712E+11,,12/17/07,40-X,C-2,17-Dec-07,-122.413093,37.805557,75,,Mixres,-1,BP Filed,13,2,-500
3548065,1340 NATOMA ST,Mission,BP Filed,12/17/07,3,Rear horizontal and vertical addition to an existing single-family dwelling structure used as an office for the last 50 years. The proposed use would be wholly residential with 3-4 new dwelling units.,Vertical addition and horizontal expansion of (e) 2-story single family dwelling into a 4-story buil,Mixed Use,UMU,230,0,,,,,,,2007.031,2.00712E+11,,12/17/07,40-X,UMU,17-Dec-07,-122.418659,37.767672,1525,,Resident,-1,BP Filed,6,2,0
6611014,538 VALLEY ST,Central,BP Filed,12/19/07,1,,ERECT A NEW 3 STORY ONE FAMILY DWELLING UNIT WITH BASEMENT,Residential,RH-1,461,0,,,,,,,,2.00712E+11,,12/19/07,40-X,RH-1,19-Dec-07,-122.43408,37.744223,2864,,Resident,0,BP Filed,6,1,0
6549021,168 CLIPPER ST,Central,BP Filed,12/20/07,2,The proposal is to demolish the existing single-family dwelling and construct a two-family dwelling.  Mandatory Discretionary Review under the Planning Commission's policy requiring review of residential demolition and associated new construction.,ERECT A NEW 3 STORY 2 FAMILY DWELLING UNITS.,Residential,RH-2,127,0,,,,,,,2008.0278,2.00712E+11,3/4/08,12/20/07,40-X,RH-2,20-Dec-07,-122.428656,37.749346,2829,,Resident,-1,BP Filed,6,1,0
165022,717 BATTERY ST,Northeast,BP Filed,12/1/08,0,"Two story penthouse addition to three-story office building, for office use, new three-story bldg of 9,000-gsf office over retail; 24,870-sf additions to historic Musto Bldg.","ALTERNATION TO EXISTING BUILD, NEW 2 STORY VERTICAL ADDITION ON THE EXISTING BUILD, 3 STORY HORIZONT",Commercial,C-2,826,"59,700","56,700",,,,"3,000",,2007.146,2.00812E+11,12/20/07,12/1/08,65-A,C-2,20-Dec-07,-122.401084,37.797868,157,,MIPS,0,BP Filed,6,0,"27,870"
6655030,176 RANDALL ST,Central,BP Filed,12/26/07,2,"Demo existing 1,410 sqft, 22-feet in height single-family residence with one parking space and replace with a 4,986 sqft, 35-feet in height 2-unit building with 4 parking spaces.","ERECT A NEW 3 STORIES 2 FAMILY DWELLING, OVER BASEMENT.",Residential,RH-2,104,0,,,,,,,2008.0069,2.00712E+11,1/16/08,12/26/07,40-X,RH-2,26-Dec-07,-122.427176,37.739847,2895,,Resident,0,BP Filed,5,1,0
133012,414 VALLEJO ST,Northeast,BP Filed,12/28/07,3,RELOCATION AND UPGRADE OF EGRESS STAIRS IN REAR YARD.  UPGRADE HOUSE KEEPING UNIT INTO 3RD DWELLING UNIT,"Seismic reinforcement front and rear, partial relocation of (e) interior stairway. Construction of (",Residential,RH-3,372,0,,,,,,,2008.0221,2.00712E+11,2/25/08,12/28/07,40-X,RH-3,28-Dec-07,-122.404869,37.799224,135,,Resident,-1,BP Filed,6,1,0
4093007,838 KANSAS ST,Showpl/Potrero,BP Filed,5/23/08,2,"Existing 11-foot residential building with 1,250 sqft with off-street parking. Proposed 40-foot 4,700 sqft 2-unit resdential building with 2 off-street parking spaces.",ERECT A 4 STORIES 2 FAMILY DWELLING.,Residential,RH-2,606,0,,,,,,,2007.1484,2.00805E+11,12/31/07,5/23/08,40-X,RH-2,31-Dec-07,-122.40316,37.758981,2133,,Resident,-1,BP Filed,2,1,0
3736114,525 HOWARD ST,TB Combo,BP Filed,9/8/08,0,"309/321 - Modification to previous approval (98.902X) of Foundry Square Building 3. Previous approval would allow the construction of 178,000 gsf office and 7,400 gsf of retail, with a height of 144'. Proposed modification would incorporate adjacent parce",DEMOLITION OF 1 STORY BUILDING (NIGHT CLUB).,Commercial,C-3-O(SD),730,"262,018","252,500",,,,"9,518",,2008.0001,2.00809E+11,1/2/08,9/8/08,200-S/350-S,C-3-O(SD),2-Jan-08,-122.396586,37.78793,1904,2,MIPS,-1,BP Filed,5,0,"251,788"
2822022,23 MIDCREST WY,Inner Sunset,BP Filed,1/9/08,1,,CONSTRUCT THREE-STORY SINGLE FAMILY DWELLING.,Residential,RH-1,154,0,,,,,,,,2.00801E+11,,1/9/08,,RH-1,9-Jan-08,-122.449781,37.747356,1376,,Resident,0,BP Filed,6,1,0
2716013,86 STANTON ST,Central,BP Filed,6/20/08,1,"Construction of 3,081 sqft, 25'-11"" in height single-family residence with existing secondary structure. Parking provided on adjacent lot per ZA's letter of determination.",CONSTRUCTION OF A NEW THREE-STORY WOOD FRAME NON-RATED SINGLE FAMILY DWELLING AT FRONT PORTION.,Residential,RH-1(S),178,0,,,,,,,2008.004,2.00806E+11,1/10/08,6/20/08,40-X,RH-1(S),10-Jan-08,-122.4422,37.75695,1322,,Resident,0,BP Filed,2,1,0
491020,3342 STEINER ST,Marina,BP Filed,1/17/08,1,,Interior remodel of (E) second floor. Convert (E) office use to residential (1 unit).,Mixed Use,NC-2,815,0,,,,,,,,2.00801E+11,,1/17/08,40-X,NC-2,17-Jan-08,-122.4376,37.800086,316,,Resident,0,BP Filed,6,1,0
2923078,112 KENSINGTON WY,Inner Sunset,BP Filed,1/23/08,1,,ERECT A NEW 3 STORY SINGLE FAMILY DWELLING.,Residential,RH-1(D),118,0,,,,,,,,2.00801E+11,,1/23/08,40-X,RH-1(D),23-Jan-08,-122.45995,37.741392,1395,,Resident,0,BP Filed,6,1,0
1802010A,1373 47TH AV,Outer Sunset,BP Filed,1/25/08,2,,"Multiple Permits.
 	ERECT A FOUR-STORY TWO UNITS RESIDENTIAL BUILDING.
 	DEMOLITION OF ONE-STORY SINGLE FAMILY DWELLING.",Residential,RH-2,206,0,,,,,,,,2.00801E+11,,1/25/08,40-X,RH-2,25-Jan-08,-122.507227,37.760955,1148,,Resident,0,BP Filed,6,1,0
