Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,Units,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,TAZ,Total GSF (Commercial),Office,"Cult, Inst, Educ",Medical,"Prod, Dist, Rep","Ret, Ent",Visitor,Planning ID,DBI Permit,Planning Filed,DBI Filed,Expr1022,Expr1023,FirstFiled,Longitude,Latitude,ObjectID,LANDUSE,EntitlementStatus,sort,ACTION_SEQ,Net Added Units,Net Added SF,"Net Cult, Inst, Educ",Net Medical,Net Office,"Net Prod, Dist, Rep","Net Ret, Ent",Net Visitor,BLOCK,LOT,PARKING,PARKINGNET,ZONING,HEIGHTLIMIT,SUPDIST,Sponsor Firm,Sponsor Name,CONTACTPHONE,FULLNAME,CONTACTCITY,CONTACTADD
3525046,264 Dore St,WSoMa,BP ISSUED,13-Aug-08,0,,CONSTRUCTION OF 2-STORY TYPE 5-1 HOUR AUTOMOBILE REPAIR SHOP.,Industrial,SLI,599,1496.25,,,,1496.25,,,,2.00712E+11,,6-Dec-07,40-X,SLI,6-Dec-07,-122.409829,37.771209,1482,PDR,-1,BP Approved/Issued/Re-Instated,11,0,1496.25,,,,1496.25,,,3525,46,,,SLI,40-X,6,,,,,,
3530006,1750 Folsom St,Mission,BP APPROVED,11-Jul-07,0,"Demolish an existing 23-foot-tall light industrial building and construct a new, 40-foot-tall, 3-story, 16,000 square foot building for catering and restaurant use. 20 off-street parking spaces would be provided.",ERECT A THREE STORY  COML BLDG-CATERING/RESTAURANT,Industrial,M-1,590,16000,0,0,0,0,16000,0,2000.1328,2.00101E+11,8-Mar-01,4-Jan-01,58-X,PDR-1-G,4-Jan-01,-122.415828,37.769092,1486,Retail/Ent,-1,BP Approved/Issued/Re-Instated,9,0,8000,0,0,0,-8000,16000,0,3530,6,20,20,PDR-1-G,58-X,6,,Rowena Wu,495-8937,Rowena Wu 495-8937,"San Francisco, CA  94107",826 Folsom St.
3530049,160 14th St,Mission,BP ISSUED,22-Apr-08,1,,Change of occupancy at 2nd floor to R-3/ PROVIDE 1 HOUR SEPARATION BETWEEN NEW DWELLING UNIT AND EXI,Industrial,M-1,590,0,,,,,,,,2.0071E+11,,3-Oct-07,58-X,PDR-1-G,3-Oct-07,-122.417115,37.768593,1487,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,3530,49,,,PDR-1-G,58-X,6,,,,,,
3532014,299 Valencia St,Market Octavia,CONSTRUCTION,3-Jun-11,44,"The proposed project would demolish the existing used car lot and accessory office and construct 44 dwelling units, 4,440 sq. ft. of retail, and 44 parking spaces. The new structure would be approximately 54,978 sq. ft. and approximately 50 feet in height",TO ERECT A NEW 40 RES. UNITS OVER COMMERCIAL & PARKING ON GROUNDFLOOR & UNDERGROUND PARKING,Mixed Use,NCT-3,236,4440,0,0,0,0,4440,0,2006.0432,2.00611E+11,31-May-07,9-Nov-06,50-X,NCT-3,9-Nov-06,-122.42211,37.768232,1491,Mixres,-1,Construction,13,44,3940,0,0,0,0,3940,0,3532,14,,,NCT-3,50-X,6,"299 Valencia Street, LLC",Sean Sullivan,415.621.2155,Sean Sullivan 415.621.2155,San Francisco CA 94102,459 Fulton Street
3533165,85 Brosnan St,Market Octavia,BP Filed,10-Aug-07,3,"The proposal is to demolish an existing office building and construct a new residential, four-story building containing three dwelling units.",TO ERECT 4 STORY 3 FAMILY DWELLING,Residential,RTO,232,0,0,,,,,,2007.0984,2.00708E+11,20-Aug-07,10-Aug-07,40-X,RTO,10-Aug-07,-122.423968,37.768534,1496,Resident,-1,BP Filed,6,3,-1640,,,-1640,,,,3533,24,,,RTO,40-X,6,Town Consulting,Tony  Kim,246-8855,Tony  Kim 246-8855,"San Francisco, CA 94118","100 Clement Street, 3rd Floor"
3534005,126 Guerrero St,Market Octavia,CONSTRUCTION,23-Sep-10,3,Vertical extension to the existing rear yard structure that would add a third dwelling unit to the property.  Convert all dwellings to condos.,TO EXPAND EXISTING REAR YARD ONE STORY DETACHED STRUCTURE. TO ADD ONE RESIDENTIAL UNIT VERTICALLY AB,Residential,RTO,232,0,,,,,,,2007.1422,2.00712E+11,11-Dec-07,11-Dec-07,40-X,RTO,11-Dec-07,-122.424613,37.769031,1497,Resident,-1,Construction,13,1,0,,,,,,,3534,5,,,RTO,40-X,8,,Albert Costa,415.986.0101,Albert Costa 415.986.0101,"San Francisco, CA 94111","1620 Montgomery Street, Suite 320"
3534069,25 Dolores St,Market Octavia,PL Approved,7-Apr-11,47,"The proposed project would include the demolition of a vacant auto garage and construct a 46-unit residential building with 29-parking spaces. The building would be four-stories, approximately 40 feet in height and 62,030 sq. ft. ",,Residential,RTO,232,0,0,0,0,0,0,0,2006.0848,,22-Jul-09,,40-X,RTO,22-Jul-09,-122.426525,37.768713,1499,Resident,-1,PL Approved,5,47,-19037,0,0,0,-19037,0,0,3534,69,29,29,RTO,40-X,8,35 Dolores LLC,William  Lightner Jr. ,415-267-2900,William  Lightner Jr.  415-267-2900,San Francisco CA 94105,"612 Howard Street, # 390"
3535001,2001 Market St,Market Octavia,BP Filed,20-Dec-10,82,"The project replaces the S&C Ford Showroon and adjacent parcel residential buildings with 185,418-gsf mixed use development: 29,715-gsf retail grocery with six to two floors of residential condominiums over, and two subsurface parking levels, totalling 75","TO ERECT 8 STORIES, 82 UNITS RESIDENTIAL, RETAIL AND GARAGE BUILDING.",Mixed Use,NCT-3,231,29715,,,,,29715,,2008.055,2.01012E+11,18-Dec-08,20-Dec-10,40-X/85-X,NCT-3,18-Dec-08,-122.426906,37.769006,1501,Mixres,0,BP Filed,5,82,-14517,0,0,-332,-1900,-12285,0,3535,1,123,21,NCT-3,40-X/85-X,8,Prado Group,Lisa Congdon,395.0880x303,Lisa Congdon 395.0880x303,"San Francisco, CA 94108","150 Post Street, #320"
3537078,45 Belcher St,Market Octavia,BP REINSTATED,27-Feb-08,1,,4TH FLOOR ADDITION TO (E) 3 STORY BUILDING.,Residential,RTO,567,0,0,0,0,0,0,0,,2.00605E+11,,30-May-06,40-X,RTO,30-May-06,-122.429986,37.768604,1504,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0,0,0,0,0,0,0,3537,78,,,RTO,40-X,8,,,,,,
3537087,435 Duboce Av,Market Octavia,PL Filed,10-Mar-11,5,Addition of 6th dwelling unit without sufficient exposure,ADDING 3 RESIDENTIAL DWELLING UNITS TO THE BUILDING. MAINTAINING THE CURRENT COMMERCIAL PERMITTED US,Residential,RTO,567,0,,,,,,,2011.0237,2.00803E+11,10-Mar-11,20-Mar-08,40-X,RTO,20-Mar-08,-122.430024,37.769304,1505,Resident,0,Planning Filed,13,3,0,,,,,,,3537,87,,,RTO,40-X,8,McElroy Architecture,Tom McElroy,415-829-3945,Tom McElroy 415-829-3945,"San Francisco, CA 94114",854A 14th Street
3543011,2175 Market St,Market Octavia,PL Filed,31-Aug-06,60,"Demolish the existing gas station and construct a six-story mixed-use building containing 60 residenital units 28 off-street parking spaces, and one 7,300 square-foot retail space at the ground floor.  The project would contain 97,900 square-feet of area ",,Mixed Use,NCT,561,7300,0,0,0,0,7300,0,2006.106,,17-Oct-06,,40-X/60/65-X,UPR MARKET NCT,17-Oct-06,-122.430245,37.766292,1512,Mixres,0,Planning Filed,2,60,5813,0,0,0,0,5813,0,3543,11,28,28,UPR MARKET NCT,40-X/60/65-X,8,Reuben & Junius LLP,Tuija I. Catalano,415 567-9000,Tuija I. Catalano 415 567-9000,"San Francisco, CA  94104","1 Bush Street, Suite 600"
3547002A,1880 Mission St,Mission,BP APPROVED,20-Aug-09,194,Demolish light industrial bldg and construct 194-unit PUD with commercial and 225 parking spaces.,,Mixed Use,C-M,236,0,0,0,0,0,0,0,2003.0758,2.0071E+11,10-Jul-03,,65-X,Mission St NCT,10-Jul-03,-122.420027,37.767068,1518,Resident,-1,BP Approved/Issued/Re-Instated,9,194,-63512,0,0,0,-63512,0,0,3547,002A,225,225,Mission St NCT,65-X,6,,Augustin Maxemin,227-4780,Augustin Maxemin 227-4780,"sf, ca 94103",109 Stillman Street
3548032,1875 Mission St,Mission,BP Filed,23-Dec-10,23,"The proposed project is renovation and interior remodeling of an existing commercial building to residential units and commercial space. The project is proposing 38 residential units, 23 off-street parking spaces, and 2,800 square-feet of commercial space",ADAPTIVE RE-USE OF (E) 4 STORY CONCRETE FRAMED BUILDING. CHANGE OF USE FROM STORAGE TO MIXED US (PRI,Mixed Use,C-M,230,2800,,,,,2800,,2010.0787,2.01012E+11,21-Oct-10,23-Dec-10,40-X/65-X,Mission St NCT,21-Oct-10,-122.419694,37.767166,1522,Mixres,0,BP Filed,6,23,-34895,,,,,-34895,,3548,32,,,Mission St NCT,40-X/65-X,6,Reuben & Junius ,David Silverman,415 567 9000,David Silverman 415 567 9000,"San Francisco, CA  94104","1 Bush Street, Suite 600"
3548039,1801 Mission St,Mission,BP Filed,17-Jul-06,18,"Construction of a seven-story structure with 36 affordable senior housing units, no off-street parking, and appx. 2,600 GSF of ground floor commercial use.  ","TO ERECT 7 STORY, 18 UNIT MIXED USE BUILDING",Mixed Use,C-M,230,2600,0,0,0,0,2600,0,2004.0675,2.00607E+11,20-Jul-04,17-Jul-06,68-X,UMU,20-Jul-04,-122.419783,37.768125,1524,Mixres,0,BP Filed,2,18,2600,0,0,0,0,2600,0,3548,39,0,0,UMU,68-X,6,Strategic Solutions,Lucian Robert Blazej,415 695-1111,Lucian Robert Blazej 415 695-1111,"San Francisco, CA  94131-2733",50 Laidley Street
3548065,1340 Natoma St,Mission,BP Filed,17-Dec-07,3,Rear horizontal and vertical addition to an existing single-family dwelling structure used as an office for the last 50 years. The proposed use would be wholly residential with 3-4 new dwelling units.,Vertical addition and horizontal expansion of (e) 2-story single family dwelling into a 4-story buil,Mixed Use,C-M,230,0,,,,,,,2007.031,2.00712E+11,5-Apr-07,17-Dec-07,40-X,UMU,5-Apr-07,-122.418659,37.767672,1525,Resident,-1,BP Filed,6,2,0,,,,,,,3548,65,,,UMU,40-X,6,Town Consulting,Tony  Kim,246-8855,Tony  Kim 246-8855,"San Francisco, CA 94118","100 Clement Street, 3rd Floor"
3575063,3249 17th St,Mission,BP Filed,24-Mar-10,3,"Project would require a rezoning from RH-2 to NC-3. Proposed project construct a three-story addition to the existing one building on the project site. The new building would be four-story, 50-feet in height consisting of 1,996 sq. ft. ground floor restau","SITE PERMIT-REMODEL OF (E) 1 STORY STRUCTURE. ALTERED BUILDING WILL CONTAIN 4 STORIES, CONSISTING OF",Residential,RH-3,205,1996,0,0,0,0,1996,0,2005.1155,2.01003E+11,15-Dec-05,24-Mar-10,55-X,RTO-Mission,15-Dec-05,-122.418102,37.763376,1571,Mixres,0,BP Filed,2,2,1996,0,0,0,0,1996,0,3575,63,,,RTO-Mission,55-X,6,Amadeo Figueroa Gonzales,Amadeo  Gonzales,415-794-8555,Amadeo  Gonzales 415-794-8555,San Francisco CA 94110,3349 18th Street
3576070,50 Sycamore St,Mission,BP Filed,9-Dec-05,3,,"UPGRADE BUILDING STRUCTURE, ELECTRICAL SYSTEM AND PLUMBING. CONSTRUCT OVER (E) STRUCTURE. 2 LEVEL OF DWELLING SPACE. CONSTRUCT 1 ADDITIONAL UIT - SPRINKLER WORK WILL BE UNDER SEPARATE PERMIT. HORIZONTAL & VERTICAL ADDITION.",Residential,RH-3,205,0,0,0,0,0,0,0,,2.00512E+11,,9-Dec-05,45-X,RTO-Mission,9-Dec-05,-122.420534,37.762779,1578,Resident,0,BP Filed,6,2,0,0,0,0,0,0,0,3576,70,,,RTO-Mission,45-X,6,,,,,,
3580035,265 Dorland St,Central,PL Approved,24-Nov-09,5,Construction of a new 4-story 3/4 unit residential structure in front of existing structure.,,Residential,RM-1,533,0,,,,,,,2008.1171,,19-Mar-09,,40-X,RM-1,19-Mar-09,-122.42981,37.761953,1583,Resident,-1,PL Approved,5,4,0,,,,,,,3580,35,,,RM-1,40-X,8,Y.A. Studio,Yakuh  Askew,415.920.1839,Yakuh  Askew 415.920.1839,"San Francisco, CA 94110","2407 Harrison Street, Suite 2"
3582089,412 Noe St,Central,CONSTRUCTION,8-Jun-11,3,3 new condominiums,TO ERECT THREE STORIES THREE UNITS RESIDENTIAL BUILDING. ;DEMOLISH TWO FAMILIES 3 STORIES BUILDING.,Residential,RH-3,201,0,,,,,,,2009.0026,2.00806E+11,,5-Jun-08,40-X,RH-3,5-Jun-08,-122.433097,37.762368,1588,Resident,-1,Construction,13,1,0,,,,,,,3582,89,,,RH-3,40-X,8,,Carmen McGuirk,336.643.9262,Carmen McGuirk 336.643.9262,"Summerfield, NC 27358",6002 Armfield Court
3583082,4035 18th St,Central,BP ISSUED,29-Jul-09,2,"Addition to existing 2-story, 1,260 sqft single-family residence over commercial. Proposed addition to include 4-story, 5,000 sqft building with 2 residential units over commercial.",REMODEL & VERTICAL/HORIZONTAL ADDITION TO TRANSFORM (E) 2-STORY TO 3-STORY; (ADD ONE UNIT) 2-UNIT RE,Mixed Use,NCD,201,0,,,,,,,2007.1481,2.00805E+11,3-Jul-08,19-May-08,40-X,CASTRO,19-May-08,-122.433493,37.760836,1593,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,3583,82,,,CASTRO,40-X,8,Kerman Morris Architecture,Edward Morris,415 749-0302,Edward Morris 415 749-0302,"San Francisco, CA  94133",69A Water Street
3584007,530 Sanchez St,Central,BP APPROVED,29-Dec-09,2,"To demolish the existing structures on the lot and construct a new 4-story, 2-unit residential building in an RH-3 district.",ERECT  4 STORIES OF 2 SWELLING UNITS.,Residential,RH-3,201,0,0,0,0,0,0,0,2006.04,2.00505E+11,9-Feb-06,3-May-05,40-X,RH-3,3-May-05,-122.430683,37.760651,1595,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0,0,0,0,0,0,0,3584,7,,,RH-3,40-X,8,Louis Felthouse Architect Inc.,Louis Felthouse,922-5668,Louis Felthouse 922-5668,"S.F., CA  94103","1663 Mission, Suite 520"
3587019,3628 19th St,Central,BP APPROVED,10-Jul-08,2,"Demolition of existing 25-foot, 1,134 sqft, 2-story residence and replace with 2-unit 3,998 sqft residence.","Demolition existing two-stories, wood frame, 1 family dwelling unit.",Residential,RH-3,204,0,,,,,,,2008.0078,2.00801E+11,26-Mar-08,14-Jan-08,40-X,RH-3,14-Jan-08,-122.424256,37.760079,1599,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0,,,,,,,3587,19,,,RH-3,40-X,8,Zack de Vito Architecture,Jim Zack,415 495 7889,Jim Zack 415 495 7889,"San Francisco, CA 94107",156 South Park Street
3588012,3500 19th St,Mission,BP Filed,1-May-06,17,17 NEW DWELLING UNITS OVER GROUND FLOOR RETAIL (2900 SF) AND 17-CAR PARKING GARAGE ,"TO ERECT 5 STORY RESIDENTIAL, RETAIL, AND GARAGE",Mixed Use,NCD,204,2950,0,0,0,0,2950,0,2005.049,2.00605E+11,12-Oct-06,1-May-06,55-X,Valencia St NCT,1-May-06,-122.421507,37.760168,1606,Mixres,-1,BP Filed,2,17,2950,0,0,0,0,2950,0,3588,12,17,17,Valencia St NCT,55-X,8,VMWP Architect,Bob Collins,974-5352 ,Bob Collins 974-5352 ,"San Francisco, CA 94107",18 De Boom Street
3589023,179 San Carlos St,Mission,BP ISSUED,4-Jun-08,3,New construction of 3-unit residential building.,ERECT A FIVE STORY THREE UNIT RESIDENTIAL BLDG,Residential,RH-3,191,0,0,0,0,0,0,0,2004.0487,2.00403E+11,20-May-04,31-Mar-04,45-X,RTO-Mission,31-Mar-04,-122.419809,37.760621,1609,Resident,-1,BP Approved/Issued/Re-Instated,11,3,0,0,0,0,0,0,0,3589,23,,,RTO-Mission,45-X,9,,Hawk N. Lee,415 681-6325,Hawk N. Lee 415 681-6325,"San Francisco, CA  94122",1609 Noriega Street
3591024,793 South Van Ness Av,Mission,BP APPROVED,4-Aug-09,22,"Demolition of an existing gas station and construction of a five-story mixed-use building with 22 dwelling units, 7,795 GSF of ground floor retail use, and 49 off street parking spaces.   ","TO ERECT 5 STORIES, 29 UNITS OF RESIDENTIAL, COMMERCIAL & RETAIL BUILDING.",Mixed Use,NC-1,537,0,-1966,0,0,0,1966,0,2004.0914,2.00602E+11,18-Aug-05,10-Feb-06,55-X,NC-3,18-Aug-05,-122.416911,37.760617,1616,Resident,-1,BP Approved/Issued/Re-Instated,9,22,5829,0,0,0,0,5829,0,3591,24,49,49,NC-3,55-X,9,Reuben & Junius ,David Silverman,415 567 9000,David Silverman 415 567 9000,"San Francisco, CA  94104","1 Bush Street, Suite 600"
3594009,2374 Folsom St,Mission,BP ISSUED,30-Aug-10,4,CONVERT EXISTING 3-STORY 2-UNIT RESIDENTIAL BUILDING W/ 2 OFF-STREET PARKING SPACES TO 4-STORY 4-UNIT RESIDENTIAL BUILDING W/ 4 OFF-STREET PARKING SPACES.,VERTICAL AND HORIZONTAL EXTENSION TO CONVERT A 3 STORY 2 UNIT RESIDENTIAL BUILDING INTO A 4 STORY 4 UNTS CONDEMINIUM BLDG WITH INTERNAL REMODELING,Residential,RM-1,188,0,0,0,0,0,0,0,2007.1209,2.00701E+11,16-Oct-07,29-Jan-07,55-X,RM-1,29-Jan-07,-122.414891,37.759361,1617,Resident,-1,BP Approved/Issued/Re-Instated,11,2,0,0,0,0,0,0,0,3594,9,,,RM-1,55-X,9,Dickson Consulting Group,John Lau,415 831-7180,John Lau 415 831-7180,"San Francisco, CA  94121","3900 Geary Boulevard, Suite #201"
3594016,3360 20th St,Mission,BP APPROVED,21-Oct-10,6,"Conversion of an automotive garage to six 3-BR, 2-BA units on two floors above garage.",TO ERECT 4 STORY 6 DWELLING UNITS,Mixed Use,NC-2,188,0,0,0,0,0,0,0,2005.037,2.00512E+11,23-Aug-05,20-Dec-05,45-X,NC-2,23-Aug-05,-122.416099,37.758952,1619,Resident,-1,BP Approved/Issued/Re-Instated,9,6,-4750,0,0,0,-4750,0,0,3594,16,,,NC-2,45-X,9,Reuben & Junius ,David Silverman,415 567 9000,David Silverman 415 567 9000,"San Francisco, CA  94104","1 Bush Street, Suite 600"
3596017A,277 San Carlos St,Mission,BP ISSUED,29-Jun-11,2,,Erect 4 stories two family dwellings.,Mixed Use,RH-2,185,0,,,,,,,,2.0071E+11,,19-Oct-07,45-X,NC-1,19-Oct-07,-122.419683,37.759042,1624,Resident,-1,BP Approved/Issued/Re-Instated,11,2,0,,,,,,,3596,017A,,,NC-1,45-X,9,,,,,,
3596113,899 Valencia St,Mission,PL Approved,26-May-11,18,"The proposed project is demolition of a 1,800-gsf gas station and construction of a 5-story 50,141-gsf mixed use residential structure with 18 dwelling units, 22 parking spaces, and two ground-floor retail units at the corner of Valencia and 20th Streets ",,Mixed Use,NCD,185,4705,0,0,0,0,4705,0,2004.0891,,11-Aug-05,,55-X,Valencia St NCT,11-Aug-05,-122.421167,37.758616,1627,Mixres,-1,PL Approved,5,18,4705,0,0,0,0,4705,0,3596,113,22,22,Valencia St NCT,55-X,9,Reuben & Junius ,David Silverman,415 567 9000,David Silverman 415 567 9000,"San Francisco, CA  94104","1 Bush Street, Suite 600"
3598028,651 Dolores St,Central,BP Filed,12-Jan-06,8,"Conditional use authorization to allow construction of a new church  (Second Church of Christ, Scientist) pursuant to Section 209.3(j), eight new dwelling units pursuant to Section 209.1(h), and off-street parking for up to 42 cars for the church use purs",DEMOLITION OF A ONE STORY CHURCH,Residential,RH-3,183,24000,0,24000,0,0,0,0,2006.0144,2.00601E+11,2-Feb-06,12-Jan-06,40-X,RH-3,12-Jan-06,-122.425726,37.759023,1631,Mixres,0,BP Filed,6,8,2000,2000,0,0,0,0,0,3598,28,48,39,RH-3,40-X,8,Goldman Architects,John Goldman,415-391-1339,John Goldman 415-391-1339,"San Francisco, CA  94103",172 Russ Street
3601073,3927 19th St,Central,BP Filed,13-Aug-08,1,Addition to single-family residence to create an additional unit and three off-street parking spaces.,ERECT 5 STORY SINGLE FAMILY DWELLING. (3 STORY OCCUPANCY & 2 BASEMENTS),Residential,RH-2,181,0,,,,,,,2007.1264,2.00808E+11,1-Nov-07,13-Aug-08,40-X,RH-2,1-Nov-07,-122.431086,37.759399,1637,Resident,0,BP Filed,6,1,0,,,,,,,3601,73,,,RH-2,40-X,8,Sia Consulting Corp.,Reza Khoshnevisan,922-0200x108,Reza Khoshnevisan 922-0200x108,"San Francisco, CA 94103",1256 Howard Street
3609082,3547 20th St,Mission,BP Filed,7-Mar-07,2,Project proposes to add a new dwelling unit for a total of two within the existing building without the addition of parking and thus requiring a CU pursuant to Section 161(j).  The project requires a variance for open space.,LEGALIZE ILLEGAL UNI9T & COMPLY NOV 200683271 AT 3RD FLOOR. CONVERT S.F.R. WITH COMMERCIAL SPACE TO ,Mixed Use,NC-1,185,0,,,,,,,2007.0308,2.00703E+11,19-Sep-08,7-Mar-07,55-X,Valencia St NCT,7-Mar-07,-122.42007,37.75843,1651,Resident,-1,BP Filed,6,1,0,,,,,,,3609,82,,,Valencia St NCT,55-X,9,,Marilou Samson,415.902.4910,Marilou Samson 415.902.4910,"San Francisco, CA 94116",3515 Santiago Street.
3613018B,2986 22nd St,Mission,BP APPROVED,31-Dec-08,3,"Construct  two stories vertical  and  four stories  horizontal addition to the rear of  the existing two-story, single-family house. The  proposal would also add two dwelling units and an underground parking garage.  A rear yard variance is sought for the","ALTERATION OF (E) 1ST AND 2ND FLOORS, CONSTRUCTION OF 3RD & 4TH FLOOR, BASEMENT, ADDING TWO ADDT'L",Residential,NC-1,170,0,0,0,0,0,0,0,2005.1059,2.00507E+11,10-Nov-05,14-Jul-05,40-X,RH-3,14-Jul-05,-122.414062,37.755873,1657,Resident,-1,BP Approved/Issued/Re-Instated,9,2,0,0,0,0,0,0,0,3613,018B,,,RH-3,40-X,9,,Mel Murphy,415-821-7800,Mel Murphy 415-821-7800,"San Francisco, CA  94114",4153 24th Street
3615026,2525 Mission St,Mission,BP ISSUED,26-Aug-09,0,"The project is to demolish the existing single-story retail building and construct a new building that would be three-stories tall and would contain retail on the ground floor and offices on the second and third floors.
6/15/05 - Environmental Exemption",ERECT A 3 STORY COMMERCIAL SHOP & OFFICE,Mixed Use,NC-3,176,4999,4999,0,0,0,0,0,2003.0159,2.00302E+11,7-Aug-03,21-Feb-03,65-B,Mission St NCT,21-Feb-03,-122.418695,37.756561,1663,MIPS,-1,BP Approved/Issued/Re-Instated,11,0,4999,0,0,4999,0,0,0,3615,26,,,Mission St NCT,65-B,9,,Ernest Shrayber,668-3517,Ernest Shrayber 668-3517,"San Francisco, CA  94121",600 28th Avenue
3617008,1050 Valencia St,Mission,BP Filed,27-Dec-10,15,"New Construction of 16-du Res Mixed Use bldg, w/25,000-gsf residential, 2,000-gsf retail, and 2,800 full basement storage, totalling 30,480 with one loading space retained.  Demolition of 1970-constrone-story SPORK restaurant bldg and parking, and replace","ERECT 5 STORIES OF 15 DWELLING UNITS, WITH COMMERCIAL,TYPE 5.",Mixed Use,NCD,165,2000,,,,,2000,,2007.1457,2.01012E+11,12-Mar-10,27-Dec-10,55-X,Valencia St NCT,12-Mar-10,-122.421124,37.756003,1671,Mixres,0,BP Filed,2,15,400,,,,,400,,3617,8,1,-2,Valencia St NCT,55-X,8,Stephen Antonaros Architect,Stephen Antonaros,415.864.2261,Stephen Antonaros 415.864.2261,"SF, CA 94114","2261 Market Street, #324"
3628014,1090 Church St,Central,BP Filed,9-Feb-06,2,,ERECT 2 STORIES 2 DWELLING UNITS BLDG.,Residential,RM-1,164,0,0,0,0,0,0,0,,2.00602E+11,,9-Feb-06,40-X,RM-1,9-Feb-06,-122.427786,37.753555,1694,Resident,0,BP Filed,6,2,0,0,0,0,0,0,0,3628,14,,,RM-1,40-X,8,,,,,,
3639002,2652 Harrison St,Mission,PL Approved,16-Dec-10,30,Demolition and new construction 30-unit residential building over basement level parking,,Mixed Use,C-M,170,0,0,0,0,0,0,0,2006.0054,,6-May-10,,40-X,UMU,6-May-10,-122.41228,37.754996,1706,Resident,-1,PL Approved,5,30,-7250,0,0,0,-7250,0,0,3639,2,30,30,UMU,40-X,9,Kerman/Morris Architects LLP,Toby  Morris,415-749-0302,Toby  Morris 415-749-0302,"San Francisco, CA 94133",69A Water Street
3639004A,2660 Harrison St,Mission,BP Filed,30-Dec-10,3,"The project is the demolition of a vacant 11,423-sf industrial building constructed in 1935 and the lot subdivision and construction of two residential buildings to total 43,649-sf and 62 units, in an Eastern Neighborhoods C-M zoning district.  Twelve per",1 STORY ADDITION OVER PART OF (E) 2 STORIES BUILDING NEW RESIDENTIAL AT 2ND & 3RD FLOOR. (3 UNITS) E,Mixed Use,C-M,170,0,0,0,0,0,0,0,2004.0672,2.01012E+11,16-Sep-04,30-Dec-10,40-X,UMU,16-Sep-04,-122.412271,37.754893,1708,Resident,0,BP Filed,2,3,-11423,0,0,0,-11423,0,0,3639,004A,62,62,UMU,40-X,9,Hauser Architects,George Hauser,415.519.5398,George Hauser 415.519.5398,"San Francisco, CA 94114",313 Eureka Street
3639028,953 Treat Av,Mission,PL Approved,22-May-08,5,The project includes minor improvements to a single family dwelling and construction of a new warehouse building with four residential units above.  ,,Mixed Use,C-M,170,1150,,,,1150,,,2007.0981,,20-Mar-08,,40-X,UMU,20-Mar-08,-122.41303,37.754948,1709,Mixres,-1,PL Approved,3,4,1150,,,,1150,,,3639,28,,,UMU,40-X,9,Kennerly Architecture & Planning,Owen Kennerly,285-2880,Owen Kennerly 285-2880,"San Francisco, CA 94110","375 Alabama St, Suite 440"
3640066,3086 24th St,Mission,BP Filed,19-Jul-05,2,,CHANGE OF USE AT 1ST FL-COMMERICAL TO RESIDENTIAL. NO WORK UNDER THIS PERMIT.,Mixed Use,NCD,146,0,0,0,0,0,0,0,,2.00507E+11,,19-Jul-05,55-X,24th St-Mission,19-Jul-05,-122.413837,37.752658,1710,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,3640,66,,,24th St-Mission,55-X,9,,,,,,
