,BP_date,address,apn,best_date,best_stat,comp_date,con_date,dbi_permit,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y
14532,,HUNTERS POINT SHIPYARD PHASE II,5000001,2015-10-27,BP FILED,,,201510270921.0,2015-10-27,2015-10-27,,2015-10-27,BP FILED,"('2015-10-27', '2015-10-27', '2015-10-27', '2015-10-27', '2015-10-27', '2015-10-27', '2015-10-27', '2015-10-27', '2015-10-27')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",4,2015,Proposed,0.0,0.0,37.7133440211,-122.385106926
15316,,354 HEAD ST,7116035,2016-02-02,BP FILED,,,201602028578.0,2016-02-02,2016-02-02,2016-02-02,2016-02-02,BP FILED,"('2016-02-02',)",,"('BP FILED',)",1,2016,Proposed,2.0,1.0,37.7135229217,-122.46411599999999
2731,2010-08-23,1443 CHURCH ST,6566022A,2010-08-23,BP ISSUED,,,201003188524,2010-03-18 07:00:00,2010-08-23,2010-03-18,2010-08-23,BP ISSUED,"('2010-08-23', '2010-08-23', '2010-08-23', '2010-08-23')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",4,2012,Building Permit Approved,2.0,1.0,37.747912899999996,-122.426755
15507,,55 LAGUNA ST (BLDG 2),0857001,2016-03-18,CONSTRUCTION,04/01/2016,2016-03-18,201209059006.0,2006-10-31,2016-03-18,2006-10-31,2016-03-18,CONSTRUCTION,"('2016-03-18',)",3440.0,"('CONSTRUCTION',)",1,2016,Under Construction,191.0,191.0,37.772349854699996,-122.42627900000001
4887,,2501 SUTTER ST,1075001,2008-12-31,PL FILED,,,,2008-12-31,2008-12-31,2008-12-31,2008-12-31,PL FILED,"('2008-12-31', '2008-12-31', '2008-12-31', '2008-12-31', '2008-12-31', '2008-12-31', '2008-12-31')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2013,Proposed,314.0,450.0,37.784896,-122.441694
13578,,3150 GEARY BL,1066028,2007-09-17,CONSTRUCTION,01/01/2016,2007-09-17,200207171660.0,2002-07-17 07:00:00,2007-09-17,2002-07-17,2007-09-17,CONSTRUCTION,"('2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17')",4915.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,8.0,8.0,37.7820538116,-122.45303777299999
14662,,124 - 126 HAIGHT ST,0852044,2015-03-26,PL APPROVED,,,,2015-01-14,2015-03-26,2015-01-14,2015-03-26,PL APPROVED,"('2015-03-26',)",,"('PL APPROVED',)",1,2016,Proposed,7.0,5.0,37.7731265038,-122.42449199999999
15173,,2727 GOUGH ST,0529002,2009-08-14,BP FILED,,,200908144854.0,2009-08-14,2009-08-14,2009-08-14,2009-08-14,BP FILED,"('2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.7985223479,-122.427678
15478,2016-02-11,510 TOWNSEND ST,3784007,2016-02-11,BP ISSUED,,,201503050110.0,2014-08-08,2014-08-08,2014-08-08,2016-02-11,BP ISSUED,"('2014-08-08', '2014-08-08', '2014-08-08', '2014-08-08', '2015-08-31', '2015-08-31', '2016-02-11')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED')",1,2016,Building Permit Approved,0.0,0.0,37.7734452282,-122.40048300000001
15787,2015-10-28,TRANSBAY BLOCK 5,3718025,2016-02-29,CONSTRUCTION,04/01/2016,2016-02-29,201504274732.0,2015-04-27,2015-10-28,2015-04-27,2016-02-29,CONSTRUCTION,"('2015-10-28', '2016-02-29')",340.0,"('BP ISSUED', 'CONSTRUCTION')",1,2016,Under Construction,0.0,0.0,37.7905521459,-122.394525
4600,2011-12-14,2001 MARKET ST,3535001,2013-08-12,CONSTRUCTION,10/01/2013,2012-10-17,201012206990,2008-12-18 08:00:00,2011-12-14,2008-12-18,2013-08-12,CONSTRUCTION,"('2011-12-14', '2011-12-14', '2012-10-17', '2012-12-12', '2013-04-25', '2013-06-28', '2013-08-12')",1747.0,"('BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2013,Under Construction,82.0,82.0,37.76832,-122.42711100000001
14718,,1351 REVERE AV,4788020A,2015-12-15,BP FILED,,,201512155196.0,2015-12-15,2015-12-15,2015-12-15,2015-12-15,BP FILED,"('2015-12-15', '2015-12-15')",,"('BP FILED', 'BP FILED')",1,2016,Proposed,3.0,1.0,37.7288411778,-122.385718
8746,,1596 09TH AV,1854016A,2014-09-26,CONSTRUCTION,10/01/2014,2014-09-26,201312315322,2013-12-31,2013-12-31,2013-12-31,2014-09-26,CONSTRUCTION,"('2013-12-31', '2013-12-31', '2013-12-31', '2014-09-26')",274.0,"('BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION')",3,2014,Under Construction,2.0,1.0,37.758367,-122.46578600000001
8736,2013-08-02,2038 BALBOA ST,1564023,2014-09-29,CONSTRUCTION,10/01/2014,2014-02-27,201302200538,2013-02-20,2013-08-02,2013-02-20,2014-09-29,CONSTRUCTION,"('2013-08-02', '2013-08-02', '2014-02-27', '2014-02-27', '2014-09-29')",588.0,"('BP APPROVED', 'BP APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,2.0,1.0,37.776603,-122.48098999999999
14563,2015-09-11,1036 - 1040 MISSION ST,3703079,2015-09-11,BP ISSUED,,,201406269523.0,2014-01-16,2014-06-26,2014-01-16,2015-09-11,BP ISSUED,"('2014-06-26', '2015-09-11')",,"('PL APPROVED', 'BP ISSUED')",1,2016,Building Permit Approved,83.0,83.0,37.7805850084,-122.40978600000001
4555,2008-03-31,1559 19TH AV,1865009,2008-03-31,BP ISSUED,,,200707116486,2007-07-11 07:00:00,2008-03-31,2007-07-11,2008-03-31,BP ISSUED,"('2008-03-31', '2008-03-31', '2008-03-31', '2008-03-31', '2008-03-31', '2008-03-31', '2008-03-31')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2013,Building Permit Approved,2.0,1.0,37.7587553,-122.47696699999999
8061,,1400 MISSION ST,3507042,2009-04-08,PL FILED,,,,2009-04-08,2009-04-08,2009-04-08,2009-04-08,PL FILED,"('2009-04-08', '2009-04-08', '2009-04-08', '2009-04-08', '2009-04-08', '2009-04-08', '2009-04-08', '2009-04-08', '2009-04-08', '2009-04-08', '2009-04-08')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2014,Proposed,165.0,165.0,37.7752864,-122.4159598
13641,,930 BAKER ST,1118003,2014-07-30,BP FILED,,,201407302554.0,2014-04-15,2014-04-15,2014-04-15,2014-07-30,BP FILED,"('2014-04-15', '2014-07-30', '2014-07-30', '2014-07-30', '2014-07-30', '2014-07-30', '2014-07-30')",,"('PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",4,2015,Proposed,4.0,4.0,37.779897486399996,-122.441400558
1602,,102-104 OCTAVIA STREET,0853021,2007-06-08,PL FILED,,,,2007-06-08,2007-06-08,2007-06-08,2007-06-08,PL FILED,"('2007-06-08', '2007-06-08', '2007-06-08')",,"('PL FILED', 'PL FILED', 'PL FILED')",3,2012,Proposed,30.0,30.0,-122.42355400000001,37.773097
5363,2011-10-25,1268-1270 LOMBARD ST,0500015,2013-01-15,CONSTRUCTION,10/01/2013,2012-07-11,201012227210,2009-11-17 08:00:00,2011-10-25,2009-11-17,2013-01-15,CONSTRUCTION,"('2011-10-25', '2012-07-11', '2012-10-15', '2012-10-22', '2013-01-15', '2013-01-15', '2013-01-15')",1413.0,"('BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2013,Under Construction,4.0,4.0,37.8016306,-122.4223918
10056,,2500 CLEMENT ST,1407017,2013-03-05,BP FILED,,,201303051501,2013-02-26,2013-03-05,2013-02-26,2013-03-05,BP FILED,"('2013-03-05', '2013-03-05', '2013-03-05', '2013-03-05', '2013-03-05', '2013-03-05', '2013-03-05', '2013-03-05', '2013-03-05')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2015,Proposed,6.0,4.0,37.7822334894,-122.486153719
15153,,2626 LARKIN ST,0069011,2015-07-16,CONSTRUCTION,04/01/2016,2011-12-14,200809262740.0,2008-09-26 07:00:00,2011-12-14,2008-09-26,2015-07-16,CONSTRUCTION,"('2011-12-14', '2012-04-18', '2012-10-09', '2012-11-15', '2013-01-23', '2013-06-21', '2013-06-21', '2013-06-21', '2014-02-18', '2014-04-30', '2014-07-09', '2014-12-15', '2015-04-15', '2015-07-16', '2015-07-16', '2015-07-16', '2015-07-16')",2743.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,2.0,1.0,37.8022379177,-122.421051
13262,2013-06-14,399 FREMONT ST,3747320,2016-01-07,CONSTRUCTION,01/01/2016,2014-08-07,200605161774.0,2006-04-18 07:00:00,2006-08-04,2006-04-18,2016-01-07,CONSTRUCTION,"('2006-08-04', '2006-08-04', '2006-08-04', '2006-08-04', '2006-08-04', '2013-06-14', '2013-06-14', '2013-06-14', '2013-06-14', '2013-06-14', '2014-08-07', '2015-03-26', '2015-05-28', '2015-07-20', '2015-10-23', '2016-01-07')",3544.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,452.0,452.0,37.787322432399996,-122.39222370700001
12237,,98 PENNSYLVANIA AV,3848002,2014-06-05,PL FILED,,,,2013-04-25,2014-06-05,2013-04-25,2014-06-05,PL FILED,"('2014-06-05',)",,"('PL FILED',)",3,2015,Proposed,45.0,45.0,37.765651301700004,-122.394425355
10075,,4411 CABRILLO ST,1688001A,2006-12-13,BP FILED,,,200612139805,2006-12-13,2006-12-13,,2006-12-13,BP FILED,"('2006-12-13', '2006-12-13', '2006-12-13', '2006-12-13', '2006-12-13', '2006-12-13', '2006-12-13', '2006-12-13', '2006-12-13', '2006-12-13', '2006-12-13')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2015,Proposed,3.0,3.0,37.7731955021,-122.50603472799999
11019,,527 STEVENSON ST,3703012,2015-07-23,CONSTRUCTION,07/01/2015,2015-07-23,201010143017,2011-05-13 07:00:00,2012-02-03,2011-05-13,2015-07-23,CONSTRUCTION,"('2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2014-01-10', '2014-01-10', '2014-01-10', '2014-01-10', '2014-01-10', '2015-07-23')",1509.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'CONSTRUCTION')",2,2015,Under Construction,67.0,67.0,37.780998031100005,-122.410168129
15142,,2600 38TH AV,2459051,2015-12-30,BP FILED,,,201512306130.0,2015-12-30,2015-12-30,2015-12-30,2015-12-30,BP FILED,"('2015-12-30', '2015-12-30')",,"('BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.7382913197,-122.495516
9135,,1717 17TH ST,3980008,2010-07-15,PL APPROVED,,,,2005-12-22 08:00:00,2010-07-15,2005-12-22,2010-07-15,PL APPROVED,"('2010-07-15', '2010-07-15', '2010-07-15', '2010-07-15', '2010-07-15', '2010-07-15', '2010-07-15', '2010-07-15', '2010-07-15', '2010-07-15', '2010-07-15', '2010-07-15')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",4,2014,Proposed,41.0,41.0,37.764759999999995,-122.400827
15820,,5 SHIPLEY ST / 935 FOLSOM ST / 77 FALMOUTH ST,3753314,2016-01-27,CONSTRUCTION,04/01/2016,2016-01-27,201407100913.0,2014-03-21,2016-01-27,2014-03-21,2016-01-27,CONSTRUCTION,"('2016-01-27',)",742.0,"('CONSTRUCTION',)",1,2016,Under Construction,15.0,15.0,37.7792278321,-122.403857
15366,2015-11-04,4024 24TH ST,3656010,2015-11-04,BP ISSUED,,,201405206229.0,2014-05-20,2014-05-20,2014-05-20,2015-11-04,BP ISSUED,"('2014-05-20', '2014-05-20', '2014-05-20', '2014-05-20', '2014-05-20', '2014-05-20', '2015-11-04', '2015-11-04')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,4.0,2.0,37.751632969,-122.43252700000001
6077,2013-05-23,1379 REVERE AV,4788017,2013-08-22,CONSTRUCTION,01/01/2014,2013-08-22,201212136160,2012-12-13,2012-12-13,2012-12-13,2013-08-22,CONSTRUCTION,"('2012-12-13', '2012-12-13', '2013-05-23', '2013-08-22', '2013-08-22')",384.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",4,2013,Under Construction,2.0,1.0,37.729110999999996,-122.386192
12493,,1236 ARGUELLO BLVD,1265019,2014-05-23,BP FILED,,,201405236581.0,2014-05-23,2014-05-23,2014-05-23,2014-05-23,BP FILED,"('2014-05-23', '2014-05-23', '2014-05-23', '2014-05-23', '2014-05-23', '2014-05-23')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2015,Proposed,3.0,2.0,37.7652681884,-122.45734108200001
12022,,924 TREAT AV,3639019,2015-02-25,BP FILED,,,201502259284,2015-02-25,2015-02-25,,2015-02-25,BP FILED,"('2015-02-25', '2015-02-25')",,"('BP FILED', 'BP FILED')",2,2015,Proposed,1.0,-1.0,37.7552712051,-122.41356114
14846,,1526 22ND AV,1867036,2015-04-30,BP FILED,,,201504305082.0,2015-04-30,2015-04-30,2015-04-30,2015-04-30,BP FILED,"('2015-04-30', '2015-04-30', '2015-04-30', '2015-04-30')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.759149944499995,-122.47970900000001
4635,,134-140 NEW MONTGOMERY ST,3722079,2008-12-11,PL APPROVED,,,,2008-02-22 08:00:00,2008-12-11,2008-02-22,2008-12-11,PL APPROVED,"('2008-12-11', '2008-12-11', '2008-12-11', '2008-12-11', '2008-12-11', '2008-12-11', '2008-12-11')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2013,Proposed,118.0,118.0,37.7867969,-122.39974109999999
13978,,658-666 SHOTWELL ST,3611062,2013-10-10,PL APPROVED,,,,2010-02-18,2010-02-18,2010-02-18,2013-10-10,PL APPROVED,"('2010-02-18', '2010-02-18', '2010-02-18', '2010-02-18', '2010-02-18', '2010-02-18', '2010-02-18', '2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",4,2015,Proposed,1.0,1.0,37.7578281854,-122.416001057
14731,,1395 22ND ST,4167011,2015-12-14,BP FILED,,,201512145054.0,2014-01-13,2014-01-13,2014-01-13,2015-12-14,BP FILED,"('2014-01-13', '2014-01-13', '2014-01-13', '2014-01-13', '2014-01-13', '2014-01-13', '2014-01-13', '2015-12-14', '2015-12-14')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP FILED')",1,2016,Proposed,256.0,256.0,37.7562034242,-122.393594
14822,,831 CHENERY ST,6738020,2014-11-04,BP FILED,,,201411040616.0,2014-11-04,2014-11-04,2014-11-04,2014-11-04,BP FILED,"('2014-11-04', '2014-11-04', '2014-11-04', '2014-11-04', '2014-11-04', '2014-11-04')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,1.0,37.7346702889,-122.436199
15430,2015-02-04,456 27TH ST,6580018,2015-02-04,BP REINSTATED,,,201303111903.0,2013-03-11,2015-02-04,2013-03-11,2015-02-04,BP REINSTATED,"('2015-02-04', '2015-02-04')",,"('BP REINSTATED', 'BP REINSTATED')",1,2016,Building Permit Approved,2.0,1.0,37.746929736599995,-122.43050900000001
15110,2012-12-19,2420 03RD ST,4108003F,2014-05-08,BP FILED,,,201405085278.0,2009-11-17 08:00:00,2011-08-12,2014-05-08,2014-05-08,BP FILED,"('2011-08-12', '2011-08-12', '2011-08-12', '2012-12-19', '2012-12-19', '2012-12-19', '2012-12-19', '2012-12-19', '2012-12-19', '2014-05-08', '2014-05-08', '2014-05-08', '2014-05-08', '2014-05-08', '2014-05-08')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,9.0,9.0,37.7589406245,-122.388722
9108,,2101 WEBSTER STREET,0629016,2013-05-01,PL APPROVED,,,,2013-05-01,2013-05-01,2013-06-25,2013-05-01,PL APPROVED,"('2013-05-01', '2013-05-01', '2013-05-01', '2013-05-01', '2013-05-01', '2013-05-01', '2013-05-01')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",4,2014,Proposed,76.0,76.0,37.7991634,-122.43420890000002
10627,,GOLDEN STATE WARRIORS  EVENT CENTER,8722001,2014-12-12,PL FILED,,,,2014-05-19,2014-12-12,2014-05-19,2014-12-12,PL FILED,"('2014-12-12',)",,"('PL FILED',)",1,2015,Proposed,0.0,0.0,37.7679955603,-122.38754942700001
2884,,901 16TH STREET/1200 17TH STREET,3949001,2012-04-04,PL FILED,,,,2012-04-04,2012-04-04,2012-04-04,2012-04-04,PL FILED,"('2012-04-04', '2012-04-04', '2012-04-04')",,"('PL FILED', 'PL FILED', 'PL FILED')",4,2012,Proposed,200.0,200.0,37.765578000000005,-122.395421
14905,2014-06-10,166 WINFIELD ST,5617014,2015-09-23,CONSTRUCTION,04/01/2016,2014-08-14,201110146866.0,2011-10-14,2011-10-14,2011-10-14,2015-09-23,CONSTRUCTION,"('2011-10-14', '2013-04-10', '2013-04-10', '2013-04-10', '2013-04-10', '2013-04-10', '2014-06-10', '2014-08-14', '2015-03-04', '2015-03-04', '2015-03-04', '2015-09-23', '2015-09-23', '2015-09-23')",1631.0,"('BP FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,2.0,1.0,37.742606924,-122.41873100000001
2178,,750 02ND ST,3794002A,2012-08-20,CONSTRUCTION,10/01/2012,2012-03-12,2.00807E+11,2008-05-08 07:00:00,2012-03-12,2008-05-08,2012-08-20,CONSTRUCTION,"('2012-03-12', '2012-06-18', '2012-08-20')",1606.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2012,Under Construction,14.0,14.0,-122.390208,37.78018
15109,,2419 2421 & 2435 LOMBARD ST,0937028,2012-04-13,BP FILED,,,201204138282.0,2012-04-13,2012-04-13,2012-04-13,2012-04-13,BP FILED,"('2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,11.0,8.0,37.7988614311,-122.441503
14942,,1781 QUESADA AV,5338032,2013-05-20,BP FILED,,,201305207414.0,2013-05-20,2013-05-20,2013-05-20,2013-05-20,BP FILED,"('2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.7339815727,-122.393115
7843,,2028 BEACH ST,0913011,2014-04-30,CONSTRUCTION,07/01/2014,2014-03-17,201307111596,2013-07-11,2013-07-11,2013-07-11,2014-04-30,CONSTRUCTION,"('2013-07-11', '2013-07-11', '2014-03-17', '2014-04-30')",355.0,"('BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION')",2,2014,Under Construction,3.0,1.0,37.803942,-122.442439
14669,2014-09-12,1259 21ST AV,1729012,2016-02-17,CONSTRUCTION,04/01/2016,2015-03-27,201304295719.0,2013-04-29,2013-04-29,2013-04-29,2016-02-17,CONSTRUCTION,"('2013-04-29', '2013-04-29', '2013-04-29', '2013-04-29', '2013-04-29', '2014-09-12', '2015-03-27', '2015-05-12', '2015-05-12', '2015-10-16', '2015-10-16', '2016-02-17')",1068.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,2.0,1.0,37.7642170351,-122.479648
15622,2009-12-31,71 BISHOP ST,6168012,2009-12-31,BP ISSUED,,,200611036814.0,2006-10-19 07:00:00,2009-12-31,2006-10-19,2009-12-31,BP ISSUED,"('2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,2.0,1.0,37.7179447831,-122.40423600000001
10023,,2420 03RD ST,4108003,2014-05-08,BP FILED,,,201405085278,2014-05-08,2014-05-08,2014-06-09,2014-05-08,BP FILED,"('2014-05-08', '2014-05-08')",,"('BP FILED', 'BP FILED')",1,2015,Proposed,9.0,9.0,37.758940623600004,-122.38872197
13509,2015-03-16,233-237 SHIPLEY ST,3753096,2015-10-30,CONSTRUCTION,01/01/2016,2015-10-30,201401247066.0,2014-01-24,2015-03-16,2014-01-24,2015-10-30,CONSTRUCTION,"('2015-03-16', '2015-10-30', '2015-10-30')",707.0,"('BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,22.0,22.0,37.7791316706,-122.40344872899999
13359,,42 LEESE ST,5719023,2007-03-30,BP FILED,,,200703307666.0,2007-03-30,2007-03-30,2007-03-30,2007-03-30,BP FILED,"('2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",4,2015,Proposed,3.0,3.0,37.7364643811,-122.42374006899999
12318,,536 HUDSON AV,4591C020,2015-01-14,BP FILED,,,201501145725.0,2015-01-14,2015-01-14,2015-01-14,2015-01-14,BP FILED,"('2015-01-14', '2015-01-14', '2015-01-14')",,"('BP FILED', 'BP FILED', 'BP FILED')",3,2015,Proposed,10.0,10.0,37.7289308905,-122.368243334
8980,,2742 SAN BRUNO AV,6048005,2006-06-27,BP FILED,,,200606275108,2006-06-27,2006-06-27,2006-06-27,2006-06-27,BP FILED,"('2006-06-27', '2006-06-27', '2006-06-27', '2006-06-27', '2006-06-27', '2006-06-27', '2006-06-27', '2006-06-27', '2006-06-27', '2006-06-27')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2014,Proposed,1.0,-1.0,37.727066,-122.403553
7951,2014-03-07,1432 YORK ST,4335001E,2014-03-07,BP ISSUED,,,201310078710,2013-10-07,2013-10-07,2013-10-07,2014-03-07,BP ISSUED,"('2013-10-07', '2014-03-07', '2014-03-07')",,"('BP FILED', 'BP ISSUED', 'BP ISSUED')",2,2014,Building Permit Approved,2.0,1.0,37.749206,-122.40781399999999
15623,,715 COMMERCIAL ST,0226026,2016-01-14,BP FILED,,,201601147159.0,2016-01-14,2016-01-14,2016-01-14,2016-01-14,BP FILED,"('2016-01-14',)",,"('BP FILED',)",1,2016,Proposed,2.0,1.0,37.7938388811,-122.405002
