,BP_date,address,apn,best_date,best_stat,con_date,dbi_permit,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,unitsnet,x,y
12480,2014-02-05,2882 -  2890 GEARY BLVD,1069045,2014-02-05,BP ISSUED,,,2011-06-02,2011-06-02,2011-06-02,2014-02-05,BP ISSUED,"('2011-06-02', '2014-02-05', '2014-02-05', '2014-02-05', '2014-02-05')",979.0,"('BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2015,Building Permit Approved,2.0,37.782379776,-122.44986347
493,,166 TOWNSEND ST,3788012,2011-10-06,CONSTRUCTION,2011-10-06,200608290851,2008-06-19 07:00:00,2011-10-06,2008-06-19 07:00:00,2011-10-06,CONSTRUCTION,"('2011-10-06',)",0.0,"('CONSTRUCTION',)",1,2012,Under Construction,66.0,37.779665,-122.391989
15032,,215 - 217 DORE ST,3525035,2015-12-02,PL FILED,,,2015-12-02,2015-12-02,2015-12-02,2015-12-02,PL FILED,"('2015-12-02', '2015-12-02')",0.0,"('PL FILED', 'PL FILED')",1,2016,Proposed,1.0,37.771927346,-122.41021699999999
14922,,1726 - 1730 MISSION ST,3532005,2015-07-14,PL FILED,,,2014-11-24,2015-07-14,2014-11-24,2015-07-14,PL FILED,"('2015-07-14', '2015-07-14', '2015-07-14')",0.0,"('PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,36.0,37.7693593026,-122.420399
12789,,3669-3671 23RD ST,3648033,2015-07-28,PL FILED,,,2015-07-28,2015-07-28,2015-07-28,2015-07-28,PL FILED,"('2015-07-28',)",0.0,"('PL FILED',)",3,2015,Proposed,1.0,37.7532853504,-122.42457609899999
1986,,960 HARRISON ST,3753021,2012-07-31,CONSTRUCTION,2012-03-01,2.01008E+11,2010-08-02 07:00:00,2012-03-01,2010-08-02,2012-07-31,CONSTRUCTION,"('2012-03-01', '2012-07-11', '2012-07-31')",152.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2012,Under Construction,4.0,-122.403403,37.7781189
4596,2008-08-13,264 DORE ST,3525046,2008-08-13,BP ISSUED,,200712069799,2007-12-06 08:00:00,2008-08-13,2007-12-06,2008-08-13,BP ISSUED,"('2008-08-13', '2008-08-13', '2008-08-13', '2008-08-13', '2008-08-13', '2008-08-13', '2008-08-13')",0.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2013,Building Permit Approved,0.0,37.771249600000004,-122.4097059
15419,,447 BUSH ST,0287020,2015-08-20,PL FILED,,,2015-08-20,2015-08-20,2015-08-20,2015-08-20,PL FILED,"('2015-08-20', '2015-08-20')",0.0,"('PL FILED', 'PL FILED')",1,2016,Proposed,-38.0,37.790336909699995,-122.404931
4852,2008-10-09,244 GRANADA AV,6942039,2008-10-09,BP ISSUED,,200701051057,2003-03-25 08:00:00,2008-10-09,2003-03-25,2008-10-09,BP ISSUED,"('2008-10-09', '2008-10-09', '2008-10-09', '2008-10-09', '2008-10-09', '2008-10-09', '2008-10-09')",0.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2013,Building Permit Approved,1.0,37.722873,-122.45698999999999
15607,2015-07-21,668 23RD AV,1622025,2016-04-01,CONSTRUCTION,2016-04-01,,2014-05-13,2014-05-13,2014-05-13,2016-04-01,CONSTRUCTION,"('2014-05-13', '2014-05-13', '2014-05-13', '2014-05-13', '2015-07-21', '2015-07-21', '2016-01-12', '2016-04-01')",689.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'CONSTRUCTION')",1,2016,Under Construction,1.0,37.7751731983,-122.481902
1305,2008-07-16,4529 25TH ST,6543012,2008-07-16,BP REINSTATED,,,2007-02-07 08:00:00,2008-07-16,2007-02-07 00:00:00,2008-07-16,BP REINSTATED,"('2008-07-16', '2008-07-16')",0.0,"('BP REINSTATED', 'BP REINSTATED')",2,2012,Building Permit Approved,1.0,37.749213,-122.43971499999999
11022,,101 DONAHUE ST,4591C042,2015-07-23,CONSTRUCTION,2013-08-22,,2009-07-22,2013-08-22,2009-07-22,2015-07-23,CONSTRUCTION,"('2013-08-22', '2013-12-31', '2014-03-18', '2014-06-30', '2014-09-30', '2015-03-31', '2015-06-08', '2015-07-23')",700.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2015,Under Construction,63.0,37.729001486,-122.36963923100001
3010,,19 WILMOT ST,0660007,2010-11-04,CONSTRUCTION,2010-11-04,200602245389,2006-02-24 08:00:00,2010-11-04,2006-02-24,2010-11-04,CONSTRUCTION,"('2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04')",0.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2013,Under Construction,2.0,37.787514,-122.432282
15781,,MOSCONE CENTER EXPANSION,3723115,2016-01-15,CONSTRUCTION,2016-01-12,,2014-06-23,2016-01-12,2014-06-23,2016-01-15,CONSTRUCTION,"('2016-01-12', '2016-01-15')",3.0,"('CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,0.0,37.784937845900004,-122.402068
15479,,512 16TH AV,1558042,2016-02-05,BP FILED,,,2016-02-05,2016-02-05,2016-02-05,2016-02-05,BP FILED,"('2016-02-05',)",0.0,"('BP FILED',)",1,2016,Proposed,1.0,37.7783331865,-122.474659
7528,,1533 PACIFIC AV,596031,2009-07-20,BP FILED,,200907203013,2009-07-20,2009-07-20,2009-07-20,2009-07-20,BP FILED,"('2009-07-20', '2009-07-20')",0.0,"('BP FILED', 'BP FILED')",2,2014,Proposed,1.0,37.794887,-122.42052
15344,2015-05-26,3721 21ST ST,3621081,2015-05-26,BP ISSUED,,,2013-12-13,2013-12-13,2013-12-13,2015-05-26,BP ISSUED,"('2013-12-13', '2013-12-13', '2013-12-13', '2013-12-13', '2013-12-13', '2015-05-26', '2015-05-26', '2015-05-26', '2015-05-26', '2015-05-26')",529.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,1.0,37.756081319699994,-122.430637
15484,2015-03-12,522 08TH AV,1550045,2015-03-12,BP ISSUED,,,2013-10-31,2013-10-31,2013-10-31,2015-03-12,BP ISSUED,"('2013-10-31', '2013-10-31', '2013-10-31', '2013-10-31', '2015-03-12', '2015-03-12', '2015-03-12', '2015-03-12', '2015-03-12', '2015-03-12')",497.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,1.0,37.778529977,-122.465924
12137,,89 KIRKWOOD AV,4591C165,2014-12-11,BP FILED,,,2014-12-11,2014-12-11,2014-12-11,2014-12-11,BP FILED,"('2014-12-11', '2014-12-11', '2014-12-11', '2014-12-11')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2015,Proposed,18.0,37.727138635799996,-122.370962734
9077,2013-06-11,100 BUCHANAN ST,0870003,2014-12-04,CONSTRUCTION,2013-08-07,,2012-09-05,2012-09-05,,2014-12-04,CONSTRUCTION,"('2012-09-05', '2012-09-05', '2013-06-11', '2013-08-07', '2013-08-07', '2014-03-28', '2014-09-30', '2014-12-04')",820.0,"('BP FILED', 'BP FILED', 'BP APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2014,Under Construction,116.0,37.7708569,-122.42674309999998
14787,,1967 HAYES ST,1210031,2015-04-15,BP FILED,,,2015-04-15,2015-04-15,2015-04-15,2015-04-15,BP FILED,"('2015-04-15', '2015-04-15', '2015-04-15', '2015-04-15')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7733128308,-122.448755
14844,2015-03-30,1524 OCEAN AV,3196006,2015-03-30,BP REINSTATED,,,2014-10-14,2015-03-30,2014-10-14,2015-03-30,BP REINSTATED,"('2015-03-30', '2015-03-30', '2015-03-30', '2015-03-30', '2015-03-30', '2015-03-30')",0.0,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",1,2016,Building Permit Approved,3.0,37.7246572059,-122.458707
15124,,249 PENNSYLVANIA AV,3999002,2015-07-16,BP FILED,,,2014-08-19,2015-05-29,2014-08-19,2015-07-16,BP FILED,"('2015-05-29', '2015-07-16', '2015-07-16')",48.0,"('BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,59.0,37.7629713739,-122.39317199999999
15439,,470 08TH AV,1537027,2006-09-18,BP FILED,,,2006-09-18,2006-09-18,2006-09-18,2006-09-18,BP FILED,"('2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,37.779566488200004,-122.465999
11102,,1420 MISSION ST,3507042,2015-03-03,CONSTRUCTION,2015-03-03,,,2015-03-03,,2015-03-03,CONSTRUCTION,"('2015-03-03',)",0.0,"('CONSTRUCTION',)",2,2015,Under Construction,167.0,37.7752826673,-122.41649002
14856,,1533 - 1539 FRANKLIN ST,0665004,2015-07-21,PL FILED,,,2015-07-21,2015-07-21,2015-07-21,2015-07-21,PL FILED,"('2015-07-21',)",0.0,"('PL FILED',)",1,2016,Proposed,0.0,37.7887971244,-122.42399499999999
15682,,813 LYON ST,1150005,2015-05-07,BP FILED,,,2015-05-07,2015-05-07,2015-05-07,2015-05-07,BP FILED,"('2015-05-07', '2015-05-07', '2015-05-07', '2015-05-07')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,37.7785831115,-122.443924
11531,,1076 HAMPSHIRE ST,4152045,2012-02-21,CONSTRUCTION,2012-02-21,,2008-01-07,2012-02-21,2008-01-07,2012-02-21,CONSTRUCTION,"('2012-02-21',)",0.0,"('CONSTRUCTION',)",2,2015,Under Construction,2.0,37.7549404074,-122.407766079
14572,2015-02-17,1055 ASHBURY ST,1269167,2016-03-23,CONSTRUCTION,2016-03-23,,2013-07-31,2013-07-31,2013-07-31,2016-03-23,CONSTRUCTION,"('2013-07-31', '2013-07-31', '2013-07-31', '2013-07-31', '2013-07-31', '2015-02-17', '2015-02-17', '2015-02-17', '2015-08-27', '2016-01-05', '2016-03-23')",966.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP REINSTATED', 'BP REINSTATED', 'CONSTRUCTION')",1,2016,Under Construction,1.0,37.763692211999995,-122.44673799999998
4811,,102 TEDDY AV,6208002,2008-03-22,PL APPROVED,,,2008-02-21 08:00:00,2008-03-22,2008-02-21,2008-03-22,PL APPROVED,"('2008-03-22', '2008-03-22', '2008-03-22', '2008-03-22', '2008-03-22', '2008-03-22', '2008-03-22')",0.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2013,Proposed,1.0,37.714052,-122.404642
10536,,2419 2421 & 2435 LOMBARD ST,937028,2012-04-13,BP FILED,,,2012-04-13,2012-04-13,2012-07-17,2012-04-13,BP FILED,"('2012-04-13', '2012-04-13')",0.0,"('BP FILED', 'BP FILED')",1,2015,Proposed,8.0,37.7988614311,-122.441502985
14950,2014-12-11,1801 SCOTT ST,1050007,2014-12-11,BP ISSUED,,,2013-06-11,2013-06-11,2013-06-11,2014-12-11,BP ISSUED,"('2013-06-11', '2013-06-11', '2013-11-22', '2013-11-22', '2013-11-22', '2013-11-22', '2014-12-11', '2014-12-11', '2014-12-11', '2014-12-11', '2014-12-11', '2014-12-11')",548.0,"('PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,1.0,37.7864908612,-122.438602
15817,,490 JAMESTOWN AV (BLDG 6),5000001,2015-10-27,BP FILED,,,2015-10-27,2015-10-27,2015-10-27,2015-10-27,BP FILED,"('2015-10-27',)",0.0,"('BP FILED',)",1,2016,Proposed,55.0,37.7133440211,-122.385107
15701,2014-05-23,870 INGERSON AV,4964019,2014-05-23,BP REINSTATED,,,2004-07-02,2014-05-23,2004-07-02,2014-05-23,BP REINSTATED,"('2014-05-23', '2014-05-23', '2014-05-23', '2014-05-23', '2014-05-23', '2014-05-23', '2014-05-23', '2014-05-23')",0.0,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",1,2016,Building Permit Approved,1.0,37.717930565799996,-122.390406
12433,2012-06-14,940 GROVE ST,0798010,2012-06-14,BP APPROVED,,,2010-01-11 08:00:00,2011-09-14,2010-01-11,2012-06-14,BP APPROVED,"('2011-09-14', '2012-06-14', '2012-06-14', '2012-06-14', '2012-06-14', '2012-06-14', '2012-06-14', '2012-06-14', '2012-06-14', '2012-06-14', '2012-06-14', '2012-06-14')",274.0,"('BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED')",3,2015,Building Permit Approved,3.0,37.776880075,-122.43275577200001
13064,,2095 JERROLD AVE,5262004,2010-03-26,PL APPROVED,,,2009-12-18 08:00:00,2010-03-26,2009-12-18,2010-03-26,PL APPROVED,"('2010-03-26', '2010-03-26', '2010-03-26', '2010-03-26', '2010-03-26', '2010-03-26', '2010-03-26', '2010-03-26', '2010-03-26', '2010-03-26', '2010-03-26', '2010-03-26', '2010-03-26', '2010-03-26', '2010-03-26')",0.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2015,Proposed,0.0,37.742091082399995,-122.39461561
14944,,1788 SILVER AV,5396001D,2015-08-27,BP FILED,,,2015-08-27,2015-08-27,2015-08-27,2015-08-27,BP FILED,"('2015-08-27', '2015-08-27', '2015-08-27')",0.0,"('BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7338047546,-122.40286100000002
15455,2016-02-25,49 NAGLEE AV,7098001,2016-02-25,BP APPROVED,,,2015-07-22,2015-07-22,2015-07-22,2016-02-25,BP APPROVED,"('2015-07-22', '2015-07-22', '2016-02-25')",218.0,"('BP FILED', 'BP FILED', 'BP APPROVED')",1,2016,Building Permit Approved,1.0,37.7119397091,-122.44686499999999
6226,,2808 MARKET ST,2651008,2013-10-03,BP FILED,,201310038412,2013-10-03,2013-10-03,2013-10-03,2013-10-03,BP FILED,"('2013-10-03',)",0.0,"('BP FILED',)",4,2013,Proposed,1.0,37.761306,-122.439323
15584,,645 20TH AV,1624005B,2013-01-11,BP FILED,,,2013-01-09,2013-01-11,2013-01-09,2013-01-11,BP FILED,"('2013-01-11', '2013-01-11', '2013-01-11', '2013-01-11', '2013-01-11', '2013-01-11', '2013-01-11', '2013-01-11', '2013-01-11', '2013-01-11', '2013-01-11', '2013-01-11', '2013-01-11')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7756776967,-122.479372
15309,2014-09-03,3501 ALEMANY BL,7135048,2015-12-29,CONSTRUCTION,2015-05-27,,2011-01-20,2011-01-20,2011-01-20,2015-12-29,CONSTRUCTION,"('2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2014-09-03', '2014-09-03', '2015-05-27', '2015-05-27', '2015-09-23', '2015-12-29', '2015-12-29')",1804.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,37.7112364407,-122.463674
10719,,605 KEARNY ST,226007,2012-08-17,CONSTRUCTION,2012-08-17,,2012-07-10,2012-07-10,,2012-08-17,CONSTRUCTION,"('2012-07-10', '2012-08-17', '2012-08-17')",38.0,"('BP FILED', 'CONSTRUCTION', 'CONSTRUCTION')",1,2015,Under Construction,1.0,37.7937095167,-122.404824151
11101,,8 WASHINGTON STREET,0201012,2012-08-30,PL APPROVED,,,2007-12-04,2007-12-04,2007-12-04,2012-08-30,PL APPROVED,"('2007-12-04', '2012-06-19', '2012-06-19', '2012-06-19', '2012-06-19', '2012-06-19', '2012-06-19', '2012-06-19', '2012-06-19', '2012-06-19', '2012-08-30')",1731.0,"('PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",2,2015,Proposed,170.0,37.7969137273,-122.39665067600001
12225,,2435-2445 16TH ST,3965021,2015-03-25,PL FILED,,,2014-08-01,2015-03-25,2014-08-01,2015-03-25,PL FILED,"('2015-03-25', '2015-03-25', '2015-03-25')",0.0,"('PL FILED', 'PL FILED', 'PL FILED')",3,2015,Proposed,53.0,37.7653208742,-122.41111997700001
14221,2015-06-22,1160 PRAGUE ST,6484024,2015-10-08,CONSTRUCTION,2015-10-08,,2015-03-30,2015-03-30,2015-03-30,2015-10-08,CONSTRUCTION,"('2015-03-30', '2015-06-22', '2015-10-08', '2015-10-08')",192.0,"('BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,1.0,37.7102713563,-122.43908736700001
14965,,188 BROAD ST,7107023,2013-07-01,CONSTRUCTION,2013-03-12,,2012-05-03,2012-05-03,2012-05-03,2013-07-01,CONSTRUCTION,"('2012-05-03', '2012-05-03', '2012-05-03', '2013-03-12', '2013-03-12', '2013-07-01', '2013-07-01', '2013-07-01', '2013-07-01', '2013-07-01', '2013-07-01', '2013-07-01', '2013-07-01', '2013-07-01', '2013-07-01', '2013-07-01')",424.0,"('BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,37.7134244541,-122.458623
13652,,1662-1664 UNION ST,0528008,2007-06-25,BP FILED,,,2007-06-19 07:00:00,2007-06-25,2007-06-19,2007-06-25,BP FILED,"('2007-06-25', '2007-06-25', '2007-06-25', '2007-06-25', '2007-06-25', '2007-06-25', '2007-06-25', '2007-06-25', '2007-06-25', '2007-06-25', '2007-06-25', '2007-06-25', '2007-06-25')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",4,2015,Proposed,4.0,37.7984930446,-122.426705375
14973,,1900 MISSION ST,3554001,2015-07-08,BP FILED,,,2013-09-16,2015-07-08,2013-09-16,2015-07-08,BP FILED,"('2015-07-08', '2015-07-08')",0.0,"('BP FILED', 'BP FILED')",1,2016,Proposed,9.0,37.7665356372,-122.42010900000001
15827,,490 JAMESTOWN AV (BLDG 8),5000001,2015-10-27,BP FILED,,,2015-10-27,2015-10-27,2015-10-27,2015-10-27,BP FILED,"('2015-10-27',)",0.0,"('BP FILED',)",1,2016,Proposed,0.0,37.7133440211,-122.385107
2655,,2260 15TH ST,3540023,2011-08-03,CONSTRUCTION,2011-08-03,200905128229,2009-05-12 07:00:00,2011-08-03,2009-05-12,2011-08-03,CONSTRUCTION,"('2011-08-03', '2011-08-03', '2011-08-03', '2011-08-03')",0.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2012,Under Construction,1.0,37.765912,-122.43456200000001
14566,2016-01-29,1036 POLK ST,0693015,2016-01-29,BP ISSUED,,,2015-02-13,2015-02-13,2015-02-13,2016-01-29,BP ISSUED,"('2015-02-13', '2015-02-13', '2015-02-13', '2016-01-29')",350.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED')",1,2016,Building Permit Approved,1.0,37.786601563699996,-122.41963999999999
13142,,250 10TH STREET,3517034,2015-08-27,PL FILED,,,2014-05-27,2015-08-27,2014-05-27,2015-08-27,PL FILED,"('2015-08-27',)",0.0,"('PL FILED',)",3,2015,Proposed,0.0,37.7733957477,-122.414592881
9961,,1554 MARKET ST,836007,2013-11-22,BP FILED,,,2013-11-22,2013-11-22,,2013-11-22,BP FILED,"('2013-11-22', '2013-11-22')",0.0,"('BP FILED', 'BP FILED')",1,2015,Proposed,110.0,37.7749804242,-122.42019610700001
10075,,4411 CABRILLO ST,1688001A,2006-12-13,BP FILED,,,2006-12-13,2006-12-13,,2006-12-13,BP FILED,"('2006-12-13', '2006-12-13', '2006-12-13', '2006-12-13', '2006-12-13', '2006-12-13', '2006-12-13', '2006-12-13', '2006-12-13', '2006-12-13', '2006-12-13')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2015,Proposed,3.0,37.7731955021,-122.50603472799999
15186,2016-01-11,2800 SLOAT BLVD,2515001,2016-03-29,CONSTRUCTION,2016-03-29,,2007-07-19,2016-01-11,2007-07-19,2016-03-29,CONSTRUCTION,"('2016-01-11', '2016-03-29')",78.0,"('BP ISSUED', 'CONSTRUCTION')",1,2016,Under Construction,56.0,37.7358537748,-122.504737
14770,2016-03-22,1477 26TH AV,1827013A,2016-03-22,BP ISSUED,,,2014-11-21,2014-11-21,2014-11-21,2016-03-22,BP ISSUED,"('2014-11-21', '2014-11-21', '2014-11-21', '2014-11-21', '2014-11-21', '2016-03-22')",487.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED')",1,2016,Building Permit Approved,1.0,37.7599102176,-122.484724
9276,,435 DUBOCE AV,3537087,2011-08-10,PL APPROVED,,,2008-03-20 07:00:00,2011-08-10,2011-03-10,2011-08-10,PL APPROVED,"('2011-08-10', '2011-08-10', '2011-08-10', '2011-08-10', '2011-08-10', '2011-08-10', '2011-08-10', '2011-08-10', '2011-08-10', '2011-08-10', '2011-08-10', '2011-08-10')",0.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",4,2014,Proposed,3.0,37.7693213,-122.4298348
4940,,718 TEHAMA ST,3729072,2010-03-25,PL FILED,,,2010-03-25,2010-03-25,2010-03-25,2010-03-25,PL FILED,"('2010-03-25', '2010-03-25', '2010-03-25', '2010-03-25', '2010-03-25', '2010-03-25', '2010-03-25')",0.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2013,Proposed,1.0,37.77544,-122.41178700000002
15763,,980 FOLSOM ST,3732028,2014-12-29,BP FILED,,,2013-07-23,2014-12-29,2013-07-23,2014-12-29,BP FILED,"('2014-12-29', '2014-12-29', '2014-12-29', '2014-12-29', '2014-12-29', '2014-12-29')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,38.0,37.7790166315,-122.40536399999999
1708,,411 VALENCIA ST,3554027,2012-07-03,CONSTRUCTION,2012-03-06,2.0051E+11,2005-10-13 07:00:00,2012-03-06,2005-10-13,2012-07-03,CONSTRUCTION,"('2012-03-06', '2012-07-03', '2012-07-03')",119.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2012,Under Construction,16.0,-122.421838,37.766329999999996
8424,,3143 24TH ST,6520035,2011-05-23,PL FILED,,201006214964,2010-06-21 07:00:00,2011-05-23,2010-06-21,2011-05-23,PL FILED,"('2011-05-23', '2011-05-23', '2011-05-23', '2011-05-23', '2011-05-23', '2011-05-23', '2011-05-23', '2011-05-23', '2011-05-23', '2011-05-23', '2011-05-23')",0.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2014,Proposed,4.0,37.752225,-122.414878
14689,2015-01-29,1301 CESAR CHAVEZ ST,4352007,2016-03-31,CONSTRUCTION,2016-03-31,,2007-10-15,2007-10-15,2007-10-15,2016-03-31,CONSTRUCTION,"('2007-10-15', '2007-10-15', '2007-10-15', '2007-10-15', '2007-10-15', '2007-10-15', '2007-10-15', '2007-10-15', '2007-10-15', '2007-10-15', '2007-10-15', '2015-01-29', '2015-01-29', '2015-01-29', '2015-01-29', '2015-01-29', '2016-03-31')",3090.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",1,2016,Under Construction,0.0,37.7492558741,-122.390975
15540,,595 MARIPOSA ST,3995022,2015-05-27,PL FILED,,,2014-10-14,2015-05-27,2014-10-14,2015-05-27,PL FILED,"('2015-05-27', '2015-05-27', '2015-05-27', '2015-05-27')",0.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,20.0,37.764140831599995,-122.389528
2094,,474 35TH AV,1466026,2012-06-11,BP FILED,,2.01206E+11,2012-06-11,2012-06-11,2012-06-11,2012-06-11,BP FILED,"('2012-06-11', '2012-06-11')",0.0,"('BP FILED', 'BP FILED')",3,2012,Proposed,1.0,-122.49516200000001,37.780161
15507,,55 LAGUNA ST (BLDG 2),0857001,2016-03-18,CONSTRUCTION,2016-03-18,,2006-10-31,2016-03-18,2006-10-31,2016-03-18,CONSTRUCTION,"('2016-03-18',)",0.0,"('CONSTRUCTION',)",1,2016,Under Construction,191.0,37.772349854699996,-122.42627900000001
