,BP_date,address,apn,best_date,best_stat,comp_date,con_date,dbi_permit,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y,zoning,zoning_simplified
9480,2007-03-01,567 27TH AV,1517007A,2007-03-01,BP REINSTATED,,,200407158967,2004-07-15,2007-03-01,2004-07-15,2007-03-01,BP REINSTATED,"('2007-03-01', '2007-03-01', '2007-03-01', '2007-03-01', '2007-03-01', '2007-03-01', '2007-03-01', '2007-03-01')",,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",2,2011,Building Permit Approved,2.0,1.0,-122.486966,37.778737,RH-2,RH-2
1409,,562 28TH AV,1517022,2016-06-07,PL FILED,,,,2015-11-18,2016-06-07,2015-11-18,2016-06-07,PL FILED,"('2016-06-07', '2016-06-07', '2016-06-07', '2016-06-07', '2016-06-07')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,6.0,5.0,,,,
23386,2008-12-04,520 28TH AV,1517030,2014-09-25,CONSTRUCTION,01/01/2015,2014-06-16,200706143970,2007-06-14 00:00:00,2008-08-18,2007-06-14 00:00:00,2014-09-25,CONSTRUCTION,"('2008-08-18', '2008-08-18', '2008-08-18', '2008-12-04', '2008-12-04', '2008-12-04', '2008-12-04', '2008-12-04', '2008-12-04', '2008-12-04', '2008-12-04', '2012-07-26', '2012-07-26', '2012-07-26', '2012-07-26', '2012-07-26', '2012-07-26', '2012-07-26', '2012-07-26', '2014-06-16', '2014-09-25', '2014-09-25')",2758.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2014,Under Construction,3.0,2.0,-122.487579,37.779428,RM-1,RM-1
12800,2009-10-02,3436 ANZA ST,1519022B,2010-10-01,CONSTRUCTION,04/01/2011,2010-05-07,200807187057,2008-07-18,2008-07-18,2008-07-18,2010-10-01,CONSTRUCTION,"('2008-07-18', '2009-10-02', '2009-10-02', '2010-05-07', '2010-05-07', '2010-10-01', '2010-10-01')",987.0,"('BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2011,Under Construction,2.0,1.0,-122.485029,37.77828,RM-1,RM-1
1465,,6139 GEARY BL,1519036,2016-01-21,PL FILED,,,,2016-01-21,2016-01-21,2016-01-21,2016-01-21,PL FILED,"('2016-01-21', '2016-01-21', '2016-01-21', '2016-01-21', '2016-01-21')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,4.0,4.0,,,,
16581,,6139 GEARY BLVD,1519036,2016-01-21,PL FILED,,,,2016-01-21,2016-01-21,2016-01-21,2016-01-21,PL FILED,"('2016-01-21',)",,"('PL FILED',)",1,2016,Proposed,4.0,4.0,-122.485395,37.7797507665,NC-3,NC-3
2504,,570 25TH AV,1520021,2017-03-15,BP FILED,,,201703151490,2017-03-15,2017-03-15,,2017-03-15,BP FILED,"('2017-03-15', '2017-03-15')",,"('BP FILED', 'BP FILED')",2,2017,Proposed,2.0,1.0,,,,
1569,2017-06-02,3138 ANZA ST,1522019,2017-06-02,BP ISSUED,,,201612024018,2016-12-02,2016-12-02,2016-12-02,2017-06-02,BP ISSUED,"('2016-12-02', '2016-12-02', '2017-06-02')",,"('BP FILED', 'BP FILED', 'BP ISSUED')",2,2017,Building Permit Approved,2.0,1.0,,,,
20387,,462 22ND AVE,1523031,2016-05-27,BP FILED,,,201605278673,2016-05-27,2016-05-27,2016-05-27,2016-05-27,BP FILED,"('2016-05-27',)",,"('BP FILED',)",3,2016,Proposed,9.0,3.0,-122.481101525,37.7790063515,RM-1,RM-1
17181,,5727 GEARY BL,1523046B,2011-03-10,BP FILED,,,201103101798,2011-03-10,2011-03-10,2011-03-10,2011-03-10,BP FILED,"('2011-03-10', '2011-03-10', '2011-03-10', '2011-03-10', '2011-03-10', '2011-03-10', '2011-03-10', '2011-03-10', '2011-03-10', '2011-03-10', '2011-03-10', '2011-03-10', '2011-03-10', '2011-03-10')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2014,Proposed,2.0,1.0,-122.48097959999998,37.7801834,NC-3,NC-3
1696,2015-10-22,2930 ANZA ST,1524018A,2016-11-04,CONSTRUCTION,07/01/2017,2016-08-10,201504244517,2015-04-24,2015-04-24,2015-04-24,2016-11-04,CONSTRUCTION,"('2015-04-24', '2015-10-22', '2015-10-22', '2015-10-22', '2015-10-22', '2016-08-10', '2016-11-04', '2016-11-04', '2016-11-04')",799.0,"('BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,2.0,1.0,,,,
1071,,5617 GEARY BL,1524039,2016-03-17,BP FILED,,,201603172366,2014-10-31,2014-10-31,2014-10-31,2016-03-17,BP FILED,"('2014-10-31', '2014-10-31', '2014-10-31', '2014-10-31', '2014-10-31', '2014-10-31', '2014-10-31', '2016-03-17', '2016-03-17', '2016-03-17', '2016-03-17')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,4.0,4.0,,,,
2500,,415 16TH AV,1528040,2017-05-26,BP FILED,,,201705267820,2017-05-26,2017-05-26,,2017-05-26,BP FILED,"('2017-05-26',)",,"('BP FILED',)",2,2017,Proposed,2.0,0.0,,,,
4623,,473 11TH AV,1533017,2009-05-28,BP FILED,,,200905289263,2009-05-28,2009-05-28,2009-05-28,2009-05-28,BP FILED,"('2009-05-28', '2009-05-28', '2009-05-28', '2009-05-28', '2009-05-28', '2009-05-28', '2009-05-28', '2009-05-28', '2009-05-28', '2009-05-28', '2009-05-28', '2009-05-28', '2009-05-28', '2009-05-28', '2009-05-28', '2009-05-28', '2009-05-28', '2009-05-28', '2009-05-28', '2009-05-28', '2009-05-28', '2009-05-28', '2009-05-28')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2015,Proposed,2.0,1.0,-122.469851387,37.779254623,RH-2,RH-2
2271,2016-09-16,458 12TH AV,1533029,2017-05-31,CONSTRUCTION,07/01/2017,2017-05-31,201601147151,2016-01-14,2016-01-14,2016-01-14,2017-05-31,CONSTRUCTION,"('2016-01-14', '2016-01-14', '2016-09-16', '2016-09-16', '2016-09-16', '2017-05-31')",534.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",2,2017,Under Construction,3.0,1.0,,,,
2150,,423 10TH AV,1534003,2016-05-09,BP FILED,,,201605096924,2016-05-09,2016-05-09,,2016-05-09,BP FILED,"('2016-05-09', '2016-05-09')",,"('BP FILED', 'BP FILED')",2,2017,Proposed,1.0,0.0,,,,
29428,,423 10TH AVE,1534003,2016-05-09,BP FILED,,,201605096924,2016-05-09,2016-05-09,2016-05-09,2016-05-09,BP FILED,"('2016-05-09',)",,"('BP FILED',)",4,2016,Proposed,1.0,0.0,-122.468853105,37.780262567,RH-2,RH-2
16458,,474 11TH AV,1534026,2008-03-10,BP FILED,,,200803106731,2008-03-10,2008-03-10,2008-03-10,2008-03-10,BP FILED,"('2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10', '2008-03-10')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,-122.469202,37.7793527786,RH-2,RH-2
2252,2017-02-24,470 11TH AV,1534027,2017-02-24,BP ISSUED,,,201604286003,2016-04-28,2016-04-28,2016-04-28,2017-02-24,BP ISSUED,"('2016-04-28', '2016-04-28', '2016-04-28', '2017-02-24', '2017-02-24')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,3.0,1.0,,,,
16453,,470 08TH AV,1537027,2006-09-18,BP FILED,,,200609182560,2006-09-18,2006-09-18,2006-09-18,2006-09-18,BP FILED,"('2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18', '2006-09-18')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,3.0,2.0,-122.465999,37.779566488200004,RM-1,RM-1
2050,2016-12-19,4221 GEARY BL,1538036,2016-12-19,BP ISSUED,,,201503160999,2015-03-16,2015-03-16,2015-03-16,2016-12-19,BP ISSUED,"('2015-03-16', '2015-03-16', '2015-03-16', '2015-03-16', '2015-03-16', '2015-03-16', '2015-03-16', '2016-12-19', '2016-12-19', '2016-12-19')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,3.0,2.0,,,,
30752,,4131 GEARY BL,1539004,2005-10-11,PL FILED,,,,2005-10-11,2005-10-11,2005-10-11,2005-10-11,PL FILED,"('2005-10-11',)",,"('PL FILED',)",3,2009,Proposed,0.0,0.0,-122.46358000000001,37.780862,NC-3,NC-3
2482,2016-04-18,431 02ND AV,1542005,2017-04-27,CONSTRUCTION,07/01/2017,2016-09-22,201305207321,2013-05-20,2013-05-20,2013-05-20,2017-04-27,CONSTRUCTION,"('2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2016-04-18', '2016-09-22', '2016-09-22', '2017-03-16', '2017-04-27')",1503.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,3.0,1.0,,,RH-3,RH-3
2126,2012-10-24,430 03RD AV,1542039,2012-10-24,BP ISSUED,,,201001225204,2010-01-22,2010-01-22,2010-01-22,2012-10-24,BP ISSUED,"('2010-01-22', '2010-01-22', '2010-01-22', '2010-01-22', '2010-01-22', '2010-01-22', '2010-01-22', '2010-01-22', '2010-01-22', '2010-01-22', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,3.0,1.0,,,RH-3,RH-3
1706,2017-09-28,515 02ND AV,1545004,2017-09-28,BP ISSUED,,,201602250572,2016-02-25,2016-02-25,2016-02-25,2017-09-28,BP ISSUED,"('2016-02-25', '2016-02-25', '2016-02-25', '2016-02-25', '2016-02-25', '2017-09-28')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED')",2,2017,Building Permit Approved,4.0,2.0,,,,
1791,,515 04TH AV,1547004,2015-11-03,PL APPROVED,,,201504305019,2015-04-30,2015-04-30,2015-04-30,2015-11-03,PL APPROVED,"('2015-04-30', '2015-04-30', '2015-04-30', '2015-04-30', '2015-04-30', '2015-04-30', '2015-04-30', '2015-04-30', '2015-11-03')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL APPROVED')",2,2017,Proposed,3.0,1.0,,,,
12820,2010-03-31,430 BALBOA ST,1548026,2010-10-27,CONSTRUCTION,04/01/2011,2010-08-27,200909146762,2009-09-14,2009-09-14,2009-09-14,2010-10-27,CONSTRUCTION,"('2009-09-14', '2009-09-14', '2010-03-31', '2010-03-31', '2010-08-27', '2010-10-27', '2010-10-27')",564.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2011,Under Construction,2.0,1.0,-122.46353500000001,37.777503,NC-2,NC-2
2490,2016-03-03,550 07TH AV,1549034,2017-09-29,CONSTRUCTION,2017-09-29,2017-09-29,201503191389,2015-03-19,2015-03-19,2015-03-19,2017-09-29,CONSTRUCTION,"('2015-03-19', '2015-03-19', '2015-03-19', '2015-03-19', '2016-03-03', '2016-04-20', '2016-04-20', '2016-04-20', '2016-04-20', '2017-09-29')",925.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",2,2017,Under Construction,2.0,1.0,,,,
2015,,539 07TH AV,1550009,2016-09-29,PL APPROVED,,,201604205217,2016-04-20,2016-04-20,2016-04-20,2016-09-29,PL APPROVED,"('2016-04-20', '2016-04-20', '2016-04-20', '2016-04-20', '2016-09-29')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL APPROVED')",2,2017,Proposed,2.0,1.0,,,,
25408,2010-06-22,646 BALBOA ST,1550029,2012-04-03,CONSTRUCTION,10/01/2012,2011-04-12,200909166917,2009-09-16,2009-09-16,2009-09-16,2012-04-03,CONSTRUCTION,"('2009-09-16', '2009-09-16', '2010-06-22', '2010-06-22', '2010-06-22', '2010-06-22', '2011-04-12', '2011-04-12', '2011-10-19', '2012-02-21', '2012-04-03', '2012-04-03')",1111.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2012,Under Construction,3.0,2.0,-122.46588899999999,37.777396,RM-1,RM-1
2206,2015-03-12,522 08TH AV,1550045,2017-09-21,CONSTRUCTION,2017-09-21,2017-09-21,201310310802,2013-10-31,2013-10-31,2013-10-31,2017-09-21,CONSTRUCTION,"('2013-10-31', '2013-10-31', '2013-10-31', '2013-10-31', '2015-03-12', '2015-03-12', '2015-03-12', '2015-03-12', '2015-03-12', '2015-03-12', '2015-03-12', '2015-03-12', '2015-03-12', '2015-03-12', '2017-09-21')",1421.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",2,2017,Under Construction,2.0,1.0,,,RH-2,RH-2
30174,,517 08TH AV,1551003,2004-10-22,BP FILED,,,200410227531,2004-10-22,2004-10-22,2004-10-22,2004-10-22,BP FILED,"('2004-10-22',)",,"('BP FILED',)",3,2009,Proposed,1.0,-1.0,-122.46641799999999,37.778541,RH-2,RH-2
26012,,924 BALBOA ST,1553019,2010-01-21,CONSTRUCTION,04/01/2010,2009-07-31,200807076035,2008-07-07,2009-07-31,2008-07-07,2010-01-21,CONSTRUCTION,"('2009-07-31', '2009-12-10', '2010-01-21')",633.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2010,Under Construction,1.0,1.0,-122.46862800000001,37.777142,RH-1(D),RH-1(D)
2358,,534 11TH AV,1553036,2015-12-31,BP FILED,,,201512316234,2015-12-31,2015-12-31,2015-12-31,2015-12-31,BP FILED,"('2015-12-31', '2015-12-31', '2015-12-31', '2015-12-31', '2015-12-31', '2015-12-31', '2015-12-31')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,2.0,1.0,,,,
11985,,1116 BALBOA ST,1555023,2015-09-14,BP FILED,,,201509146907,2015-09-14,2015-09-14,2015-09-14,2015-09-14,BP FILED,"('2015-09-14', '2015-09-14')",,"('BP FILED', 'BP FILED')",4,2015,Proposed,2.0,1.0,-122.470853981,37.777163280399996,RH-2,RH-2
21512,2009-02-04,557 15TH AV,1558013B,2010-10-19,CONSTRUCTION,01/01/2011,2010-06-14,200707035803,2007-07-03,2009-02-04,2007-07-03,2010-10-19,CONSTRUCTION,"('2009-02-04', '2009-02-04', '2009-02-04', '2010-06-14', '2010-06-14', '2010-10-19')",1278.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2010,Under Construction,2.0,1.0,-122.47393600000001,37.777596,RH-2,RH-2
20452,,512 16TH AV,1558042,2016-02-05,BP FILED,,,201602058989,2016-02-05,2016-02-05,2016-02-05,2016-02-05,BP FILED,"('2016-02-05', '2016-02-05', '2016-02-05')",,"('BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,2.0,1.0,-122.474659394,37.7783331857,RH-2,RH-2
2158,,571 18TH AVE,1561014,2016-04-12,PL FILED,,,201610251093,2016-04-12,2016-04-12,2016-04-12,2016-04-12,PL FILED,"('2016-04-12', '2016-04-12', '2016-04-12', '2016-04-12', '2016-04-12')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,2.0,-1.0,,,,
21378,,594 19TH AV,1561020,2010-07-21,BP FILED,,,201007217058,2010-07-21,2010-07-21,2010-07-21,2010-07-21,BP FILED,"('2010-07-21', '2010-07-21')",,"('BP FILED', 'BP FILED')",4,2010,Proposed,2.0,,-122.477776,37.776749,RH-2,RH-2
29508,2016-04-15,500 19TH AV,1561038A,2016-11-16,CONSTRUCTION,01/01/2017,2016-11-16,201409055540,2014-09-05,2014-09-05,2014-09-05,2016-11-16,CONSTRUCTION,"('2014-09-05', '2014-09-05', '2014-09-05', '2014-09-05', '2014-09-05', '2014-09-05', '2014-09-05', '2016-04-15', '2016-04-15', '2016-11-16')",849.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",4,2016,Under Construction,3.0,1.0,-122.477972995,37.7782602192,RM-1,RM-1
29586,2015-09-16,571 21ST AV,1564013,2016-12-14,CONSTRUCTION,01/01/2017,2016-09-30,201305298089,2012-04-10,2012-04-10,2012-04-10,2016-12-14,CONSTRUCTION,"('2012-04-10', '2012-04-10', '2012-04-10', '2013-02-13', '2013-05-29', '2013-05-29', '2013-05-29', '2013-05-29', '2013-05-29', '2013-05-29', '2013-05-29', '2013-05-29', '2013-05-29', '2015-09-16', '2015-09-16', '2015-09-16', '2015-09-16', '2016-09-30', '2016-12-14')",1727.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",4,2016,Under Construction,2.0,1.0,-122.48054603,37.7771025622,RH-2,RH-2
17524,2013-08-02,2038 BALBOA ST,1564023,2014-09-29,CONSTRUCTION,10/01/2014,2014-02-27,201302200538,2013-02-20,2013-08-02,2013-02-20,2014-09-29,CONSTRUCTION,"('2013-08-02', '2013-08-02', '2014-02-27', '2014-02-27', '2014-09-29')",588.0,"('BP APPROVED', 'BP APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,2.0,1.0,-122.48098999999999,37.776603,NC-1,NC-1
11417,2012-09-24,551 22ND AV,1565006A,2016-01-11,CONSTRUCTION,01/01/2016,2014-05-22,201012025978,2010-12-02,2010-12-02,2010-12-02,2016-01-11,CONSTRUCTION,"('2010-12-02', '2010-12-02', '2010-12-02', '2010-12-02', '2011-03-07', '2011-03-07', '2011-03-07', '2012-09-24', '2012-09-24', '2013-03-01', '2013-03-01', '2013-03-01', '2013-03-01', '2013-03-01', '2014-05-22', '2014-09-16', '2014-10-03', '2014-10-03', '2014-10-03', '2014-10-03', '2016-01-11')",1856.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,2.0,2.0,-122.481639629,37.7773278535,RH-2,RH-2
2237,,583 22ND AV,1565012,2016-05-26,BP FILED,,,201605268531,2016-05-26,2016-05-26,2016-05-26,2016-05-26,BP FILED,"('2016-05-26', '2016-05-26', '2016-05-26', '2016-05-26', '2016-05-26')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,2.0,1.0,,,,
2491,,587 23RD AV,1566022,2017-02-14,BP FILED,,,201702149407,2017-02-14,2017-02-14,,2017-02-14,BP FILED,"('2017-02-14', '2017-02-14')",,"('BP FILED', 'BP FILED')",2,2017,Proposed,2.0,1.0,,,,
26950,2009-09-22,663 24TH AV,1567008,2010-09-20,CONSTRUCTION,10/01/2010,2010-03-30,200901140157,2009-01-14,2009-09-22,2009-01-14,2010-09-20,CONSTRUCTION,"('2009-09-22', '2009-09-22', '2010-03-30', '2010-05-21', '2010-09-20')",625.0,"('BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2010,Under Construction,2.0,1.0,-122.483598,37.777078,RH-2,RH-2
6256,,3339 ANZA ST,1567032,2014-07-21,BP FILED,,,201407211747,2014-07-21,2014-07-21,2014-07-21,2014-07-21,BP FILED,"('2014-07-21', '2014-07-21', '2014-07-21', '2014-07-21', '2014-07-21')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2015,Proposed,2.0,1.0,-122.484241447,37.7779327724,RM-1,RM-1
26438,2010-03-31,665 25TH AV,1568008B,2010-09-20,CONSTRUCTION,10/01/2010,2010-06-15,200808149207,2008-08-14,2008-08-14,2008-08-14,2010-09-20,CONSTRUCTION,"('2008-08-14', '2008-08-14', '2010-03-31', '2010-06-15', '2010-09-20')",778.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",3,2010,Under Construction,2.0,1.0,-122.48466599999999,37.777002,RH-2,RH-2
9484,,2400 BALBOA ST,1568011D,2009-10-13,CONSTRUCTION,07/01/2011,2009-09-23,200612119580,2006-12-11,2009-09-23,2006-12-11,2009-10-13,CONSTRUCTION,"('2009-09-23', '2009-10-13', '2009-10-13', '2009-10-13', '2009-10-13', '2009-10-13', '2009-10-13', '2009-10-13')",1663.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2011,Under Construction,2.0,1.0,-122.48456000000002,37.776369,RH-2,RH-2
17404,,2418 BALBOA ST,1568012,2014-08-29,CONSTRUCTION,10/01/2014,2014-06-10,201306260603,2013-06-26,2013-06-26,2013-06-26,2014-08-29,CONSTRUCTION,"('2013-06-26', '2013-06-26', '2013-06-26', '2013-06-26', '2014-06-10', '2014-08-29')",462.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,2.0,1.0,-122.48491999999999,37.776583,RH-2,RH-2
2174,2013-05-07,609 26TH AV,1569002,2014-05-27,CONSTRUCTION,07/01/2017,2014-05-27,201106279018,2011-06-27,2013-05-07,2011-06-27,2014-05-27,CONSTRUCTION,"('2013-05-07', '2013-05-07', '2013-05-07', '2014-05-27', '2014-05-27', '2014-05-27', '2014-05-27', '2014-05-27', '2014-05-27', '2014-05-27', '2014-05-27', '2014-05-27', '2014-05-27', '2014-05-27', '2014-05-27', '2014-05-27')",2196.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,2.0,1.0,,,RH-2,RH-2
